,MP-ID,Comp Flatness score,Flat/not-flat,Flat segments
36589,mp-761162,0.9128171,TRUE,"[3, 4]"
36590,mp-761163,0.9731025,TRUE,"[1, 3]"
36591,mp-761164,0.9705322,TRUE,"[1, 2, 3]"
36592,mp-761165,0.65796417,FALSE,[]
36593,mp-761167,0.96020186,TRUE,"[3, 4]"
36594,mp-761168,0.98482764,TRUE,"[3, 4]"
36595,mp-761169,0.97441286,TRUE,"[3, 4]"
36596,mp-761171,0.4735655,FALSE,[]
36597,mp-761172,0.9359718,TRUE,"[1, 4]"
36598,mp-761173,0.9668017,TRUE,"[3, 4]"
36599,mp-761175,0.9598785,TRUE,"[3, 4]"
36600,mp-761177,0.9062375,TRUE,"[3, 4]"
36601,mp-761179,0.9836606,TRUE,"[3, 4]"
36602,mp-761180,0.9278275,TRUE,"[1, 3, 4]"
36603,mp-761181,0.82584065,TRUE,"[3, 4]"
36604,mp-761182,0.8113414,TRUE,[3]
36605,mp-761183,0.82664317,TRUE,[4]
36606,mp-761185,0.958448,TRUE,"[3, 4]"
36607,mp-761190,0.97151417,TRUE,"[3, 4]"
36608,mp-761191,0.96635485,TRUE,"[2, 3, 4]"
36609,mp-761192,0.9097819,TRUE,"[3, 4]"
36610,mp-761194,0.9666773,TRUE,"[3, 4]"
36611,mp-761197,0.7576271,TRUE,[3]
36612,mp-761198,0.9096522,TRUE,[4]
36613,mp-761199,0.8979025,TRUE,"[2, 3, 4]"
36614,mp-761200,0.8258684,TRUE,[4]
36615,mp-761201,0.88039696,TRUE,"[3, 4]"
36616,mp-761202,0.93438244,TRUE,"[3, 4]"
36617,mp-761203,0.98053724,TRUE,"[3, 4]"
36618,mp-761206,0.9628242,TRUE,"[3, 4]"
36619,mp-761207,0.94439393,TRUE,"[3, 4]"
36620,mp-761208,0.89588606,TRUE,[3]
36621,mp-761209,0.96558046,TRUE,"[3, 4]"
36622,mp-761211,0.93880045,TRUE,[4]
36623,mp-761212,0.8189433,TRUE,"[3, 4]"
36624,mp-761213,0.90150005,TRUE,"[3, 4]"
36625,mp-761214,0.9402065,TRUE,"[3, 4]"
36626,mp-761215,0.9215141,TRUE,"[3, 4]"
36627,mp-761218,0.931347,TRUE,[4]
36628,mp-761219,0.97906953,TRUE,"[3, 4]"
36629,mp-761220,0.96929675,TRUE,"[3, 4]"
36630,mp-761221,0.86595213,TRUE,"[3, 4]"
36631,mp-761222,0.9602913,TRUE,"[3, 4]"
36632,mp-761223,0.81417453,TRUE,[3]
36633,mp-761224,0.9825597,TRUE,"[3, 4]"
36634,mp-761225,0.93666565,TRUE,"[3, 4]"
36635,mp-761226,0.9487751,TRUE,"[3, 4]"
36636,mp-761227,0.9590796,TRUE,"[3, 4]"
36637,mp-761229,0.9805935,TRUE,"[3, 4]"
36638,mp-761230,0.95007735,TRUE,"[3, 4]"
36639,mp-761231,0.88207394,TRUE,"[3, 4]"
36640,mp-761233,0.6995365,FALSE,[]
36641,mp-761234,0.93705684,TRUE,"[3, 4]"
36642,mp-761235,0.939417,TRUE,"[3, 4]"
36643,mp-761238,0.8395075,TRUE,"[1, 3, 4]"
