mat_id,drop_values
mp-18575,"[0.9849579864594429, 0.9756866307402906, 0.9851063451953617, 0.9718276553532915, 0.9887267485790001, 0.9747336963472821, 0.9812456256936791, 0.9756292829093477]"
mp-18576,"[0.99870361127138, 0.998652159812128, 0.9987288767500478]"
mp-18577,"[0.9937055804794285, 0.99368017379886, 0.9780563482942626, 0.9936914976581024, 0.9936393763028468, 0.9936060357318133, 0.9784870083659518, 0.99358654140741, 0.9775533664043498]"
mp-18578,"[0.9951584636337742, 0.961101431025965, 0.9834223117172555, 0.9588971446108119, 0.9775000817899688, 0.9595592582869535]"
mp-18582,"[0.9831617961521343, 0.9591308074661378, 0.9645474469892081, 0.9630957249198299, 0.9630169003039258, 0.9825544521466176, 0.9582538735723046, 0.9651477916023795, 0.9620774644987391, 0.9632946288139451, 0.9834872633279937]"
mp-18583,"[0.9821982478174075, 0.9797732865536792, 0.9800569708226954, 0.9794983310340059]"
mp-18585,"[0.005749759223999392, 0.9459333658547217, -0.09185092750861423, 0.01809408753798243, -0.10617337560666251, 0.9494219458492155, 0.14715708923828735, 0.9446726100140478, 0.2893295738136739, 0.9496138632793417]"
mp-18591,"[0.9819100324447835, 0.9377958042954432, 0.982524596292427, 0.9382828222908802, 0.981215787147171, 0.9431733983554328, 0.9813939095117759]"
mp-18594,"[0.8158562955815349, 0.9788539361570822, 0.8185317036740731, 0.978960960331116, 0.8202949046848613, 0.9788306967161008]"
mp-18595,"[0.9986277052144511, 0.996700910554546]"
mp-18596,"[0.9706641425238436, 0.9718200937511586, 0.9739666669939568, 0.9920855293250612, 0.9945612822696285]"
mp-18601,"[0.9776167371817914, 0.9847057061199618, 0.9764164072883857, 0.976445924463904, 0.9901603978570734]"
mp-18605,"[0.972700196495472, 0.9727883301304976, 0.9920492189228343, 0.9767904164968662, 0.9941287712530005, 0.957980860149933, 0.9942651797931545, 0.9829370983538204]"
mp-18607,"[0.9947848401473068, 0.9763301943841587, 0.9698672677928978, 0.9767376659254542, 0.9718331606052458, 0.978762849840789, 0.9745208543507637, 0.9695304860292182, 0.9816126642332426]"
mp-18609,"[0.9456596442575399, 1.1394778600139857, 0.34339557087880623, 0.9036841401830948, 0.6491817549247412, 0.9442305647851518, 0.8624688619592207, 0.47825301770845624, 0.9058784003486181, 0.31732094636487956, 1.1831906591985926]"
mp-18612,[-1]
mp-18619,"[0.7329212629135508, 0.9503772952055691, 0.7062348390280743, 0.9212660374938171, 0.9825928474967495, 0.08491125713169222, 0.96293719739343, 0.6066243686026583]"
mp-18625,[-1]
mp-18626,"[0.9912123891726581, 0.9902750209844915, 0.9911789167820925, 0.9898398610046374, 0.991447453989777, 0.9893532062710788]"
mp-18628,"[0.9726919271747866, 0.9622077095653221, 0.9560405892650555, 0.9772096908538501, 0.9577886238219615]"
mp-18629,"[0.9517151688646194, 0.9898373947511824, 0.9668754028949776, 0.9893025915778215, 0.9928537504128921]"
mp-18633,[-1]
mp-18634,"[0.9934777584389805, 0.931275477375609, 0.9932093737381684, 0.9356139321427515]"
mp-18635,"[0.9838966383574042, 0.9842764215064034, 0.9837978136002895, 0.9838931802705116]"
mp-18637,[-1]
mp-18639,"[0.9886355889406877, 0.9626088271675383, 0.9884328121910223, 0.9598932148191824, 0.9893316639566115, 0.9645390102259308, 0.9639608583038696]"
mp-18640,"[0.9385782202181988, 0.9821071609893172, 0.9382564070952628, 0.9850774188686359, 0.9455919544479973, 0.982312864767362, 0.945437391760482, 0.9825306135746533, 0.9460182548496354, 0.9850658587421328, 0.9482155844797886, 0.9822956857361607]"
mp-18641,"[0.9985119797079774, 0.9951717261871057, 0.999552567734246]"
mp-18648,[-1]
mp-18649,[-1]
mp-18651,"[0.9826794564151524, 0.9825578733134657]"
mp-18652,"[0.982784886900621, 0.9826510104462973]"
mp-18654,"[0.9804220759500418, 0.9731030689516978, 0.9696574137929659, 0.9730777467650149, 0.9633814681584106, 0.9691197566269667]"
mp-18656,"[0.9819501649276001, 0.9797245934790448, 0.9821554449649328, 0.9835363500156297]"
mp-18658,"[0.954873864014732, 0.7756424243926823, 0.9858358643301174, 0.9439738728814795, 0.9856676285056187, 0.8102709583140638, 0.9165682257849566]"
mp-18659,"[0.9977322748609107, 0.9817479963027234, 0.9752111288207486, 0.9982192293651685]"
mp-18661,"[0.9866331107023946, 0.9437498446990782, 0.9532290320230201, 0.9474734865248458, 0.9927620614661713, 0.9367964214529069]"
mp-18662,"[0.9910211275969697, 0.9940624769267066, 0.9600812375741307, 0.9588383164996053, 0.9890978522591147, 0.9595548051049548, 0.9615552442117234, 0.9921125462724022]"
mp-18664,"[0.8853696716353788, 0.44408382620128434, 0.8375366201258314, 0.9506399015297385, 0.8904898568378642, 0.9852177367562788, 0.03959594714565287, 0.9446483700106183, 0.8898810940433142, 0.9846604433568827]"
mp-18673,"[0.9803760358660117, 0.9367393362555833, 0.9686194646097558, 0.9397400759932519, 0.9851490814293515, 0.9329413130770976]"
mp-18677,"[0.9890498268040449, 0.9884889350227103, 0.9332272561188564, 0.9892040322762311, 0.9884405312335108, 0.989491032710533, 0.988592707448171]"
mp-18684,"[0.9980533987235264, 0.9752260318655366, 0.9980242131370898, 0.9752527251892432, 0.9979873113339337, 0.9737316212963425]"
mp-18685,"[0.9919615778403952, 0.9925957967420371, 0.9916703344929095, 0.9930866206165566, 0.99245313974474, 0.9918501953794542]"
mp-18686,"[0.9817026566217351, 0.9637409028787238, 0.9816462597134907, 0.976135144611257, 0.9730209364829947, 0.9759184216567209]"
mp-18687,"[0.99655519964749, 0.9971157490475179, 0.9930167414084357, 0.9926740848041127]"
mp-18690,"[0.9900658196719195, 0.9864481614710107, 0.992710166017111, 0.9862909458700909, 0.989137293496842, 0.9899285276010809]"
mp-18691,"[0.8949842347412574, 0.9012409957937999, 0.8968933156491433, 0.42582121744079215, 0.8848607576420479, 0.901796454858907, 0.99334649354135]"
mp-18695,"[0.9832108286521347, 0.9880754211775086, 0.9827069907218218, 0.9826378363054055, 0.982832021327216]"
mp-18698,"[0.9949963599646212, 0.8876677669625391, 0.9926925819764778, 0.8767423786273852, 0.9919903486166898, 0.8846693841612873]"
mp-18700,"[0.9928598461013983, 0.993850416030384, 0.995582976276828, 0.9935209791623866, 0.9955380803315617, 0.9937938866278597, 0.9934204285626315]"
mp-18701,"[0.937363554793973, 0.997233280083756, 0.9369153415259125, 0.997212037889371]"
mp-18705,"[0.9825807096079381, 0.9824695415005064]"
mp-18706,"[0.975296801042637, 0.9966584564637049, 0.996638340312651, 0.9751044330930071]"
mp-18708,"[0.9872183691962679, 0.9855259779281669, 0.9821107833379776]"
mp-18713,"[0.9934598818563095, 0.9971465158716767, 0.9993514097502594, 0.9934407614580778, 0.9976844633094853, 0.9935878823815693, 0.9932530948729101, 0.9934273888098858, 0.9976540809041374, 0.9928718238595874, 0.999316200854381, 0.9932677590104504]"
mp-18716,"[0.9816101609551601, 0.9828183212766561, 0.9799829608551126, 0.9816327827094182, 0.9826814537817099, 0.9968129999595651]"
mp-18718,[-1]
mp-18719,"[0.9694288819031597, 0.9814497177132399, 0.9876675739409896, 0.9803326745119217, 0.9710205364158573, 0.9882237751971029, 0.9848123093675435]"
mp-18721,[-1]
mp-18722,[-1]
mp-18725,[-1]
mp-18727,[-1]
mp-18729,"[0.9994575279801393, 0.9938996152212592, 0.9943789244896758]"
mp-18730,[-1]
mp-18732,"[0.9954910963280651, 0.9993968216175855, 0.9953574110366632, 0.9993927611087955, 0.9952204307997127, 0.999384901453267]"
mp-18742,"[0.9933537427986829, 0.9727246477710463, 0.9897174478487377, 0.9728376635924105]"
mp-18743,[-1]
mp-18749,[-1]
mp-18762,"[0.994988823408506, 0.9939291444232905, 0.995849444746515, 0.9939203641743339, 0.9449482886335462, 0.9938762198937838, 0.9794893257453519, 0.9948198598793764, 0.9938584890286732, 0.9931928709386835]"
mp-18764,"[0.9879301375665541, 0.91498279074369, 0.9414579584700363, 0.9598598424227606, 0.9679042686937556, 0.98849488472285]"
mp-18769,"[0.9540320387530546, 0.9682124439509984, 0.9552252292062393, 0.9685813965448486]"
mp-18772,"[0.9904437184702146, 0.990119215059356, 0.9913213897606616, 0.9895108179263785, 0.9904667815074902, 0.9944871250512496, 0.8785029496228128]"
mp-18774,"[0.9849332064935399, 0.9496538835573005, 0.9506246643086301, 0.9834549767928202, 0.9297599434025156, 0.9850660930838748, 0.984207134684828, 0.9357748670365348, 0.9886004223002164]"
mp-18775,"[0.9916957447319, 0.9949329722568128, 0.17855071518192067]"
mp-18776,[-1]
mp-18778,"[0.9953815059044373, 0.9480217766925914, 0.986931584785373, 0.9821047119295679, 0.9591783180519938, 0.9860641359034841, 0.9646323426772981]"
mp-18779,"[0.9568181784383655, 0.9945904164558222, 0.9521131375970934, 0.9945485617946805]"
mp-18780,"[0.9524927649031422, 0.9972433101488681, 0.9461523683782384, 0.9949645857430355]"
mp-18783,"[0.9919436275486122, 0.9918550044040136, 0.9908154897757363]"
mp-18786,[-1]
mp-18789,"[0.9983408442184006, 0.9983149817514338, 0.9982890745983892]"
mp-18791,"[0.9613491186639973, 0.9856363553773045, 0.9854690093225037, 0.96153772667769, 0.9855233099960794, 0.9853374914736176]"
mp-18792,"[0.9752731557306541, 0.9751686481198512, 0.9749837257244626, 0.974981847576842]"
mp-18794,"[0.9797971462526018, 0.9923252016723746, 0.9800013072897314]"
mp-18803,"[0.9947660556336001, 0.9947617476761439, 0.9947282334256358, 0.9947188788769474, 0.9946925086750908, 0.9946711611095932]"
mp-18804,"[0.9772639436419301, 0.9804882639076156, 0.9708025504028069, 0.9798209259532141, 0.9739558612391032, 0.9755447798130601]"
mp-18806,[-1]
mp-18814,"[0.9591557125498142, 0.9193988846769702, 0.8503566185647163, 0.7257574487761432, 0.8506488705131721, 0.9126493517947109]"
mp-18816,[-1]
mp-18822,"[0.9859402646492037, 0.9933148673226533, 0.9933363987394374, 0.993804285018187, 0.9943151250831743, 0.9949307735963924, 0.9948747654155294, 0.9932187062748278, 0.9864913254839835, 0.997511632198345, 0.9920400698159807]"
mp-18827,"[0.9828084388128349, 0.967825097453762, 0.9823100243325815, 0.9690570015160034, 0.9843161811159408]"
mp-18831,[-1]
mp-18832,"[0.9969974039920753, 0.9980590019255723, 0.9972128172539535, 0.9629514480777259, 0.998048741053259, 0.9970485743662119, 0.9967515483370487, 0.9470161234532899]"
mp-18834,"[0.9311610081687864, 0.9174077875969002, 0.7762624367965923]"
mp-18837,"[-0.04094447798859544, 0.998016845177657, 0.9959925215223082, 0.9982365254155499, -0.08934993261242552]"
mp-18838,"[0.9985840519520293, 0.9199709996814295, 0.9975861134619859, 0.9982033945319003, 0.9013433390983941, 0.9975690437216004, 0.9093917577793553]"
mp-18840,"[0.9799011016156748, 0.9787560136270955, 0.9797689870773818, 0.9799463105270116, 0.9792101653028626, 0.9800377892919532, 0.9797245026222632, 0.9788075659584422, 0.979887077736526]"
mp-18843,[-1]
mp-18844,"[0.9797325564172816, 0.9871733348646735, 0.9862944786366625, 0.9805562947434636, 0.9825157217814019, 0.9808909445475262]"
mp-18847,"[0.9849616518792833, 0.985191208978634, 0.9847394284820034, 0.9849890891568724, 0.9842851511392502, 0.9851193221025226]"
mp-18849,"[0.8045521240818612, 0.5635506526280811, 0.8366683380653627, 0.37943022024945333]"
mp-18851,"[0.9864429695138783, 0.9671405971376197, 0.9956418752399264, 0.9943752522839429, 0.9645124316528196]"
mp-18852,"[0.9967529918958843, 0.994710380022995, 0.9946855585009831, 0.9946561030986143, 0.9946068403724896, 0.9276464434898151]"
mp-18853,"[0.9942479642223613, 0.9956900003450532, 0.9929846005498899, 0.9929515742123015, 0.9956547721216781]"
mp-18855,"[0.9763019398273161, 0.9764886582906812, 0.9943964849894061, 0.9776969595273262, 0.988174901853842, 0.9771455476044936, 0.9881315985738609]"
mp-18856,"[0.8437171857246974, 0.9594798524766485, 0.9975740179895738, 0.9648215298441444, 0.983450535778196, 0.9970673483075798]"
mp-18864,"[0.9511470532588029, 0.9979291931119066, 0.9517652165855439, 0.9959858079967729]"
mp-18866,"[0.9982661241122228, 0.9932616945862497, 0.9932396822139414]"
mp-18867,"[0.9751227072562607, 0.9742880377223387, 0.9929630589544156, 0.9732042561365636, 0.9744139364703638, 0.9929671694993851]"
mp-18868,"[0.00012031013835000552, 0.9821222171843133, 0.9529323078874149, 0.9879870698685692]"
mp-18869,[-1]
mp-18873,"[0.9972813675762378, 0.9547779399533894, 0.9979259087881718, 0.9496682706402901, 0.996666585421247]"
mp-18875,"[0.847013355016589, 0.4355827637591361, 0.5016229975550194, 0.9262287120261377]"
mp-18876,"[0.36581071464914133, 0.871208721334779, 0.7954957089560091]"
mp-18878,"[0.9881175418746357, 0.5217586207819959, 0.9259106360302441, 0.9603601349922728]"
mp-18879,"[0.9849362530663209, 0.9848759049743815, 0.9848577573921956, 0.9847098954552589, 0.9848093168401361, 0.9845765595474656]"
mp-18883,"[0.9669522291253826, 0.9694689550670408, 0.967847361658834, 0.9689980511913218]"
mp-18884,"[0.9684648288959788, 0.9725407950289078, 0.9605850166411323, 0.9721874267990769, 0.9772577321161731]"
mp-18888,"[0.9895218065533883, 0.9725439548742775, 0.9885010530607043, 0.9725167567811585]"
mp-18890,[-1]
mp-18891,"[0.9856082759186542, 0.9719881615645608, 0.9865321441902646, 0.9717847322399675, 0.9848591886300125]"
mp-18892,"[0.9969855305277034, 0.963340881817918, 0.994561105958119, 0.9651902510278748, 0.9951332545782277, 0.9683713150894716]"
mp-18893,"[0.7928505853468565, -0.007552354247143844, 0.2698269412477682]"
mp-18894,"[0.9918400064595783, 0.9684932221081639, 0.9629505517683532, 0.9868639883787054, 0.9613218683280836]"
mp-18897,"[0.9750904833571666, 0.9687756608606465, 0.9903398747861166, 0.9909546290999243, 0.959359258444752, 0.995166401817895]"
mp-18898,"[0.9518279027859056, 0.9655566819875998, 0.9494567776946133, 0.812875363877201, 0.9501596533394476]"
mp-18900,"[0.9848610982626707, 0.9848478680926935, 0.9846944634021741, 0.9848011273898246, 0.984559111479902, 0.9847070237828821]"
mp-18902,"[0.9949215320822701, 0.9950081794020971, 0.9384393408467594]"
mp-18909,"[0.9952058784380354, 0.9951921078056097, 0.9987475985195607, 0.9951597750084326, 0.995135004068666, 0.9949103625639066]"
mp-18910,"[0.9850902885039661, 0.9817517269020537, 0.9852076800148881, 0.9815293889421051, 0.9971453507753223, 0.979354202737177, 0.9804015541225201]"
mp-18914,"[0.9516131909669918, 0.9972119874407306, 0.9454834432689042, 0.9949826659378228]"
mp-18915,[-1]
mp-18925,[-1]
mp-18926,"[0.9794119077920966, 0.9798918434271399, 0.9806535292843459, 0.9788490093601037]"
mp-18929,"[0.9606124110563584, 0.9877176782818986, 0.9955404738632364, 0.9877079682322049, 0.9951369995531503, 0.9712998192234745]"
mp-18932,"[0.9748223398080428, 0.9701193035678242, 0.988054205272026, 0.971261067628373, 0.9788052220814712]"
mp-18933,"[0.99002733551092, 0.7155028779532644, 0.4096999565732581, 0.9859640770021653, 0.9681210646594218, 0.3497128136345397, 0.8054942408054511, 0.9902742468814829]"
mp-18936,"[0.9929550686462698, 0.9856580479782325, 0.9871222472033246]"
mp-18937,[-1]
mp-18938,"[0.9956974844211013, 0.9527265247892356, 0.9965565601171298, 0.9445306641083177, 0.9972472249937674]"
mp-18939,"[0.9992239822712699, 0.9992171101292348, 0.9992100580312281]"
mp-18940,[-1]
mp-18941,"[0.9860139853113375, 0.9859881286391657, 0.984642936531696]"
mp-18944,"[0.9936228075084188, 0.9501554389398658, 0.9915274801795767, 0.9587713160358019]"
mp-18946,"[0.9759952876744061, 0.975023648799361, 0.9777810837972795, 0.9739788633051829, 0.9729605925055499, 0.9776182318174519]"
mp-18950,"[0.9848274753371138, 0.962703278158974, 0.9991744652790326, 0.9853149146919434]"
mp-18952,[-1]
mp-18953,"[0.9667758275375857, 0.9822242512945887, 0.9633027134188613, 0.9961958396050524]"
mp-18958,"[0.9865414305360324, 0.9443788062606517, 0.9885257274951966, 0.9798031632642213, 0.9922748561056917, 0.9829085358662374, 0.9453017567112539]"
mp-18959,"[0.996716577120716, 0.9753182235823151, 0.9837687595518616, 0.9756251249539549, 0.9810772876798256]"
mp-18961,"[0.9660308405745759, 0.9725536920122596, 0.9672703900578905, 0.9740792554554926]"
mp-18964,"[0.9553608621636567, 0.9968905518850254, 0.9971028987256557, 0.9562234725374609, 0.9968571457844861, 0.99709917301941, 0.9634801377277837]"
mp-18965,"[0.9159532321984354, 0.7544386823086372, 0.7831424982253544, 0.8176158187196744, 0.6087860985502912, 0.8810136883459699]"
mp-18968,[-1]
mp-18973,[-1]
mp-18974,"[0.9795622746966979, 0.9776276148712597, 0.9815456851417488, 0.9837805614056432]"
mp-18975,"[0.9935713261945468, 0.9679646958069182, 0.9688433933470536, 0.9955589200625001, 0.9702883107707935, 0.9698865973920519]"
mp-18979,"[0.9862833106901113, 0.9365398404085694, 0.9859391979460298, 0.9775457339270028, 0.9319065899988646, 0.9853197879995116, 0.9312628422898614]"
mp-18983,"[0.9793397878592363, 0.9773008968901141, 0.9815188480746704, 0.9838923449453276]"
mp-18984,"[0.9962335273885851, 0.997872770623638, 0.9992975022551717, 0.9978113396746908, 0.9961034979547903, 0.9993983722014258]"
mp-18987,"[0.9958450900549022, 0.9939447519572793, 0.9959231268530551, 0.9940776614833507]"
mp-18989,"[0.8195331829600239, 0.8919006402210345, 0.8470817329523963, 0.8993708691151081, 0.9422065143407505]"
mp-18994,"[0.9444961487000055, 0.9987030232304155, 0.9457414631439818, 0.9973277634176679, 0.9976990890997606, 0.9546414755676013]"
mp-18996,"[0.9775167776801994, 0.9758622496295066, 0.9945620254666435, 0.9736435148068614, 0.9713424670139601, 0.976796670883442, 0.9745600007526806]"
mp-18998,"[0.9917981858807889, 0.9532366996618689, 0.9579136630147109, 0.9702747301046301, 0.9528602970541908]"
mp-18999,"[0.9805532843307028, 0.9800456848239623, 0.9799389658818654]"
mp-19001,[-1]
mp-19002,"[0.9834106253914756, 0.9794626773005848, 0.9774060592053726, 0.9809019037838279]"
mp-19005,[-1]
mp-19011,"[0.9986989143849385, 1.0087044180742462, 0.999201269069223, 0.9991908757625015, 0.9991871560990702]"
mp-19015,"[0.9952932599183234, 0.9841969488904693, 0.9838852641224164, 0.9540349073046428]"
mp-19017,[-1]
mp-19024,"[0.9663500239111237, 0.9720157934928378, 0.9704860643888018, 0.9637747493538695]"
mp-19026,"[0.8164857900336191, 0.8793387761141792]"
mp-19027,[-1]
mp-19028,"[0.9411982885857596, 0.9859623998404666, 0.9351114349439682, 0.9944298587550662, 0.939534574283938, 0.9857036491892752, 0.93722410392313, 0.9949781130932982]"
mp-19034,"[0.9894897448460608, 0.9651699754688192, 0.9871953559922597, 0.9876260107753362]"
mp-19037,"[0.9703888307122432, 0.9828480548832024, 0.9647360161630817, 0.9963404350714974, 0.9722083963979136, 0.9809908316749701, 0.9962929836563084]"
mp-19038,[-1]
mp-19042,[-1]
mp-19043,"[0.699429531425601, 0.3582986677123585, 0.0012536701210638394, 0.8344930583789286, 0.921322682926266]"
mp-19044,[-1]
mp-19046,"[0.9498334452888418, 0.996623084001302, 0.9490392730962496, 0.9960330885183255, 0.9963861632641652, 0.9540781247896597]"
mp-19047,"[0.9917677493154227, 0.9932016433966058, 0.9857604251678633, 0.9485390716651549, 0.9857562298989498, 0.991820328821009]"
mp-19048,"[0.8391028858583337, 0.7879448641275184, 0.9840247258651083]"
mp-19049,"[0.9939014039938894, 0.9718764845056327, 0.9826103537875359, 0.9850888821092755, 0.9800989352970456]"
mp-19050,[-1]
mp-19052,"[0.9722431786035589, 0.9992251641646053]"
mp-19054,"[0.99736296707331, 0.9973468225196942]"
mp-19057,"[0.9419034588199632, 0.985340812866605, 0.9362719522856476, 0.9921752102282614]"
mp-19058,[-1]
mp-19061,"[0.9604311687583619, 0.9620131050058957, 0.9826452561796957, 0.9617901450831225, 0.960881950849914, 0.9824448646998285, 0.9649500519859597]"
mp-19063,"[0.9669962961895411, 0.9654535972316691, 0.9643985047149141, 0.967785364676313]"
mp-19065,"[0.9813720953597075, 0.9805993562256535, 0.9812029528985505, 0.9804954776003483, 0.9811245927014196, 0.9805122903449321]"
mp-19067,"[0.997099272722715, 0.9991859449728587, 0.9970589527745007]"
mp-19072,[-1]
mp-19075,"[0.9938779753996162, 0.9674995637700587, 0.9690706413023663, 0.9932356577299002, 0.9938984254556512, 0.9696738347464758, 0.9686976630773968]"
mp-19077,[-1]
mp-19078,"[0.9936117359272495, 0.9746571824686137, 0.993578684895768, 0.9744163425233132, 0.9935966520196449, 0.9736559254378196]"
mp-19080,"[0.9974349444507409, 0.9986315109650848, 0.9975332508283742, 0.9983506042536526]"
mp-19081,"[0.9979079278708399, 0.994355771201387, 0.9991221280409578, 0.9936033541345438, 0.997864293029404]"
mp-19082,"[0.9930346256387068, 0.9988397688856958, 0.993622188240899, 0.9988280969227152, 0.9931353598177419, 0.9988178703011252]"
mp-19083,"[0.806132410579352, 0.7658860824965801, 0.5770498550077372, 0.9686443261801991, 0.9780428551953324]"
mp-19084,"[0.9920654893535159, 0.9648321465243388, 0.9874339614821422, 0.9683331262720275]"
mp-19087,"[0.9794434487168523, 0.08545056383799687]"
mp-19089,"[0.9967623298221687, 0.9967561530032651, 0.9967230842072867, 0.985552187299839]"
mp-19090,"[0.9995696427429445, 0.9895683817627097, 0.9897940525860486]"
mp-19096,"[0.9982640465043017, 0.9948303730308916, 0.9982420237806333, 0.9984471952975095, 0.9982517901423824, 0.9984040637099961]"
mp-19100,"[0.9935056761203751, 0.9731583957903086, 0.98932066132674, 0.974222222622102]"
mp-19103,"[0.9394047985632197, 0.9860623558412012, 0.9309010547556142, 0.9823294126993191, 0.9351683333439105, 0.9825852666112047, 0.948553461473345]"
mp-19109,"[0.9380405882209968, 0.9787422101163024, 0.9449112559852725, 0.9708042651756544, 0.9499435825041864, 0.9761093774215199]"
mp-19110,"[0.9972513831319062, 0.998220154678719]"
mp-19114,"[0.9878142034180384, 0.9722288275397508, 0.9865431263253053, 0.9742264557610115]"
mp-19115,"[0.9788465219141024, 0.9789802625586145, 0.9786868437939359, 0.9793861287611803, 0.9801864949358279]"
mp-19122,"[0.9854435990012577, 0.9957543362394199, 0.9847612384251611, 0.9881512820606608, 0.9955534318594781, 0.988364366764671]"
mp-19123,"[0.9654067459772024, 0.9936622796025664, 0.9590476809532804, 0.9935554044887666, 0.9635107526684733]"
mp-19124,"[0.977405424822415, 0.9764519394354486, 0.9930226413763167, 0.9757477561856149, 0.9761420042626627]"
mp-19125,"[0.9903921402130315, 0.991298578201401, 0.9894458677461112, 0.99447270175434, 0.990544243192796, 0.9898055234687861]"
mp-19134,[-1]
mp-19135,"[0.998442258080845, 0.9984332811895665, 0.9958682481677141, 0.9958668118065143, 0.9984203299101656, 0.9984292168692818, 0.9955771665839502, 0.9955251468571975]"
mp-19136,"[0.9856792343465524, 0.9854777459364685, 0.9927902284525234]"
mp-19139,"[0.967190994343338, 0.9959602181442349, 0.9960914566988992]"
mp-19141,"[0.9680640857504007, 0.9972800122123979, 0.973794493527562, 0.9737535029086551, 0.9972234202987947, 0.9672145596268961, 0.9971271331189822, 0.9738769187853441]"
mp-19143,[-1]
mp-19144,[-1]
mp-19145,"[0.981990742368874, 0.9781089745566148, 0.9779389078281553, 0.9782562886604533]"
mp-19148,"[0.9862421798824774, 0.991552738670061, 0.985271454121714, 0.969218501549746]"
mp-19151,"[0.9743795679425018, 0.9769827254055485, 0.9812349403973302, 0.9713786880115428, 0.9806743257250242]"
mp-19153,"[0.9363139400663019, 0.9920931343187922, 0.9805620805921564, 0.9739657102182452, 0.9748690610045675, 0.9794345870830018, 0.9844647100840038]"
mp-19154,"[0.9765490306241351, 0.9795314050024978, 0.9765791237785896, 0.9789171959648488]"
mp-19155,"[0.9677220597504237, 0.9936255174279901, 0.9686052945166708, 0.994501347105365, 0.9968791804620825, 0.9515344345764942, 0.9951185958799517]"
mp-19158,[-1]
mp-19163,"[0.9900154317922174, 0.9921390505705318, 0.9579992426740148]"
mp-19165,[-1]
mp-19174,"[0.7114072883720026, 0.9414210857446317, 0.43573878538154753, 0.8710605585158236, 0.4515092757659452, 0.8076248040580729]"
mp-19176,"[0.9907437908293564, 0.9908688188967665, 0.9926828633029416]"
mp-19179,"[0.9983832623246054, 0.9935657277649583, 0.9935401969419612]"
mp-19180,"[0.9952073562739704, 0.997362266966499]"
mp-19187,"[0.9960323540921143, 0.9977067312957877, 0.9991598727628695, 0.9994378777444874, 0.9958677065913012, 0.997511294843727]"
mp-19188,"[0.500116173089082, 0.9150228405105996, 0.9327349449759829, 0.9666555778410308, 0.9798736213965302, 0.9777491869158411]"
mp-19192,[-1]
mp-19194,"[0.998357877446324, 0.9947384623221387, 0.9990022766799415, 0.9972383106077232]"
mp-19197,"[0.9933561115009166, 0.9573606289215627, 0.9933242691551268]"
mp-19200,"[0.9356388022436533, 0.9441288178926852, 0.9318373843293406, 0.947098253691957, 0.9277428751426517, 0.9500006066624599]"
mp-19201,"[0.9795316842780247, 0.980091329127019, 0.978409890914449, 0.9797322224901402]"
mp-19202,[-1]
mp-19205,"[0.9673579633811611, 0.9701513145261322, 0.971803635867158, 0.9677135322072352]"
mp-19208,"[0.996727056683647, 0.9963940931277515, 0.9964509019439207]"
mp-19209,"[0.9797132221777933, 0.9665562751133381, 0.9903126238855346, 0.9625988234866937, 0.9845334393892434]"
mp-19211,"[0.994713277569466, 0.9457104372467332, 0.9441452877878056, 0.9887735810467778, 0.9300576465742149, 0.9818483664743474, 0.9398110385952948]"
mp-19212,"[0.9503611288759254, 0.9978810962631058, 0.9453146452450188, 0.9960325088462282]"
mp-19214,"[0.9865765189900563, 0.9579185690399947]"
mp-19219,"[0.9631050738824982, 0.9933948588270193, 0.9664191345021681, 0.9934443214069659]"
mp-19220,[-1]
mp-19224,[-1]
mp-19226,[-1]
mp-19230,"[0.9542860230540378, 0.9968823919827849, 0.9527908501606085, 0.9967066867092855, 0.962341641929423]"
mp-19232,"[0.9938668504802531, 0.9835262858954289, 0.9771460060529686, 0.9857908165472978, 0.7392882914846, 0.9847958561398656]"
mp-19234,"[0.9976014983193962, 0.9937428314929909, 0.9584687455932223, 0.9936982266965203, 0.969997724910766, 0.9715494298066798, 0.9688699815094698, 0.9718017102749715, 0.9675963729872944, 0.9686549133263449]"
mp-19235,"[0.9764642917829147, 0.9782079695614098, 0.9769657157241335, 0.9768540683512531, 0.9777731020814026]"
mp-19239,[-1]
mp-19242,"[0.9814348434238624, 0.9789201520884229, 0.9807667933936302, 0.9825057294211818]"
mp-19251,"[0.9550090232570135, 0.9933256906979328, 0.9573239106478011, 0.9933200377477661]"
mp-19252,"[0.9975491968633085, 0.8530114445168153]"
mp-19254,[-1]
mp-19255,"[0.9024941381610859, 0.9911195093617591, 0.9017816076945206, 0.9303260479651897, 0.9001608745047016, 0.5112552448848773, 0.8911162513104717, 0.7851215405356375]"
mp-19256,[-1]
mp-19260,"[0.18311561036854657, 0.9292210750553697, 0.8615224463503663, 0.8847770025538934]"
mp-19261,"[0.9910629816693542, 0.9403551749049563, 0.990522331080921, 0.9383053662244126, 0.9947850030983203, 0.8692729730978599]"
mp-19262,"[0.9844629318705718, 0.9846415440951358, 0.9843824102402363, 0.9846593876569337, 0.9841601719702492, 0.9847242685115045]"
mp-19264,"[0.9982873692512696, 0.9865769459026492, 0.9849532587470741, 0.984645344163425, 0.9820199805143522, 0.9850256033052901, 0.9858775525552382]"
mp-19265,"[0.9800506494292813, 0.9779851571607648, 0.9813509650719653, 0.9832759128528101]"
mp-19267,"[0.9943099146786045, 0.9665876016436374, 0.9782385883494985, 0.9942783672742052, 0.9796192612755257]"
