Index,MP ID,Chemical Formula,Anonymous Formula,FB Sublattice,N FBs,Sites per Unit Cell,Sites in FB Sublattice,d_NN,"d_NN,max",d_NNN,"NN,max/NN","NNN/NN,max",NNN/NN,N Elements,Spacegroup,Spacegroup Number,E per Atom,Bandgap,ICSD Reference,FB Lattice Dimensionality,FB Lattice IDs,Systre Key,Systre Spacegroup,RCSR Name,Flat with decay,Flat with no decay,FB Lattice with chi=1.02 and no decay,FB Lattice with chi=1.05 and no decay,FB Lattice with chi=1.1 and no decay,FB Lattice with chi=1.2 and no decay,FB Lattice with chi=1.4 and no decay,FB Lattice with chi=1.02 and decay,FB Lattice with chi=1.05 and decay,FB Lattice with chi=1.1 and decay,FB Lattice with chi=1.2 and decay,FB Lattice with chi=1.4 and decay
12,mp-1219079,SmCo2Cu3,AB2C3,Cu,1,6,3,2.4734,2.4734,4.11776,1,1.66481765990135,1.66481765990135,3,['P6/mmm'],191,-0.0321120825000006,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
20,mp-14336,Cs2Ni3Se4,A2B3C4,Ni,1,9,3,3.08917,3.12526,5.32961,1.01168274973537,1.70533331626809,1.72525629861743,3,['Fmmm'],69,-0.860374901693007,0.6889,33891,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
22,mp-1247063,DyMg2Ti3S8,AB2C3D8,Ti,1,14,3,3.68447,3.68739,6.38262,1.00079251561283,1.73093163457079,1.73230342491593,4,['R-3m'],166,-1.72949696178572,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
25,mp-2295,CaNi2,AB2,Ni,2,6,4,2.53695,2.53695,4.39413,1,1.73205226748655,1.73205226748655,2,['Fd-3m'],227,-0.189147308333334,0,619440,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
26,mp-1247039,Mg2TiNi3S8,AB2C3D8,Ni,1,14,3,3.57355,3.57775,6.10476,1.00117530187069,1.70631262665083,1.70831805907291,4,['R-3m'],166,-0.974089522023809,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32,mp-1207723,Y(GaCo)6,AB6C6,Co,2,13,6,2.50083,2.51899,3.91573,1.0072615891524,1.55448413848408,1.56577216364167,3,['Immm'],71,-0.331651193205128,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
39,mp-1217158,U2(PdAu)5,A2B5C5,Au,1,12,5,2.68997,2.74218,4.67279,1.01940913839188,1.70404203954518,1.73711602731629,3,['Cm'],8,-0.265659071666667,0,-1,[1],['LI-18'],['NN_COLLISION'],['None'],['None'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
49,mp-18847,V2CdO4,AB2C4,V,2,14,4,3.12893,3.13709,5.41894,1.00260792027946,1.72737792030194,1.73188278421058,3,['Fd-3m'],227,-2.24044642857143,0,28961,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
51,mp-754232,Li4Co3WO8,AB3C4D8,Co,1,16,3,3.02916,3.02916,5.19019,1,1.713408997874,1.713408997874,4,['R-3m'],166,-1.90258571864583,1.9312,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
78,mp-772177,Li2Fe3CuO8,AB2C3D8,Fe,1,14,3,2.97973,2.97973,5.12547,1,1.72011222493313,1.72011222493313,4,['R-3m'],166,-1.53386807190476,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
91,mp-1232267,PmS2,AB2,S,2,6,4,2.78677,2.79027,4.82711,1.00125593428952,1.72997953603056,1.73215227665003,2,['Fd-3m'],227,-0.518821819583333,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
100,mp-1025116,TmCu4Ag,ABC4,Cu,2,6,4,2.49274,2.52094,4.342,1.01131285252373,1.72237340039826,1.74185835666776,3,['F-43m'],216,-0.246427045555556,0,605053,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
112,mp-19394,LiV2O4,AB2C4,V,2,14,4,2.96263,2.96263,5.13143,1,1.73205226437321,1.73205226437321,3,['Fd-3m'],227,-2.48171631833333,0,56720,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
124,mp-15779,Mg2SiNi3,AB2C3,Ni,1,6,3,2.50104,2.50104,3.94355,1,1.57676406614848,1.57676406614848,3,['R-3m'],166,-0.46942178,0,44926,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
130,mp-1226672,CeUFe4,ABC4,Fe,2,6,4,2.46909,2.47469,4.28144,1.00226804207218,1.73009144579725,1.73401536598504,3,['F-43m'],216,-0.0499078108333322,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
144,mp-1225989,DyMn4(CrGe3)2,AB2C4D6,Mn,1,13,4,2.56404,2.57959,4.09653,1.00606464797741,1.58805469086173,1.59768568353068,4,['Cmm2'],35,-0.26970523397878,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
167,mp-22130,Ti(FeGe)6,AB6C6,Fe,2,13,6,2.51258,2.51258,3.99955,1,1.59181001201952,1.59181001201952,3,['P6/mmm'],191,-0.208288063333333,0,632143,"[2, 2]","['SK-1', 'SK-1']","['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0', '2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0']","['p6mm', 'p6mm']","['kgm', 'kgm']",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
173,mvc-16777,Li(CrS2)2,AB2C4,Cr,2,14,4,3.46871,3.51047,6.01836,1.01203905774769,1.71440291470943,1.73504271040243,3,['Imma'],74,-1.06804315297619,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
177,mp-15157,Cs2CaF4,AB2C4,F,1,7,4,3.22617,3.22793,4.38331,1.00054553851781,1.35793217325035,1.35867297755543,3,['I4/mmm'],139,-3.47748630940887,6.0987,82616,[2],['LI-6'],['NN_COLLISION'],['None'],['None'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
178,mp-1226635,CeEuAl4,ABC4,Al,2,6,4,2.81689,2.82724,4.88796,1.00367426488077,1.72888046292497,1.73523282769295,3,['F-43m'],216,-0.423491881666666,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
182,mvc-11251,Ti2ZnS4,AB2C4,Ti,2,14,4,3.59142,3.59142,6.22052,1,1.73205027537854,1.73205027537854,3,['Fd-3m'],227,-1.47447148702381,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
190,mp-1226764,CeAlRu,ABC,Ru,1,12,4,2.79384,2.84088,4.45902,1.01683704149128,1.56959111261299,1.5960183833004,3,['Amm2'],38,-0.484886938333333,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
212,mp-1084785,KAlO2,ABC2,O,2,8,4,2.84936,2.84936,4.93523,1,1.73204860038746,1.73204860038746,3,['Fd-3m'],227,-2.84877088825,2.9474,262975,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
232,mp-1072097,GdInPt4,ABC4,Pt,2,6,4,2.70552,2.72542,4.70335,1.00735533280109,1.72573401530773,1.73842736331648,3,['F-43m'],216,-0.800746583333333,0,635842,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
239,mp-768600,Al(NiO2)2,AB2C4,Ni,2,14,4,2.90186,2.90186,5.02616,1,1.7320477211168,1.7320477211168,3,['Fd-3m'],227,-1.91167016214286,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
284,mp-1246563,LuMg2Cr3S8,AB2C3D8,Cr,1,14,3,3.67294,3.67311,6.36168,1.00004628444788,1.73196011009744,1.73204027291489,4,['R-3m'],166,-1.41409067035714,0.9055,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
289,mp-1223059,La3ScAl8,AB3C8,La,1,12,3,3.46963,3.52852,5.65501,1.01697299135643,1.60265777153027,1.62985966803377,3,['R3m'],160,-0.469839414166667,0,-1,[2],['SK-7'],['2 1 2 0 0 1 2 0 1 1 2 1 0 2 3 0 0'],['p3m1'],['None'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
300,mp-1216617,Tl2GaCu3Se4,AB2C3D4,Cu,1,10,3,2.82624,2.83554,4.00349,1.00329059103261,1.41189685209872,1.4165428272192,4,['C222'],21,-0.502176668354166,0.2924,-1,[2],['SK-4'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0'],['p4mm'],['None'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
304,mp-22421,Fe2GeO4,AB2C4,Fe,2,14,4,3.01118,3.01284,5.21623,1.00055127890063,1.73133322712125,1.73228767459933,3,['Fd-3m'],227,-1.83133393642857,1.7209,93973,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
321,mp-3006,P2Pd3S8,A2B3C8,Pd,1,13,3,3.62353,3.62353,6.27613,1,1.73204858245965,1.73204858245965,3,['P-3m1'],164,-0.635881821666666,1.6807,35361,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
326,mp-1216747,Tl2Co3NiSe4,AB2C3D4,Co,1,10,3,2.72434,2.72584,3.85386,1.00055059207001,1.41382472925777,1.41460316994208,4,['C222'],21,-0.422310294104167,0,-1,[2],['SK-4'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0'],['p4mm'],['None'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
343,mp-1219072,SmErFe4,ABC4,Fe,2,6,4,2.58462,2.58937,4.4808,1.00183779433727,1.73045953262763,1.73363976135757,3,['F-43m'],216,-0.0437369608333332,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
387,mp-754491,Fe2HgO4,AB2C4,Fe,2,14,4,3.14553,3.15817,5.45199,1.00401840071467,1.72631302304816,1.73325004053371,3,['Fd-3m'],227,-1.36354825928571,1.1584,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
390,mvc-16776,Li(VS2)2,AB2C4,V,2,14,4,3.44739,3.50706,5.97185,1.01730874661701,1.70280805004762,1.73228152312329,3,['Imma'],74,-1.22013486511905,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
409,mp-754956,Li3Ni4SbO8,AB3C4D8,Li,1,16,3,2.99933,3.02678,5.1362,1.00915204395648,1.69691883784087,1.71244911363538,4,['C2/m'],12,-1.6953526325,1.6713,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
427,mp-1102168,VCo2Ni,ABC2,Ni,1,12,3,2.50637,2.50637,4.34116,1,1.73205073472791,1.73205073472791,3,['R-3m'],166,-0.198977875833334,0,624540,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
435,mp-1282693,Fe(NiO2)2,AB2C4,Ni,2,14,4,2.94251,2.96619,5.09661,1.00804755124027,1.71823450284709,1.73206208305155,3,['R-3m'],166,-1.29477922071429,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
436,mp-1215662,Zr2CrFe3,AB2C3,Fe,2,12,6,2.47366,2.50889,4.28846,1.01424205428394,1.70930570889915,1.73364973359314,3,['P6_3/mmc'],194,-0.1811877225,0,-1,"[2, 2]","['SK-1', 'SK-1']","['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0', '2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0']","['p6mm', 'p6mm']","['kgm', 'kgm']",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
437,mp-1024957,TmInCu4,ABC4,Cu,2,6,4,2.54187,2.54456,4.40498,1.00105827599366,1.73113622787437,1.73296824778608,3,['F-43m'],216,-0.285202644444444,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
442,mp-1246861,Mg2Ti3VS8,AB2C3D8,Ti,1,14,3,3.64842,3.64914,6.31905,1.00019734570033,1.73165458162745,1.73199631621359,4,['R-3m'],166,-1.54079499321429,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
453,mp-755034,Li3Fe4WO8,AB3C4D8,Li,1,16,3,3.03589,3.08134,5.2318,1.01497089815507,1.69789766789773,1.72331672096156,4,['C2/m'],12,-1.811095835625,1.146,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
464,mp-1222683,LaYAl4,ABC4,Al,2,6,4,2.83616,2.83665,4.9128,1.00017276881417,1.73190206757972,1.73220128624619,3,['F-43m'],216,-0.493545565277778,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
474,mp-1226495,CeYMg4,ABC4,Mg,2,6,4,3.01448,3.01527,5.22192,1.00026206841644,1.73182501069556,1.73227886733367,3,['F-43m'],216,-0.0355058369444444,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
500,mp-1216812,U2CuSi3,AB2C3,Si,1,6,3,2.32658,2.34247,3.90484,1.00682976729792,1.66697545752987,1.67836051199615,3,['Imm2'],44,-0.235602735,0,-1,[1],['SK-2'],['1 1 2 0 1 2 1 2 3 0'],['opm'],['None'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
507,mp-19456,AlV2O4,AB2C4,V,2,14,4,2.95435,2.9959,5.09365,1.01406400731125,1.70020694949765,1.72411867246603,3,['Fd-3m'],227,-2.71178893642857,0,60413,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
513,mp-6922,SiO2,AB2,O,3,9,6,2.62027,2.6725,3.68415,1.01993306033348,1.37854069223573,1.40601922702622,2,['P6_222'],180,-3.25449578333333,5.5369,89291,[3],['SK-143'],['3 1 2 0 0 0 1 3 0 0 0 1 4 0 0 0 1 4 1 0 0 1 5 0 0 0 1 6 0 0 0 2 3 0 0 0 2 3 0 0 1 2 4 0 0 0 2 5 -1 1 -1 2 6 0 1 0 3 4 0 0 0 3 5 -1 1 -2 3 6 0 1 -1 4 5 -1 0 0 4 6 -1 0 0 5 6 0 0 0 5 6 1 0 1'],['P6222'],['qtz-e'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
527,mp-1215680,ZnCr4CdS8,ABC4D8,Cr,2,14,4,3.60286,3.60821,6.24497,1.0014849314156,1.73076677909545,1.7333368490588,4,['F-43m'],216,-1.01149585535714,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
535,mp-1177904,Li3(CoO2)4,A3B4C8,Li,1,15,3,2.88449,2.88449,3.97449,1,1.37788309198507,1.37788309198507,3,['C2/m'],12,-1.52294591133333,0,-1,[2],['SK-4'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0'],['p4mm'],['None'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
567,mp-753013,Co3TeO8,AB3C8,Co,1,12,3,2.97245,2.97245,5.14567,1,1.73112079261216,1.73112079261216,3,['R-3m'],166,-1.21338301041667,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
579,mp-555235,SiO2,AB2,O,4,12,8,2.62444,2.6668,3.74554,1.0161405861822,1.40450727463627,1.42717684534606,2,['Cc'],9,-3.263827685,5.5109,81381,[3],['SK-119'],['3 1 2 0 0 0 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 1 5 0 0 0 2 3 0 0 0 2 4 0 0 0 2 6 0 0 0 2 7 0 0 0 2 8 0 0 0 3 4 0 0 0 3 4 1 -1 0 3 5 0 -1 0 4 5 -1 0 0 5 6 0 1 1 5 7 1 0 1 5 8 0 0 1 6 7 0 0 0 6 7 1 -1 0 6 8 0 -1 0 6 8 0 0 0 7 8 -1 0 0 7 8 0 0 0'],['P63/mmc'],['lon-e'],FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
