Index,MP ID,Chemical Formula,Anonymous Formula,FB Sublattice,N FBs,Sites per Unit Cell,Sites in FB Sublattice,d_NN,"d_NN,max",d_NNN,"NN,max/NN","NNN/NN,max",NNN/NN,N Elements,Spacegroup,Spacegroup Number,E per Atom,Bandgap,ICSD Reference,FB Lattice Dimensionality,FB Lattice IDs,Systre Key,Systre Spacegroup,RCSR Name,Flat with decay,Flat with no decay,FB Lattice with chi=1.02 and no decay,FB Lattice with chi=1.05 and no decay,FB Lattice with chi=1.1 and no decay,FB Lattice with chi=1.2 and no decay,FB Lattice with chi=1.4 and no decay,FB Lattice with chi=1.02 and decay,FB Lattice with chi=1.05 and decay,FB Lattice with chi=1.1 and decay,FB Lattice with chi=1.2 and decay,FB Lattice with chi=1.4 and decay
34032,mp-1217715,Tb2Ga5Cu3,A2B3C5,Ga,3,10,5,2.44661,2.51568,3.85009,1.02823089908077,1.53043709851809,1.57364271379582,3,['P-4m2'],115,-0.447299161749999,0,-1,[2],['SK-118'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 4 0 0 3 5 0 0'],['p4mm'],['None'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34039,mp-753978,Li2FeNi3O8,AB2C3D8,Ni,1,14,3,2.86102,2.9252,4.99275,1.02243255901741,1.70680637221387,1.74509440688985,4,['C2/m'],12,-1.28333009476191,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34044,mp-1210554,MoSI,ABC,S,2,12,4,3.6735,3.75095,6.42988,1.02108343541582,1.71420040256468,1.75034163604192,3,['F-43m'],216,-0.900308293541668,0.9236,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34045,mp-1210554,MoSI,ABC,I,2,12,4,3.66798,3.75647,6.42992,1.02412499522898,1.71169209390731,1.75298665750631,3,['F-43m'],216,-0.900308293541668,0.9236,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34080,mp-1220507,NdGa7Fe5,AB5C7,Fe,1,13,5,2.50771,2.56994,4.35333,1.02481546909332,1.69394227102578,1.73597824309829,3,['Imm2'],44,-0.278340907884615,0,-1,[1],['LI-18'],['NN_COLLISION'],['None'],['None'],FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34126,mp-1224401,HfTiFe4,ABC4,Fe,2,12,8,2.40008,2.47817,3.95337,1.03253641545282,1.59527796720968,1.64718259391354,3,['P-3m1'],164,-0.302589782222222,0,-1,[3],['SK-17'],['3 1 2 0 0 0 1 2 0 1 0 1 3 0 0 0 1 3 1 0 0 1 4 0 0 0 1 5 0 0 0 2 3 0 -1 0 2 3 1 0 0 2 4 0 -1 0 2 5 0 -1 0 3 4 0 0 0 3 5 0 0 0 4 6 0 0 0 4 7 0 0 0 4 8 0 0 0 5 6 0 0 1 5 7 0 0 1 5 8 0 0 1 6 7 0 -1 0 6 7 0 0 0 6 8 -1 -1 0 6 8 0 0 0 7 8 -1 0 0 7 8 0 0 0'],['P63/mmc'],['znz'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34221,mp-1222931,LaFeNi4,ABC4,Ni,1,6,4,2.45686,2.52324,3.96339,1.02701822651677,1.57075426832168,1.61319326294539,3,['P-6m2'],187,-0.200491365833333,0,-1,[3],['SK-56'],['3 1 2 0 0 0 1 2 1 0 0 1 3 0 0 0 1 3 1 0 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 0 2 3 0 0 1 2 4 0 0 0 2 4 0 1 0 3 4 0 0 0 3 4 0 1 -1'],['P-6m2'],['hms-e'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34228,mp-12657,HfAl2,AB2,Al,2,12,8,2.56261,2.6855,4.36358,1.04795501461401,1.62486687767641,1.7027873925412,2,['P6_3/mmc'],194,-0.441319310833332,0,109245,[3],['SK-17'],['3 1 2 0 0 0 1 2 0 1 0 1 3 0 0 0 1 3 1 0 0 1 4 0 0 0 1 5 0 0 0 2 3 0 -1 0 2 3 1 0 0 2 4 0 -1 0 2 5 0 -1 0 3 4 0 0 0 3 5 0 0 0 4 6 0 0 0 4 7 0 0 0 4 8 0 0 0 5 6 0 0 1 5 7 0 0 1 5 8 0 0 1 6 7 0 -1 0 6 7 0 0 0 6 8 -1 -1 0 6 8 0 0 0 7 8 -1 0 0 7 8 0 0 0'],['P63/mmc'],['znz'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34246,mp-1104956,Ta6Fe7,A6B7,Fe,3,13,7,2.40506,2.45728,4.1703,1.02171255602771,1.69712039328037,1.73396921490524,2,['R-3m'],166,-0.193629540769232,0,633791,[2],['SK-18'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 1 4 0 0 2 3 0 -1 2 3 1 0 2 4 0 -1 3 4 0 0 4 5 0 0 4 6 0 0 4 7 0 0 5 6 0 -1 5 6 0 0 5 7 -1 -1 5 7 0 0 6 7 -1 0 6 7 0 0'],['p6mm'],['None'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34260,mp-752536,Mn5O8,A5B8,Mn,1,13,5,2.99799,3.09385,4.30811,1.03197475642014,1.39247539473472,1.43699945630239,2,['R-3m'],166,-1.88615817689655,0,-1,[3],['SK-188'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 2 5 -1 1 0 2 5 0 0 0 3 4 0 0 0 3 4 1 -1 0 3 5 -1 0 0 3 5 0 0 1 4 5 -1 0 0 4 5 -1 1 1'],['R-3m'],['None'],FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34261,mp-1103888,YbB12,AB12,B,1,13,12,1.73653,1.78361,2.52241,1.02711153852798,1.4142161122667,1.45255768688131,2,['Fm-3m'],225,-0.165143557692308,0.122100000000001,615734,[3],['SK-78'],['3 1 2 0 0 0 1 3 0 0 0 1 4 0 0 0 1 5 0 0 0 1 6 0 0 0 2 3 0 0 0 2 7 0 0 0 2 8 0 0 0 2 9 0 0 0 3 10 0 0 0 3 11 0 0 0 3 12 0 0 0 4 7 0 0 1 4 8 1 0 0 4 10 0 1 0 4 11 1 0 0 5 6 0 0 0 5 9 0 0 0 5 10 -1 1 0 5 11 0 1 0 6 7 -1 0 1 6 8 0 0 1 6 12 0 0 0 7 10 0 1 -1 7 12 1 0 -1 8 9 0 0 0 8 11 0 0 0 9 10 -1 1 0 9 12 0 1 -1 11 12 0 0 0'],['Fm-3m'],['ubt'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34288,mp-1215315,ZrMnNi,ABC,Ni,1,12,4,2.43076,2.51949,4.24551,1.0365029867202,1.68506721598419,1.74657720219191,3,['Amm2'],38,-0.279755664310346,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34289,mp-1215315,ZrMnNi,ABC,Mn,2,12,4,2.40566,2.46064,3.93804,1.02285443495756,1.60041290070876,1.63698943325324,3,['Amm2'],38,-0.279755664310346,0,-1,[1],['LI-12'],['NN_COLLISION'],['None'],['None'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34298,mp-1225807,DyTiFe5Co6,ABC5D6,Fe,1,13,5,2.33433,2.42991,4.10465,1.04094536762155,1.68921894226535,1.75838463284968,4,['Imm2'],44,-0.132095241794872,0,-1,[1],['LI-18'],['NN_COLLISION'],['None'],['None'],FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34350,mp-1227359,Be4AlCr,ABC4,Be,2,12,8,2.11121,2.20781,3.50074,1.04575575144112,1.58561651591396,1.65816759109705,3,['P-3m1'],164,-0.119683579166666,0,-1,[3],['SK-17'],['3 1 2 0 0 0 1 2 0 1 0 1 3 0 0 0 1 3 1 0 0 1 4 0 0 0 1 5 0 0 0 2 3 0 -1 0 2 3 1 0 0 2 4 0 -1 0 2 5 0 -1 0 3 4 0 0 0 3 5 0 0 0 4 6 0 0 0 4 7 0 0 0 4 8 0 0 0 5 6 0 0 1 5 7 0 0 1 5 8 0 0 1 6 7 0 -1 0 6 7 0 0 0 6 8 -1 -1 0 6 8 0 0 0 7 8 -1 0 0 7 8 0 0 0'],['P63/mmc'],['znz'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34365,mp-16336,Zr2Fe3Si,AB2C3,Fe,2,12,6,2.45137,2.54081,4.29209,1.03648572022991,1.68926051141172,1.75089439782652,3,['P6_3/mmc'],194,-0.521069921666667,0,53558,"[2, 2]","['SK-1', 'SK-1']","['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0', '2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0']","['p6mm', 'p6mm']","['kgm', 'kgm']",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34388,mp-756236,Li3Co2(GeO4)2,A2B2C3D8,Li,1,15,3,3.12575,3.21326,4.41907,1.0279964808446,1.37526063872827,1.41376309685675,4,['P1'],1,-1.94782399266667,0,-1,[2],['SK-4'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0'],['p4mm'],['None'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34398,mp-1222530,LiFe2Rh3O8,AB2C3D8,Rh,1,14,3,3.02747,3.11095,5.14694,1.02757417910004,1.65445924878253,1.70007960442217,4,['R3m'],160,-1.43681722023809,0.8435,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34400,mp-1102302,CeOs2,AB2,Os,2,12,8,2.61622,2.74074,4.47377,1.04759538570915,1.63232192765458,1.7100129194028,2,['P6_3/mmc'],194,-0.247723151666667,0,621728,[3],['SK-17'],['3 1 2 0 0 0 1 2 0 1 0 1 3 0 0 0 1 3 1 0 0 1 4 0 0 0 1 5 0 0 0 2 3 0 -1 0 2 3 1 0 0 2 4 0 -1 0 2 5 0 -1 0 3 4 0 0 0 3 5 0 0 0 4 6 0 0 0 4 7 0 0 0 4 8 0 0 0 5 6 0 0 1 5 7 0 0 1 5 8 0 0 1 6 7 0 -1 0 6 7 0 0 0 6 8 -1 -1 0 6 8 0 0 0 7 8 -1 0 0 7 8 0 0 0'],['P63/mmc'],['znz'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34414,mp-757987,Li3Mn3NiO8,AB3C3D8,Li,1,15,3,2.88755,2.97871,5.0529,1.03157001610362,1.69633834780828,1.74989177676577,4,['P-1'],2,-1.97177876025287,0.3934,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34415,mp-757987,Li3Mn3NiO8,AB3C3D8,Mn,1,15,3,2.88755,2.97871,5.0529,1.03157001610362,1.69633834780828,1.74989177676577,4,['P-1'],2,-1.97177876025287,0.3934,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34440,mp-19433,LiScMo3O8,ABC3D8,Mo,1,13,3,3.04273,3.14637,4.8124,1.03406151712443,1.52950860833278,1.58160599198746,4,['P3m1'],156,-2.29870357448718,1.2329,28525,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34511,mp-1224679,GdAlCu4,ABC4,Cu,1,6,4,2.51534,2.60583,4.05317,1.03597525583023,1.55542379971065,1.61138056882966,3,['P-6m2'],187,-0.244500165,0,-1,[3],['SK-56'],['3 1 2 0 0 0 1 2 1 0 0 1 3 0 0 0 1 3 1 0 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 0 2 3 0 0 1 2 4 0 0 0 2 4 0 1 0 3 4 0 0 0 3 4 0 1 -1'],['P-6m2'],['hms-e'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34519,mp-20703,Dy3Co6Sn5,A3B5C6,Co,2,14,6,2.55102,2.65014,3.7592,1.03885504621681,1.41849109858347,1.47360663577706,3,['Immm'],71,-0.343357344642857,0,152094,"[1, 1]","['LI-3', 'LI-3']","['NN_COLLISION', 'NN_COLLISION']","['None', 'None']","['None', 'None']",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34550,mp-1226673,CeZnNi4,ABC4,Ni,1,6,4,2.42213,2.53683,3.91689,1.0473550139753,1.54400964983858,1.61712624838469,3,['P-6m2'],187,-0.336467325833334,0,-1,[3],['SK-56'],['3 1 2 0 0 0 1 2 1 0 0 1 3 0 0 0 1 3 1 0 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 0 2 3 0 0 1 2 4 0 0 0 2 4 0 1 0 3 4 0 0 0 3 4 0 1 -1'],['P-6m2'],['hms-e'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34594,mp-27608,Be4TeO7,AB4C7,Be,2,12,4,2.65837,2.75327,4.68686,1.0356985671671,1.70228855143157,1.76305781362263,3,['F-43m'],216,-2.57246184791667,1.4809,1322,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34616,mp-755696,Li2Co3NiO8,AB2C3D8,Co,1,14,3,2.85925,2.92733,4.93869,1.02381043980065,1.68709711580177,1.72726764011542,4,['C2/m'],12,-1.33484451226191,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34627,mp-1217637,Tb4Si7,A4B7,Si,1,11,7,2.30926,2.40593,3.56179,1.04186189515256,1.48042129239005,1.5423945333137,2,['Pm'],6,-0.548955800909091,0,-1,[2],['SK-1041'],['2 1 2 0 0 1 2 1 0 2 3 0 0 3 4 0 0 3 4 0 1 4 5 0 0 5 6 0 0 5 6 1 0 6 7 0 0'],['p2mm'],['None'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34767,mp-1220136,NdV2(FeCo)5,AB2C5D5,Fe,1,13,5,2.33629,2.43031,4.10227,1.04024329171464,1.68796161806519,1.7558907498641,4,['Imm2'],44,-0.047063109615385,0,-1,[1],['LI-18'],['NN_COLLISION'],['None'],['None'],FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34805,mp-1225382,DyAlNi,ABC,Al,2,12,4,2.63421,2.73119,4.03336,1.03681559177135,1.47677752188606,1.53114596026892,3,['Amm2'],38,-0.514362214166667,0,-1,[1],['LI-12'],['NN_COLLISION'],['None'],['None'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34806,mp-1225382,DyAlNi,ABC,Ni,1,12,4,2.64427,2.70387,4.50795,1.02253930196236,1.66722142706565,1.70479943424839,3,['Amm2'],38,-0.514362214166667,0,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34829,mp-1215324,ZrVCo,ABC,Co,2,12,4,2.51787,2.62998,4.1653,1.04452573008138,1.58377630248139,1.65429509863496,3,['Amm2'],38,-0.220081340833334,0,-1,[1],['LI-12'],['NN_COLLISION'],['None'],['None'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34858,mp-1222210,Mg(CoO2)4,AB4C8,Co,2,13,4,2.86959,2.95093,5.04088,1.0283455127736,1.70823435323779,1.7566551319178,3,['F-43m'],216,-1.41049455538462,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34914,mp-1222642,Li2Ti3ZnO8,AB2C3D8,Ti,1,14,3,2.93975,3.04389,5.15974,1.03542478101879,1.69511381817346,1.75516285398418,4,['R3m'],160,-3.01949076904762,2.3639,-1,[2],['SK-1'],['2 1 2 0 0 1 2 0 1 1 3 0 0 1 3 1 0 2 3 0 -1 2 3 1 0'],['p6mm'],['kgm'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34933,mp-1217697,Tb2Si3Ge,AB2C3,Si,1,6,3,2.35027,2.40258,3.96827,1.02225701727887,1.65167028777398,1.68843154190795,3,['Imm2'],44,-0.498756860833332,0,-1,[1],['SK-2'],['1 1 2 0 1 2 1 2 3 0'],['opm'],['None'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34936,mp-11449,HfMn2,AB2,Mn,2,12,8,2.38912,2.50648,4.08121,1.04912268952585,1.62826354090198,1.70824822528797,2,['P6_3/mmc'],194,-0.263260362787356,0,104214,[3],['SK-17'],['3 1 2 0 0 0 1 2 0 1 0 1 3 0 0 0 1 3 1 0 0 1 4 0 0 0 1 5 0 0 0 2 3 0 -1 0 2 3 1 0 0 2 4 0 -1 0 2 5 0 -1 0 3 4 0 0 0 3 5 0 0 0 4 6 0 0 0 4 7 0 0 0 4 8 0 0 0 5 6 0 0 1 5 7 0 0 1 5 8 0 0 1 6 7 0 -1 0 6 7 0 0 0 6 8 -1 -1 0 6 8 0 0 0 7 8 -1 0 0 7 8 0 0 0'],['P63/mmc'],['znz'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34945,mp-2096,YbMg2,AB2,Mg,2,12,8,3.08489,3.16495,4.98701,1.02595230299946,1.5756994581273,1.6165924879007,2,['P6_3/mmc'],194,-0.0844391608333333,0,642919,[3],['SK-17'],['3 1 2 0 0 0 1 2 0 1 0 1 3 0 0 0 1 3 1 0 0 1 4 0 0 0 1 5 0 0 0 2 3 0 -1 0 2 3 1 0 0 2 4 0 -1 0 2 5 0 -1 0 3 4 0 0 0 3 5 0 0 0 4 6 0 0 0 4 7 0 0 0 4 8 0 0 0 5 6 0 0 1 5 7 0 0 1 5 8 0 0 1 6 7 0 -1 0 6 7 0 0 0 6 8 -1 -1 0 6 8 0 0 0 7 8 -1 0 0 7 8 0 0 0'],['P63/mmc'],['znz'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
34950,mp-1219060,SmTiFe5Co6,ABC5D6,Fe,1,13,5,2.34546,2.44762,4.12662,1.04355648785313,1.68597249573055,1.75940753626154,4,['Imm2'],44,-0.108494866794872,0,-1,[1],['LI-18'],['NN_COLLISION'],['None'],['None'],FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34997,mp-1004756,NdB12,AB12,B,1,13,12,1.7491,1.80386,2.55104,1.03130752958665,1.41421174592263,1.45848722199989,2,['Fm-3m'],225,-0.206226795384614,0,-1,[3],['SK-78'],['3 1 2 0 0 0 1 3 0 0 0 1 4 0 0 0 1 5 0 0 0 1 6 0 0 0 2 3 0 0 0 2 7 0 0 0 2 8 0 0 0 2 9 0 0 0 3 10 0 0 0 3 11 0 0 0 3 12 0 0 0 4 7 0 0 1 4 8 1 0 0 4 10 0 1 0 4 11 1 0 0 5 6 0 0 0 5 9 0 0 0 5 10 -1 1 0 5 11 0 1 0 6 7 -1 0 1 6 8 0 0 1 6 12 0 0 0 7 10 0 1 -1 7 12 1 0 -1 8 9 0 0 0 8 11 0 0 0 9 10 -1 1 0 9 12 0 1 -1 11 12 0 0 0'],['Fm-3m'],['ubt'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
35030,mvc-16832,V2ZnO4,AB2C4,V,2,14,4,3.00966,3.07399,5.17521,1.02137450741944,1.68354809221891,1.71953310340703,3,['Imma'],74,-2.17980755571429,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
35202,mp-1102035,SmRe2,AB2,Re,2,12,8,2.67886,2.81139,4.46533,1.04947253682537,1.58829973785209,1.6668769551227,2,['P6_3/mmc'],194,-0.0794267933333342,0,650141,[3],['SK-17'],['3 1 2 0 0 0 1 2 0 1 0 1 3 0 0 0 1 3 1 0 0 1 4 0 0 0 1 5 0 0 0 2 3 0 -1 0 2 3 1 0 0 2 4 0 -1 0 2 5 0 -1 0 3 4 0 0 0 3 5 0 0 0 4 6 0 0 0 4 7 0 0 0 4 8 0 0 0 5 6 0 0 1 5 7 0 0 1 5 8 0 0 1 6 7 0 -1 0 6 7 0 0 0 6 8 -1 -1 0 6 8 0 0 0 7 8 -1 0 0 7 8 0 0 0'],['P63/mmc'],['znz'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
35270,mp-1226755,CeGaCu4,ABC4,Cu,1,6,4,2.52185,2.64696,4.06025,1.04961040505978,1.53392948892314,1.61002835220176,3,['P-6m2'],187,-0.186443002083333,0,-1,[3],['SK-56'],['3 1 2 0 0 0 1 2 1 0 0 1 3 0 0 0 1 3 1 0 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 0 2 3 0 0 1 2 4 0 0 0 2 4 0 1 0 3 4 0 0 0 3 4 0 1 -1'],['P-6m2'],['hms-e'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
35379,mp-1104718,NdMgNi4H7,ABC4D7,Ni,2,13,4,2.67072,2.74393,4.68937,1.02741208363288,1.70899767851221,1.75584486580398,4,['F-43m'],216,-0.325442995,0,237153,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
35406,mp-1096958,DyMn2O4,AB2C4,Mn,2,14,4,3.11356,3.26036,5.46823,1.04714860160074,1.67718595492522,1.75626292732435,3,['C2/m'],12,-2.62703322083744,0,-1,[3],['SK-3'],['3 1 2 0 0 0 1 2 0 0 1 1 3 0 0 0 1 3 0 1 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 -1 2 3 0 1 0 2 4 0 0 -1 2 4 1 0 0 3 4 0 0 0 3 4 1 -1 0'],['Fd-3m'],['crs'],FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
35455,mp-989460,B2(CN2)3,A2B3C6,N,2,11,6,2.43322,2.48567,4.1464,1.02155579848925,1.66812167343211,1.70407936808016,3,['R32'],155,-0.345595499848484,2.7533,-1,[2],['SK-8'],['2 1 2 0 0 1 3 0 0 1 4 0 0 2 3 0 0 2 5 0 0 3 6 0 0 4 5 0 1 4 6 1 0 5 6 1 -1'],['p6mm'],['hca'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
35584,mp-1222733,LaZn4Ni,ABC4,Zn,1,6,4,2.595,2.71302,4.28613,1.04547976878613,1.57983722936064,1.65168786127168,3,['P-6m2'],187,-0.343174945833334,0,-1,[3],['SK-56'],['3 1 2 0 0 0 1 2 1 0 0 1 3 0 0 0 1 3 1 0 0 1 4 0 0 0 1 4 1 0 0 2 3 0 0 0 2 3 0 0 1 2 4 0 0 0 2 4 0 1 0 3 4 0 0 0 3 4 0 1 -1'],['P-6m2'],['hms-e'],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
