mp-ID,Formula,SynthNN_score
mp-733790,SiO2,0.96791303
mp-733794,HgClO4,0.3127302
mp-733796,Ba3Nb2(OF3)4,0.001165206
mp-733797,ClO6,0.036401376
mp-733822,ScRe4H8NO20,0.63411766
mp-733838,PH5N2O3,0.33777323
mp-733840,GaH12N3(OF2)3,0.6929299
mp-733844,Na3GaP2H2O9,0.98072916
mp-733848,CdRe2H8C2(N2O5)2,0.04978867
mp-733849,Li2P2H2O7,0.9845191
mp-733853,K2HI2ClO6,0.8103314
mp-733854,K2In2P2HO10,0.9562218
mp-733858,CaH4Se2O7,0.93898934
mp-733871,CaMg5P3CO16,0.9505636
mp-733876,P2H4RhO9,0.97657394
mp-733877,CaB3H13O12,0.98836356
mp-733929,P2H4PbO8,0.9893556
mp-733954,BaRuO5,0.13414091
mp-733968,BaCaP2(HO4)2,0.002087976
mp-733972,BaC2S2(NO)2,0.049774483
mp-733975,BaCd(ClO)4,0.00546339
mp-733988,RbHoS2O9,0.90472955
mp-733998,TbH12S2NO12,0.8413472
mp-734008,Sb2N3Cl7O,0.24894015
mp-734013,NaBrO2,0.05662129
mp-734027,S2N3O8,0.014570599
mp-734030,N2O3,0.03845218
mp-734035,Na2MoO6,0.07731335
mp-734042,MgH12(NO6)2,0.8491571
mp-734045,Cu2H2Se2O7,0.94551104
mp-734059,SNO3,0.037246
mp-734069,BH10C2N5O3,0.88230693
mp-734071,Li2Cr2H4O9,0.9718221
mp-734082,K3PS4O,0.008158117
mp-734086,KIrBr5NO2,0.024139231
mp-734097,CaAl2(OF3)2,0.021896908
mp-734098,Ca2Al2FeSi4BO16,0.9881441
mp-734123,RbSrP3(HO2)6,0.004323678
mp-734137,H9C2N7O6,0.5912812
mp-734141,CuC2(SN2)2,0.27410483
mp-734150,Na3YH6(CO4)3,0.003333363
mp-734160,NaH5(SO4)3,0.55171317
mp-734169,Na3SbS4O9,0.016892891
mp-734183,K3(TcCl4)2,0.0422209
mp-734188,O2,0.036261495
mp-734199,MnH(CO)4,0.005348025
mp-734271,NbS2NO9,0.5866117
mp-734274,Ca2SiO5,0.17758217
mp-734280,Sn3SO7,0.012072976
mp-734295,BaPtO7,0.04038747
mp-734299,Ce2H16S3O20,0.9136668
mp-734315,Cr4PN3O16,0.13695073
mp-734321,Pr2S3O20,0.036338147
mp-734322,Nb6O15F,0.9862633
mp-734333,Ca(NO4)2,0.75186443
mp-734338,Na2Zr(SiO3)6,0.004264616
mp-734344,Pr(NO5)3,0.4165285
mp-734368,Ca6Si3O13,0.9341011
mp-734377,KCdP3H8O13,0.975968
mp-734386,K2CaS2O9,0.8846899
mp-734390,BiNF4,0.5067795
mp-734394,KAlP2H4O9,0.9872469
mp-734395,CuN6(ClO4)3,0.050076023
mp-734399,K2Cd(SeO5)2,0.08142526
mp-734411,CoH9(NO)6,0.2548844
mp-734416,NO6,0.039458606
mp-734425,Pt(SN)4,0.01886252
mp-734426,SrAsO5,0.3674893
mp-734430,SeO3,0.7917828
mp-734438,TaCN(ClO)2,0.0797584
mp-734495,VZnHPbO5,0.9526477
mp-734561,Rb3P3(HO3)4,0.004282133
mp-734582,CS3,0.031791184
mp-734596,CsOs2O9,0.057137176
mp-734653,UPO10,0.036339156
mp-734711,K2P4PtClO11,0.83676785
mp-734733,Ca19(Mg4H27)2,0.009919378
mp-734771,PrP2(HO)7,0.001274004
mp-734811,Rb2Cu2I4O,0.022042654
mp-734813,Ca2I4O13,0.9743292
mp-734815,CrH12(ClO2)3,0.010576497
mp-734828,CoHRu3(CO)13,0.000689891
mp-734839,CrH6SO7,0.9003823
mp-734875,H2Pb4C(Cl3O2)2,0.12233016
mp-734885,CoH17C(NO)8,0.106607564
mp-734913,Tl3S2O9,0.85240024
mp-734925,Ba3Co2(NO2)12,0.001924854
mp-734944,CoH2(SN)4,0.13933551
mp-734958,K2Pt(I2O)2,0.004634502
mp-735020,SbN2F5,0.08909289
mp-735022,SrPHO4,0.9831154
mp-735023,H4CSN2,0.9179794
mp-735027,VS2NO9,0.7184996
mp-735029,NiH10C2(N2O3)2,0.94243485
mp-735041,AlVP2CNO9,0.7988035
mp-735046,KVPHO6,0.9818256
mp-735131,Sr2Fe2H2OF10,0.7452736
mp-735132,Na2P2O7,0.46029785
mp-735135,CaHg(IO2)4,0.015383792
mp-735142,Cr2HgN2Cl2O7,0.11813499
mp-735424,Ru2C7S10N10(Cl4O3)2,0.05736896
mp-735476,MoH2N2Cl5O,0.24150258
mp-735483,Na3LiMo2(H6O7)2,0.361551
mp-735488,RbNa3Mo2H18O17,0.92356604
mp-735491,CaMg2H24(ClO2)6,0.0798866
mp-735513,CoH20S2N6ClO4,0.9614776
mp-735519,KHoCoSi2O7,0.9572627
mp-735523,Fe3PH6PbSO14,0.13468808
mp-735524,VP2(HO)6,0.001217096
mp-735530,Ba2Fe3P6HO22,0.9816057
mp-735543,MnH6SO6,0.8445677
mp-735545,Rb2FeH2Cl5O,0.2958137
mp-735556,Na2CoH8(CO5)2,0.42332387
mp-735563,CsCoH18N6(ClO2)4,0.9786043
mp-735567,VAs2H4O9,0.8522781
mp-735578,SrMoAsH3O8,0.97447747
mp-735586,KFe2H(SeO3)4,0.6086172
mp-735596,K4Mo3H4O17,0.9381564
mp-735603,CaH16C4N8(ClO2)2,0.91745865
mp-735688,H12WN3O3F5,0.95182866
mp-735777,PrC19S6N9O2,0.40378878
mp-735808,Na2Ca29ZrSi16(O7F2)8,0.02764545
mp-735822,Fe3Pb8F24,0.90636855
mp-736217,ScH16I3O8,0.88220847
mp-736223,Cs2InCl5O,0.15465477
mp-736227,CN,0.45202887
mp-736261,Sb4H8C2S7N,0.003703331
mp-736272,HgH16C6(N2Cl)2,0.9808281
mp-736330,FeGe4H24C8(S5N)2,0.11742494
mp-736446,InH8C8N4Cl7,0.26118597
mp-736545,HgH2C6(NCl2)2,0.07148143
mp-736665,Hg2H2C2NCl5,0.24719468
mp-736931,Ga(W3O10)4,0.7427171
mp-738014,Cr(ClO2)2,0.026492482
mp-738288,ZnAu2(Cl4O)2,0.061543096
mp-738365,VPO7,0.28580037
mp-738386,CrN5Cl3,0.034083672
mp-738409,H2,0.16558056
mp-738609,LiH20C8BrO4,0.986336
mp-738610,LiH20C8ClO4,0.9567917
mp-738615,HgH3CSO3,0.65916646
mp-738618,NdH32C8N4Cl7,0.91199774
mp-738629,CsGaH24(SO10)2,0.081466794
mp-738633,AgB10H26C6N,0.82510036
mp-738646,Ag4Te(ClO3)2,0.069781944
mp-738654,UH16C4(NO3)4,0.95330423
mp-738657,K3GdH6(C2O5)3,0.011237375
mp-738663,Sn2H10C4N2O9F2,0.7112919
mp-738668,NaH3(CO2)2,0.5816728
mp-738670,H5C2NO3,0.7513139
mp-738675,CuH9C4S4N,0.023983648
mp-738680,ZrH27C8N2Cl5O2,0.86836785
mp-738684,K5YH8(CO2)8,0.07606426
mp-738686,SbH24C6(NCl2)3,0.9185362
mp-738687,MnH19C6I3N2,0.97054446
mp-738697,Al3P4H18C3N3O16,0.2700684
mp-738707,SiPH18C6INCl,0.973039
mp-738718,Na5P3H48C4N(O9F)3,0.23750067
mp-738726,ZrH16C5N2O3F4,0.9155061
mp-739866,MnC8(Br2N)2,0.17505075
mp-740364,BiP3NO10,0.116196826
mp-740707,H8AuC2S2BrN4,0.78424597
mp-740710,Na2LiP3H8O13,0.9724115
mp-740711,Cs3B6H12Se4Br,0.05139684
mp-740714,LiB5H2O9,0.9725539
mp-740717,LiH4SNO4,0.5650348
mp-740718,AlH6N2Cl3,0.8794545
mp-740719,Ba3In2(HO)12,0.042402588
mp-740731,Al2H12(SeO5)3,0.025586396
mp-740732,UP3H10BrO8,0.09378795
mp-740736,NaP3H10(NO5)2,0.012913669
mp-740737,CuH12(BrO6)2,0.9593989
mp-740739,K6Te2P6(H4O11)3,0.021504914
mp-740740,Na2ZnP(H5O4)3,0.00952972
mp-740746,NaH2BrO5,0.5221715
mp-740750,Na4P4(H2O5)3,0.003707695
mp-740758,H2Os4Pt(CO)15,0.004170571
mp-740765,NaGa(H2N)4,0.006125864
mp-740871,BaZnC4S4N4O7,0.10638712
mp-740930,LaP3(HO)6,0.001740997
mp-741593,Ba4Y2Cu4W2O17,0.98968995
mp-742859,Fe3P2(HO)16,0.00034551
mp-742874,CaPNO11,0.039366923
mp-743569,MnH6(OF)3,0.00375656
mp-743577,FeH12C2S2(O2F)6,0.067960426
mp-743588,Mn3H24(O3F2)4,0.007890913
mp-743600,ZrFeP3PbO12,0.99090016
mp-743601,CaFeSn(PO4)3,0.010354428
mp-743619,CoH6C2S2N2O3,0.50752276
mp-743624,Ca5DyTi5Fe(SiO5)6,0.000772764
mp-743640,Li3La8Ti9Cr3O36,0.97754914
mp-743651,MnP2H4O5,0.45159444
mp-743656,Na2MgB12(H4O7)4,0.001483966
mp-743762,Ca2Al4Si8H14O31,0.97515225
mp-743878,Fe2Te4H3ClO12,0.6498812
mp-743881,K2V3P4H4O19,0.980198
mp-743906,La5MnRe3O16,0.8978871
mp-743965,SiH12N2(O2F3)2,0.33672717
mp-744001,Fe2H13C6NCl2O11,0.7412784
mp-744019,CrH9(CN2)3,0.7433336
mp-744084,MnAgH8(OF)4,0.004314025
mp-744239,Fe5P4(H3O10)2,0.014851636
mp-744268,CsFeH4Cl3O2,0.7776386
mp-744274,Fe(Si2O3)2,0.001316784
mp-744317,K2MoH2S2O9,0.9705235
mp-744404,K2FeH4(SO5)2,0.24444243
mp-744474,Mo2P4O15,0.8976083
mp-744554,K2FeP2H3(O4F)2,0.09143935
mp-744574,CoH6(SeO4)2,0.360323
mp-744710,CoPH3O5,0.99165595
mp-744790,CrH10SO9,0.91140527
mp-744831,MnH12C2NCl3O2,0.50524783
mp-744840,ZrH8(NF3)2,0.12800479
mp-744914,Ca8MgAl6Si5O28,0.9941863
mp-744930,FeH6SO6,0.8791156
mp-745154,MnZn2Si(HO3)2,0.001427735
mp-745163,Mn2Cu5P4(HO9)2,0.001056827
mp-745173,Na3Cd4P6H10(ClO8)3,0.015872331
mp-745208,DyFeH8C6(N3O2)2,0.8515793
mp-746030,NaFePO4,0.9929414
mp-746071,KFePO4,0.9935592
mp-746324,V2As3H17C4N8O17,0.3246418
mp-746364,CrH12Pd(NO)4,0.052923564
mp-746662,NiH44C12(N5O8)2,0.9458493
mp-746670,CoH22C3(N3O4)2,0.9403233
mp-746690,FeP3(H2O3)3,0.005723693
mp-746691,CoH8(ClO2)2,0.009130959
mp-746692,K2Co3P4(HO4)4,0.000932566
mp-746778,MnHC3O4,0.519428
mp-746791,FeH10S2NO11,0.84590936
mp-746820,NiH6(SO6)2,0.7116722
mp-752395,Ba2Na2O3,0.028209263
mp-752397,Ba2SrI6,0.8580697
mp-752399,Ca2WO5,0.99418855
mp-752400,Ce2Sm2O7,0.2423389
mp-752402,BaSrI4,0.97715557
mp-752404,Ba2Sb2O7,0.9873225
mp-752405,Dy2SiO5,0.99075097
mp-752406,Rb3TmO3,0.6803947
mp-752407,Dy2Ge2O7,0.9768901
mp-752408,BaSrI4,0.97715557
mp-752409,V2Ge2O7,0.97891986
mp-752410,Ba2GeO4,0.92554104
mp-752411,Tm2Pb2O7,0.3403168
mp-752412,Li2FeBO4,0.99418455
mp-752414,Tb2TiO5,0.99388677
mp-752416,MgFeO3,0.6189466
mp-752417,Li2Mn3CrO8,0.9884276
mp-752420,Ba3Y2F12,0.9849171
mp-752421,Na5LiCo2P2(CO7)2,0.00699201
mp-752422,IClO,0.02877046
mp-752424,Ba4Br6O,0.25739238
mp-752428,Rb2PrO3,0.21056852
mp-752429,ScTlO3,0.7835989
mp-752430,Li4MnSi2O7,0.9164412
mp-752431,LiVPO4,0.77046615
mp-752432,Gd3NbO7,0.9880266
mp-752434,Gd3YO6,0.89693826
mp-752435,DyTmO3,0.24919394
mp-752436,Li2MnNb3O8,0.6656555
mp-752437,SmInO3,0.9230973
mp-752438,Tl3(SbO3)8,0.14695863
mp-752439,BaSr2I6,0.9279753
mp-752440,Co6O5F7,0.024522465
mp-752442,BaLu2O4,0.95606804
mp-752443,Te(S2O7)2,0.29498088
mp-752444,Ti3VCu2(PO4)6,0.000343944
mp-752445,TiV2O7,0.9266662
mp-752446,RbNO3,0.77580893
mp-752447,FeNi(PO4)2,0.13015951
mp-752448,TiFe(PO4)2,0.029239839
mp-752449,La2B4O9,0.6877522
mp-752450,Ba2SrI6,0.8580697
mp-752451,Zn(CuO2)2,0.45161977
mp-752452,Mg3Te4O11,0.98337144
mp-752453,Sm2TiO5,0.99356925
mp-752458,Dy3Y5O12,0.7500387
mp-752459,Gd5Y3O12,0.8922442
mp-752460,LiAgF4,0.21519297
mp-752461,Mn6O5F7,0.04264497
mp-752470,Fe2OF3,0.007053912
mp-752471,Li7FeO6,0.08684764
mp-752473,SmTh4O10,0.12544183
mp-752476,Li3(FeO2)5,0.014041455
mp-752477,K3NaFeCl6,0.8935929
mp-752478,Na4NiO4,0.16079096
mp-752479,Li5Mn3Cr2O10,0.9771867
mp-752480,Mn3(OF2)2,0.000426405
mp-752482,LiV3F10,0.75344294
mp-752489,Co4OF11,0.12190101
mp-752490,LiVFe(P2O7)2,0.7623615
mp-752491,Li3VCr(P2O7)2,0.006509473
mp-752494,Rb6Co2O7,0.043249063
mp-752495,Fe2OF3,0.007053912
mp-752496,TiOF,0.025333995
mp-752498,Li2VOF5,0.85756147
mp-752500,Li4Ti3Mn2Cu3O16,0.8681806
mp-752501,LiSiBiO4,0.98425794
mp-752502,Li7Cr3(SiO6)2,0.000829452
mp-752503,CeZr7O16,0.9556201
mp-752506,NaFeP2O7,0.98804575
mp-752508,Cs2WO4,0.9369805
mp-752510,Li3Ti2V3O10,0.9463996
mp-752511,Li2Co2SiO6,0.9674309
mp-752512,Li6CuO4,0.121832244
mp-752513,Co3OF5,0.102964185
mp-752514,BaSrI4,0.97715557
mp-752516,Mn2OF2,0.013890624
mp-752520,GdIO,0.67980474
mp-752521,LiFeO3,0.21714586
mp-752522,Li2Fe2P4H3O16,0.98840207
mp-752523,Li2FeNi3O8,0.21151012
mp-752525,LiAgF2,0.6432314
mp-752526,Lu2TeO6,0.35078833
mp-752528,LiP2WO7,0.14976554
mp-752534,LiCoSiO4,0.97741526
mp-752535,TaIn3O7,0.99418193
mp-752536,Mn5O8,0.43654484
mp-752540,LiMn(CO3)2,0.77562594
mp-752541,V(CO3)2,0.38364503
mp-752544,Li4MnV(WO6)2,0.25959048
mp-752545,LiMn2F7,0.8205334
mp-752551,Ni3OF5,0.015719594
mp-752552,Li2V(CO3)2,0.002579735
mp-752555,SrLa2O4,0.4901076
mp-752557,Li2MnF6,0.8587726
mp-752564,Li3V4O5F7,0.5470131
mp-752566,Li3Fe(BO2)5,0.000152688
mp-752569,La3ScO6,0.9001651
mp-752570,Li3FeCo3O8,0.90637517
mp-752571,Li5Co7O3F13,0.42824066
mp-752574,Co6O7F5,0.042891555
mp-752576,Li6Fe5WO12,0.988929
mp-752578,VIO4,0.7161334
mp-752579,Tm2TiO5,0.9929172
mp-752580,RbNO2,0.28029665
mp-752581,Sr2HfO4,0.9869844
mp-752582,Li4VO4F,0.6860801
mp-752584,Na5Cu7O13,0.11816461
mp-752587,Co6O5F7,0.024522465
mp-752590,Na2Fe2O5,0.13857703
mp-752591,NiCO4,0.033590667
mp-752592,Mn3O5F,0.937652
mp-752593,FeOF,0.010970064
mp-752594,Fe2O3F,0.058308933
mp-752595,Li2Fe3(CoO4)3,0.000994541
mp-752597,Li2Mn2OF6,0.7687749
mp-752602,BiBr3,0.855685
mp-752604,VCo3O8,0.28734723
mp-752605,LiAgF3,0.30501464
mp-752607,LiVF3,0.29889667
mp-752609,Co3(OF2)2,0.002542898
mp-752610,Li2CrFeO4,0.9259344
mp-752611,LiNbTe2WO12,0.9595719
mp-752613,CoSnO3,0.90818435
mp-752614,Fe4O3F5,0.016094793
mp-752616,Mn3F8,0.5452444
mp-752617,LiFe(SiO3)2,0.096964724
mp-752619,LiVF3,0.29889667
mp-752621,Li3FeB4O9,0.9880774
mp-752622,LiCoPO4,0.97341913
mp-752623,LiCoSiO4,0.97741526
mp-752624,Fe3(OF2)2,0.000232632
mp-752628,Li2MnF4,0.76274234
mp-752631,VO2F,0.90918994
mp-752632,LiMn2(CO3)4,0.017358797
mp-752635,Li(CoO2)3,0.9055449
mp-752636,LiSbO3,0.77354056
mp-752639,LiV(OF)2,0.002070439
mp-752640,Li3V7O12,0.5401784
mp-752641,Lu3TaO7,0.9885133
mp-752643,NaTi2O4,0.79686004
mp-752644,Li3Fe2(SiO4)2,0.002104827
mp-752646,Li3Fe(BO3)2,0.101186156
mp-752647,TiNi(PO4)2,0.010017552
mp-752648,Ba3(BrO)2,0.001317678
mp-752651,Li4Ti2Nb3Cu3O16,0.9941322
mp-752656,BaLa2O4,0.66057456
mp-752659,Li2FeP2O7,0.9934418
mp-752663,Li2FeBO4,0.99418455
mp-752664,LiCoPO4,0.97341913
mp-752666,LiAg2F4,0.103799604
mp-752667,Li6NbFe5O12,0.98893154
mp-752670,Li3FeS3,0.81289464
mp-752671,Ba2SrI6,0.8580697
mp-752674,BaY3F11,0.9836457
mp-752679,CaGd2O4,0.517708
mp-752681,Eu6WO12,0.80235755
mp-752682,Ba2Sr7I18,0.9336024
mp-752685,ZrBiO4,0.45676678
mp-752686,Sm3TaO7,0.9762057
mp-752690,Ni5Sb(PO4)6,0.000504572
mp-752691,Sr3Hf2O7,0.98745674
mp-752693,Ba3(ClO)2,0.010367028
mp-752694,Li2VSi4O11,0.96273726
mp-752695,SrCa2I6,0.6936944
mp-752700,CoAgO3,0.4493745
mp-752701,LiCuF3,0.5144632
mp-752704,Li5V(SiO4)2,0.001659223
mp-752706,CeZr11O24,0.95821863
mp-752707,Li2CoBO4,0.97464764
mp-752709,InBP2H5NO9,0.9314718
mp-752710,Li3CrB4O9,0.9941705
mp-752711,BaSr2I6,0.9279753
mp-752712,LiFeB2O5,0.98467803
mp-752713,HoBO3,0.9882768
mp-752714,P4WO13,0.973768
mp-752715,Ba3(ClO)2,0.010367022
mp-752716,Li2VNi(PO4)2,0.010605997
mp-752718,LiFeSiO4,0.9866599
mp-752720,Li3Ni2(CO3)4,0.008299091
mp-752722,Li4MnSi2O7,0.9164412
mp-752723,LiVH2OF5,0.55956316
mp-752725,LiAgF2,0.6432317
mp-752727,Li2CrPO4F,0.8798807
mp-752729,CaTb2O4,0.91426307
mp-752732,VCr(PO4)2,0.004081147
mp-752734,LiAg2F4,0.103799604
mp-752738,Co3NiO8,0.06529015
mp-752739,Fe2O3F,0.058308933
mp-752742,LiCu2F4,0.32549724
mp-752744,Li4Mn5O9F,0.9139659
mp-752745,Li4MnCr(WO6)2,0.10930192
mp-752746,CdCoO3,0.18770097
mp-752749,NaCo3O4,0.024908159
mp-752752,LiMnF6,0.13048548
mp-752755,NaSbO3,0.87843966
mp-752756,Mn2OF3,0.001697778
mp-752758,Li3V4O11F,0.9828598
mp-752760,Li2CoO3,0.09007982
mp-752761,Fe4O3F5,0.016094793
mp-752762,Li2MnF4,0.76274234
mp-752764,LiVF3,0.2988966
mp-752765,LiV2(CO3)4,0.000548762
mp-752766,Li2CrSiO4,0.9689892
mp-752768,LiAgF4,0.21519297
mp-752769,Li2Mn3F8,0.64169186
mp-752770,Li2FeP2O7,0.9934418
mp-752773,Li4CuF5,0.8502271
mp-752774,LiNiPO4,0.9810542
mp-752775,LiFe2OF3,0.013256641
mp-752780,Li8FeCo3O8,0.9407635
mp-752781,Mn6O5F7,0.04264497
mp-752784,MnOF,0.056917287
mp-752785,Sm4U4O17,0.9057446
mp-752786,Ti3Co3(TeO8)2,0.5474112
mp-752787,VOF3,0.743214
mp-752792,MnV4O12,0.59376705
mp-752793,Li2AgF3,0.5644847
mp-752795,Co6O5F7,0.024522465
mp-752796,Li4Ti2Mn3O10,0.9734753
mp-752797,Co6OF11,0.2552778
mp-752800,TiCo(PO4)2,0.09781139
mp-752801,Li3Mn2(CO3)4,0.000562808
mp-752802,Fe5(OF2)4,0.000307392
mp-752803,Li4Co7(OF7)2,0.001323777
mp-752804,FeOF,0.010970052
mp-752806,Mn3OF5,0.011256863
mp-752807,Li(CoO2)2,0.9055449
mp-752809,V6O7F5,0.03043293
mp-752810,NaVP2O7,0.98514915
mp-752811,VFe3Sb2(PO4)6,0.003076545
mp-752815,LiV3OF11,0.75093025
mp-752816,Li3Ti2(NiO4)2,0.002652051
mp-752821,Li3V5O12,0.99215966
mp-752822,RbCrH4(C2O5)2,0.6681617
mp-752824,VOF3,0.743214
mp-752829,LiMnF3,0.55088174
mp-752832,LiMn(SiO3)2,0.006579123
mp-752834,LiCr(CO3)2,0.6426358
mp-752835,Li2Cu2F5,0.3331079
mp-752836,Cr4CuO12,0.795721
mp-752838,Li2V3(OF)4,0.001188753
mp-752839,Mn3OF5,0.011256863
mp-752842,Li6MnO6,0.099564776
mp-752846,LiMnPO4,0.9863209
mp-752847,Li4Fe3(OF3)2,0.000913664
mp-752849,Y2Pb2O7,0.40438065
mp-752851,Ca2SiB2O7,0.9882814
mp-752852,BaTi8O16,0.83790535
mp-752854,Co3SbO8,0.084773
mp-752856,Li10Fe4S9,0.8179078
mp-752858,Li2CuSiO4,0.8591717
mp-752859,LiFeP2O7,0.9846985
mp-752860,Mn3O5F,0.937652
mp-752861,Li5Co5O9F,0.5823558
mp-752862,Li5Co2Cu3O10,0.040837742
mp-752864,Li3Co2(CO3)4,0.000664064
mp-752865,Li4Mn5Cu3O16,0.81741416
mp-752868,Li3Fe8(BO3)8,0.000382548
mp-752869,Li2VP2O7,0.9640453
mp-752873,Li8Fe(O2F)2,0.000778402
mp-752874,LiMnF4,0.8396602
mp-752875,V3(O2F)2,0.0001865
mp-752878,LiAg2F4,0.10379964
mp-752880,FeOF,0.010970064
mp-752882,LiAgF2,0.6432314
mp-752885,LiVOF3,0.5815863
mp-752888,Li2CuSiO4,0.8591717
mp-752889,Li8VO5F,0.38024935
mp-752891,LiTi3O6,0.7162616
mp-752895,Li3CuF4,0.82940334
mp-752897,Li3Fe7O12,0.94017404
mp-752898,LiCu3F7,0.52939975
mp-752899,LiMn(PO3)3,0.040234145
mp-752900,Li2FeSiO4,0.9941843
mp-752902,LiNiP2O7,0.9343848
mp-752906,Ba4Pb3O10,0.6441367
mp-752907,VF5,0.72745544
mp-752908,Li6(NiO2)5,0.004116511
mp-752909,Fe4O3F5,0.016094793
mp-752912,VF5,0.72745544
mp-752917,Na3VO4,0.9228732
mp-752918,NaTi6O12,0.8551238
mp-752919,V3(O2F)2,0.0001865
mp-752920,Li4MnSb2WO12,0.7991804
mp-752923,V2OF5,0.53164256
mp-752925,LiFeSiO4,0.9866599
mp-752926,LiTiP2O7,0.9847386
mp-752929,Fe(CO3)2,0.27911872
mp-752930,LiCu(PO3)2,0.19857472
mp-752933,Cu6OF11,0.30730063
mp-752934,VO2F,0.90918994
mp-752942,LiTi2O4,0.9186096
mp-752943,Li4Cu(PO4)2,0.006662108
mp-752946,Li2CoSiO4,0.9574998
mp-752948,LiAg2F4,0.10379964
mp-752954,Li2CrCo3O8,0.57600147
mp-752957,Li4CrSb(WO6)2,0.18368877
mp-752959,Sc5Cu5O13,0.4902112
mp-752966,Li7VO5F,0.15426543
mp-752967,Li4V2P4H3O16,0.9736941
mp-752968,LiNiPO4,0.9810542
mp-752970,VOF2,0.28500453
mp-752971,Li4VO4F,0.68608016
mp-752972,NaV3O8,0.99104685
mp-752977,Co2O3F,0.011340851
mp-752978,Mn3(OF2)2,0.000426405
mp-752979,Co3(OF2)2,0.002542893
mp-752980,V2(OF)3,0.000173583
mp-752981,Li3Fe2Ni3O10,0.40254697
mp-752982,Li2Mn2OF6,0.7687749
mp-752983,CeZr7O16,0.9556201
mp-752984,LiNiPO4,0.9810542
mp-752987,Fe4OF7,0.09975799
mp-752988,LiV3(OF2)4,0.001531818
mp-752989,Ti8O13,0.40031043
mp-752992,FeOF,0.010970064
mp-752993,Li4Mn3Ni3(WO8)2,0.001950621
mp-752997,V2O3F,0.30569687
mp-752998,U3O5,0.0721074
mp-753000,NaSb3O8,0.97351676
mp-753002,Co3(OF2)2,0.002542893
mp-753005,Li2Mn2F7,0.8203785
mp-753006,MnOF,0.056917332
mp-753008,Li13(FeO6)2,0.006909168
mp-753010,Li4CoO4,0.065537445
mp-753012,LiVTe(WO6)2,0.796913
mp-753013,Co3TeO8,0.19750832
mp-753017,FeOF,0.010970064
mp-753018,LiFeP2O7,0.9846985
mp-753019,LiMn2F9,0.88652843
mp-753020,Fe4O3F5,0.016094793
mp-753025,LiMnF3,0.55088174
mp-753026,ZnCoO3,0.07016315
mp-753027,Na4Ni3O7,0.47293684
mp-753029,Ti3Fe3(SbO8)2,0.020966863
mp-753031,LiCu5F12,0.5040904
mp-753032,LiMn2F5,0.82204133
mp-753035,Li3Ti2Mn3O10,0.96981883
mp-753036,V2OF5,0.53164315
mp-753037,Li2Cr3(CoO4)3,0.003926403
mp-753039,Li4Cr3(CoO4)3,0.000274977
mp-753041,Li3MnF6,0.7115181
mp-753042,Fe4OF7,0.09975804
mp-753043,Li2VO2F,0.14395943
mp-753046,Li3Ti2Co3O10,0.9080927
mp-753047,LiCoNiO4,0.07190751
mp-753054,KI(OF)2,0.025455272
mp-753055,TbBi5O9,0.95666915
mp-753057,Fe4O5F3,0.001383099
mp-753058,Li5TiV3O8,0.38995877
mp-753063,Li3CuF6,0.4135831
mp-753065,Li4Mn3V3(WO8)2,0.000498022
mp-753067,Fe4O3F5,0.016094793
mp-753068,LiFe2OF5,0.77667075
mp-753070,Sr3Rh2O7,0.9432552
mp-753071,Li2V2OF6,0.6500598
mp-753072,LiFe2(BO3)2,0.001722392
mp-753074,Mn2O3F,0.10304239
mp-753075,Li12Mn2O9,0.21378514
mp-753077,Li3V2Fe3O10,0.98982483
mp-753083,Li3(FeO2)4,0.014041455
mp-753087,LiVP2(HO4)2,0.006008914
mp-753090,Li2Cu2F7,0.5855195
mp-753091,LiV2O3F,0.53437614
mp-753096,Fe(CoO3)2,0.1344583
mp-753099,Li3Co2(SiO4)2,0.013825608
mp-753107,Mn6O5F7,0.04264497
mp-753113,Li4VF7,0.92188156
mp-753118,Li2FeSiO4,0.9941843
mp-753120,WOF4,0.89572895
mp-753122,Sr2CuH2(SeO3)4,0.20610936
mp-753125,LiCoSiO4,0.97741526
mp-753126,Li3Fe3(SnO5)2,0.02396193
mp-753129,Li2Cr(SiO3)2,0.001277188
mp-753130,Li4CuF7,0.48487186
mp-753136,Li2MnV2O6,0.98263896
mp-753139,Li6CuF8,0.41697544
mp-753141,Li5Cr2O8,0.7546962
mp-753145,FeOF,0.010970064
mp-753147,LiV(PO3)3,0.001629625
mp-753148,Li2Cu7F16,0.4883094
mp-753149,LiMn(PO3)3,0.040234163
mp-753151,LiVCoO4,0.9851382
mp-753156,La2Th2O7,0.83643717
mp-753159,Li4Nb2Fe3Te3O16,0.97940516
mp-753161,Li2V(OF)2,0.001014936
mp-753165,Li2Fe3NiO8,0.44503865
mp-753166,Li3Co2(CO3)4,0.000664064
mp-753171,Li2CuF4,0.41167468
mp-753172,Li4Cr5O10,0.86048716
mp-753175,SrH2(SeO3)2,0.8566092
mp-753177,Li2MnCo3O8,0.54388285
mp-753178,LiFe2(CO3)3,0.056693222
mp-753179,Li2CuPO4,0.40176743
mp-753180,LiP2WO7,0.14976554
mp-753182,Li3V3(FeO5)2,0.001538084
mp-753183,CaH4SO6,0.96515
mp-753185,Li3Fe5(NiO6)2,0.00095032
mp-753197,HfTiO4,0.72393996
mp-753199,Li3Cu2F8,0.48999053
mp-753201,LiV2H4(OF5)2,0.13303827
mp-753202,Li5CuF8,0.49869162
mp-753204,Li5Si2NiO8,0.94569063
