mp-ID,Formula,SynthNN_score
mp-27161,ZnI2,0.5784027
mp-27162,Sc3Co,0.05934453
mp-27163,Ga(Ag3Se2)3,0.031355783
mp-27164,FeP4,0.19779901
mp-27165,Hf8Ni21,0.66454613
mp-27166,Hf3Ni7,0.6132957
mp-27168,Cr2Ag2O7,0.9552589
mp-27169,KTa5O13,0.9813643
mp-27172,Cs3In2Cl9,0.9711029
mp-27176,NaMnCl3,0.9334518
mp-27181,KAuCl4,0.25466916
mp-27182,GdBr3,0.4996957
mp-27184,B10(Pb2O7)3,0.000468683
mp-27188,Ba2Cr7O14,0.5627853
mp-27189,Si3Cl8,0.30372238
mp-27191,Zr9S2,0.2628674
mp-27195,In4Bi2S9,0.9057662
mp-27197,Na4As2O7,0.88187087
mp-27198,Cd(NO3)2,0.56486213
mp-27199,AuSeBr,0.32749406
mp-27200,B13H19,0.38616857
mp-27205,TlCl2,0.83057755
mp-27207,K2MgCl4,0.8396448
mp-27208,RbMgCl3,0.8911426
mp-27210,RbTlF4,0.9499762
mp-27212,Sb2IF15,0.81254923
mp-27220,Tl5SbO5,0.0988891
mp-27221,Ca2Hf7O16,0.9824287
mp-27222,Li2Mo4O13,0.9861221
mp-27224,Na4CoO4,0.1070249
mp-27228,Tl6Si2O7,0.56490475
mp-27229,Sb6S2O15,0.046490468
mp-27230,As2SO6,0.015214342
mp-27233,SrAl,0.026112199
mp-27234,Cu(IO3)2,0.5585305
mp-27235,H5N2F,0.9176577
mp-27239,Cs2VF6,0.95230824
mp-27241,K2SbCl5,0.9415966
mp-27247,Na3NbO4,0.95048285
mp-27250,CsTcO4,0.9657269
mp-27251,Bi2TeO6,0.9501603
mp-27256,Sb2(S2O7)3,0.03587794
mp-27257,PBr3,0.21212885
mp-27259,CsCrI3,0.84758294
mp-27260,CsAlCl4,0.9712478
mp-27264,NaTiF4,0.98435736
mp-27265,AuClO,0.099190965
mp-27272,Ca3PI3,0.10604562
mp-27273,Ti9O17,0.820849
mp-27274,AsCF3,0.07089173
mp-27275,Li3BO3,0.9825178
mp-27277,PCl3O,0.88010824
mp-27278,P(HO)4,0.023469396
mp-27283,TlPb2Cl5,0.5776652
mp-27284,V3ZnO8,0.9894086
mp-27291,PaCl4,0.35662755
mp-27292,Hg3As2F12,0.9582207
mp-27293,Tl4HgBr6,0.41418198
mp-27295,Mg14Ge5O24,0.69973516
mp-27298,Ca11Bi10,0.25604108
mp-27300,RbAuBr3,0.87516546
mp-27304,K2MnCl6,0.83173376
mp-27307,Na2ZrF6,0.9848317
mp-27308,SbBrF8,0.7370293
mp-27309,VF5,0.72745544
mp-27310,Na4Sn3F10,0.5936553
mp-27314,SbClF8,0.873016
mp-27317,SbAsF8,0.8691136
mp-27318,Sb3(BrF8)2,0.3511316
mp-27319,Sc2Co3Si,0.8501576
mp-27323,BaMn2O3,0.68417335
mp-27331,K3GeTe3,0.26193306
mp-27332,Cs3MnBr5,0.99305266
mp-27333,Tl3CoCl5,0.8043164
mp-27334,Tl3FeCl5,0.7858364
mp-27336,CsCuBr3,0.8574764
mp-27338,SrFeF5,0.96879435
mp-27339,Sb2(SO4)3,0.28355795
mp-27340,ReCl4,0.6417118
mp-27342,Ge5F12,0.07435356
mp-27343,Re4Cl8O9,0.8126914
mp-27345,Na3BiO4,0.1630338
mp-27346,Al2Hg3Cl8,0.055863515
mp-27349,BSF7,0.27557808
mp-27352,Sr(Ag3O2)2,0.005323965
mp-27355,Pb2OF2,0.82814085
mp-27356,AsO2,0.00778819
mp-27357,Sn5W8O23,0.15772255
mp-27358,Se2O5,0.37529704
mp-27365,BaBiSe3,0.444546
mp-27366,KNiCl3,0.8260921
mp-27367,SeOF2,0.030503789
mp-27374,NaAsSe2,0.95769054
mp-27375,Tl4HgI6,0.8082518
mp-27376,Rb6Si10O23,0.98844016
mp-27378,S4(BrN)3,0.05583288
mp-27379,TeAsF5,0.743653
mp-27380,FeMo3S4,0.5927595
mp-27384,AgIO3,0.96416706
mp-27385,KTlCl4,0.89163136
mp-27386,TlHg5Cl11,0.7210568
mp-27390,K5ThF9,0.6704091
mp-27391,Na5Zr2F13,0.9751106
mp-27397,IrBr3,0.13741995
mp-27398,TlBr2,0.15708102
mp-27399,SbBr3,0.59310436
mp-27400,RbCdBr3,0.77744913
mp-27401,NaIO4,0.515388
mp-27402,Na2CoCl4,0.9624631
mp-27403,LiUF5,0.96724796
mp-27404,As3(HO2)5,0.000921063
mp-27405,SnAsF7,0.85654134
mp-27407,Ca12Be17O29,0.6094887
mp-27409,RbNiBr3,0.8431362
mp-27417,Li3InO3,0.9346645
mp-27419,LiBiF6,0.59529275
mp-27420,NaBiF6,0.62759537
mp-27421,RbBiF6,0.8039908
mp-27422,CsBiF6,0.75590736
mp-27428,KBrO4,0.18961331
mp-27431,Sn3BF9,0.82592034
mp-27436,PaCl5,0.54530495
mp-27437,Zr(IO3)4,0.3965629
mp-27441,Au2Se4O11,0.76031977
mp-27442,RbCrI3,0.9387233
mp-27443,Ba2MnO3,0.76515704
mp-27445,As(IF2)3,0.41290405
mp-27450,KCuCl3,0.7277086
mp-27451,Tl3PbBr5,0.8900508
mp-27452,Al2PdCl8,0.36541095
mp-27453,Li7SbO6,0.48891264
mp-27455,YCl3,0.4203007
mp-27456,BaBr2,0.7867482
mp-27457,Ba(PO3)2,0.4279811
mp-27461,CN,0.45202887
mp-27463,Na5Fe3F14,0.99030334
mp-27465,S8O,0.005047495
mp-27467,Ta6S,0.0152829
mp-27468,U2BiN2,0.006900536
mp-27472,NbSbF10,0.9379423
mp-27473,Sb2TeF14,0.81384647
mp-27474,PaBr4,0.71295935
mp-27475,WSCl4,0.8797321
mp-27477,TcOF4,0.68068147
mp-27478,Na3PaF8,0.8490364
mp-27479,Pr2W2O9,0.9934237
mp-27482,Ag4P2S7,0.851843
mp-27483,Li5TlO4,0.53268903
mp-27485,Tc2O7,0.61532253
mp-27486,BN3Cl2,0.033339098
mp-27489,Ba6Fe8S15,0.92450887
mp-27492,CaFe5O7,0.42401233
mp-27493,Sn3(PO4)2,0.000913728
mp-27494,La2CoO4,0.9517138
mp-27499,BaTeS3,0.116177626
mp-27500,NaSO2,0.05038563
mp-27501,Cs2ThCl6,0.9791134
mp-27503,LiV3O8,0.97243315
mp-27505,Fe3Sn2,0.38857543
mp-27506,K3W2Cl9,0.85076237
mp-27508,Li6Br3N,0.6795922
mp-27511,MoOF4,0.83521044
mp-27513,Sc7Cl10,0.096980006
mp-27514,NaFeCl4,0.75838214
mp-27517,Rb2CoI4,0.7298019
mp-27519,SeO3,0.7917828
mp-27522,K2Zr2O5,0.8332334
mp-27523,VPCl9,0.59853816
mp-27528,Cd4As2I3,0.039237034
mp-27529,PI3,0.21804304
mp-27531,TeMo5O16,0.9124526
mp-27533,P2Pd15,0.4090884
mp-27536,UBrO2,0.13587932
mp-27537,Na2TeO4,0.8606184
mp-27543,As4S3,0.17989317
mp-27544,Cs3Bi2Br9,0.9807498
mp-27548,CuTe2O5,0.7936143
mp-27553,Ta2SnO7,0.9525229
mp-27554,Ag3AuS2,0.4217358
mp-27556,CsNbO3,0.98137
mp-27559,Na14Cd2O9,0.30426687
mp-27563,Rb2In4O7,0.6359671
mp-27564,Na4B2O5,0.8702383
mp-27566,K3(PtO2)2,0.003796493
mp-27568,Ba10Al3Ge7,0.41976592
mp-27569,Na14Mn2O9,0.08738742
mp-27573,NaSb3F10,0.64238054
mp-27575,Te5(O2F11)2,0.020156134
mp-27576,Sc2GeO5,0.98911554
mp-27579,Na4P2O7,0.9473176
mp-27580,Zn3(AsO3)2,0.011814719
mp-27583,Sr2P6O17,0.81907237
mp-27588,Be(PO3)2,0.5646083
mp-27589,Cu5(PO5)2,0.0408369
mp-27590,CsB9H14,0.70142055
mp-27594,As4(Pb3S5)3,0.007165919
mp-27597,K2Mo2O7,0.9905093
mp-27599,KIn2F7,0.85545725
mp-27600,Cd3(PO4)2,0.000989618
mp-27609,U3Fe2Si7,0.62249416
mp-27612,BH7N2,0.8448336
mp-27614,Ca2V2O7,0.99405503
mp-27615,U(PO3)4,0.001618412
mp-27617,Ce2SeF4,0.4227971
mp-27618,Na8Ga2O7,0.81517434
mp-27622,Na2PbO2,0.4654438
mp-27623,Na6PbO4,0.0478477
mp-27625,Ge19(PBr)4,0.027552351
mp-27626,Ge19(AsI)4,0.02851727
mp-27630,CrCl3,0.5373941
mp-27634,TiBr4,0.3916789
mp-27636,Cs2SnI6,0.9802418
mp-27640,Cd(IO3)2,0.43942925
mp-27641,CsBr3,0.20605671
mp-27643,K3MoCl6,0.9061273
mp-27645,ReCl5,0.49289635
mp-27647,AuCl3,0.13735226
mp-27649,BaU2O7,0.983217
mp-27650,RbB10H9,0.7390682
mp-27656,Zn2(PS3)3,0.009345594
mp-27657,Ca2B6O11,0.9585823
mp-27659,PuPt4,0.49946508
mp-27661,U2Cl5O2,0.32298937
mp-27662,CsI2Br,0.14307292
mp-27664,TiPCl9,0.93339443
mp-27666,IrCl3,0.035698723
mp-27670,Rb4In2S5,0.9255406
mp-27673,TaPS6,0.0832795
mp-27674,K5As3O10,0.8709874
mp-27678,Y2Cl3,0.15405546
mp-27679,LaBr,0.13222949
mp-27680,Ba2Ni3F10,0.8516519
mp-27681,BaMn2O8,0.064849414
mp-27686,Cd2P2O7,0.94075173
mp-27687,LiP7,0.339665
mp-27688,K2TeI6,0.590259
mp-27692,BaB4O7,0.9885046
mp-27694,H3ClO5,0.68602586
mp-27697,ThI4,0.9360451
mp-27698,Y6UO12,0.76887655
mp-27699,S3(NCl)2,0.055844672
mp-27704,K3V5O14,0.99071306
mp-27707,RbCoCl3,0.9554897
mp-27709,Bi6Br7,0.26120073
mp-27714,H3OF,0.9638412
mp-27717,As2S2F3,0.073060416
mp-27722,Pd(S3N)2,0.106284134
mp-27727,CCl2O,0.22850877
mp-27734,CrBr3,0.5774664
mp-27735,GaSbCl6,0.8625792
mp-27736,Re2P5,0.29550216
mp-27739,As2S2O9,0.03301044
mp-27741,TeAuI,0.33052278
mp-27742,K2CdO2,0.820592
mp-27743,BiF5,0.6745192
mp-27747,PdI2,0.056607276
mp-27749,K2Sb4S7,0.9343635
mp-27752,Na6Ge2S7,0.8909454
mp-27754,WCl4O,0.829363
mp-27755,KAlCl4,0.97626173
mp-27761,Li3ThF7,0.9437858
mp-27762,UBrN,0.0688883
mp-27763,UIN,0.33097643
mp-27764,K4I2O9,0.8330487
mp-27767,Li6Si2O7,0.6702411
mp-27770,RhCl3,0.44579172
mp-27771,Nb3Br8,0.9442446
mp-27774,NClO6,0.040844094
mp-27779,Hg(Mo3Cl7)2,0.3722376
mp-27780,TcCl4,0.7651012
mp-27782,XeIF7,0.7387422
mp-27786,SbAs2Cl13,0.8506565
mp-27787,NbPCl10,0.8967777
mp-27788,TaPCl10,0.8760136
mp-27792,K2S5O16,0.8793444
mp-27794,BaB8O13,0.98134506
mp-27798,B4H5,0.47047973
mp-27801,TlAgI2,0.9424235
mp-27802,BaSn2S3,0.35019335
mp-27805,Ba3SiS5,0.5922097
mp-27806,Ni(NF7)2,0.22648667
mp-27807,Mn2O2F9,0.16383028
mp-27814,CS14,0.038121026
mp-27815,NbCl3O,0.81295276
mp-27818,MnSO3,0.2800138
mp-27820,B7H10,0.38054404
mp-27824,PICl6,0.24013634
mp-27828,Cs2TiCl6,0.9837728
mp-27830,Cs2SeCl6,0.24623413
mp-27832,Tl2SnCl6,0.8483949
mp-27834,Tl2PtCl6,0.62742674
mp-27837,NaHF2,0.80522364
mp-27840,Cr3Se4,0.38695398
mp-27843,Zn2Ge3O8,0.8863119
mp-27845,CaSe2O5,0.9816774
mp-27851,Hg3(SeCl)2,0.024742857
mp-27852,Hg3(TeCl)2,0.004098001
mp-27853,Hg3(TeBr)2,0.19490916
mp-27854,TaCl4F,0.6855205
mp-27857,PdBr2,0.17259535
mp-27859,SbI5F6,0.474747
mp-27861,Ce(Re2Si)2,0.5506216
mp-27865,KMgCl3,0.8732658
mp-27866,MoS2Cl3,0.04058088
mp-27868,VNCl4,0.43589103
mp-27869,Ba2PCl,0.022039367
mp-27871,RhBr3,0.8892419
mp-27876,B2H3,0.4094948
mp-27878,NaSb5O8,0.03769023
mp-27880,Nb3Cl7,0.7298616
mp-27882,Cs2GeCl6,0.9810369
mp-27884,Ti3Fe3O,0.07769408
mp-27889,K(V5S8)2,0.68648785
mp-27892,B5H11N2,0.6530917
mp-27893,B5H9N,0.7471141
mp-27896,BF3,0.6268286
mp-27897,Ba(NO2)2,0.022533687
mp-27899,Cd3AsCl3,0.020989375
mp-27907,Sb6Pb4S13,0.9026539
mp-27908,Fe12N5,0.18916793
mp-27911,BiAsO4,0.9751853
mp-27914,Na3BiO3,0.69398737
mp-27917,Ca3SiO5,0.6631809
mp-27918,Sc3Si4Ni11,0.93647134
mp-27920,Li8CoO6,0.4986819
mp-27925,KEr2F7,0.9822552
mp-27926,AsClF8,0.80885714
mp-27928,Ge2S3I2,0.09943711
mp-27929,LaCl,0.03214263
mp-27935,AlICl6,0.093830705
mp-27936,Na2SbF5,0.68333554
mp-27937,W(ClO)2,0.051184587
mp-27938,Tl6SI4,0.8685233
mp-27941,AgClO3,0.728562
mp-27949,Si2H6O,0.24451269
mp-27952,SNCl,0.70670086
mp-27954,CuN3,0.0148894
mp-27966,Ag2Mo2O7,0.9890298
mp-27971,AcCl3,0.68193525
mp-27972,AcBr3,0.9126103
mp-27974,PuBr3,0.7090592
mp-27975,NdBr3,0.5947086
mp-27978,PuI3,0.87189215
mp-27979,LaI3,0.92314667
mp-27981,PuClO,0.5260577
mp-27982,PuBrO,0.4869598
mp-27987,BrF5,0.19505036
mp-27994,HgBrO3,0.22333562
mp-27996,H2SeO3,0.7744275
mp-27998,KNb3O8,0.98888355
mp-28001,Lu(BRh)4,0.46379903
mp-28003,H6OF4,0.54270166
mp-28005,As2(SO4)3,0.006093045
mp-28009,Ca4Fe9O17,0.9902292
mp-28012,ReNF6,0.7146987
mp-28016,Li4Ge9O20,0.87146366
mp-28017,Na8Ti5O14,0.97917557
mp-28019,NbCrSe5,0.56826663
mp-28020,AlCuCl4,0.6796661
mp-28021,Sr5(Br4Cl)2,0.003127827
mp-28022,Na6CdCl8,0.48311862
mp-28025,Sn2SO5,0.043400075
mp-28030,Li8Nb2O9,0.9944754
mp-28037,Mo2SBr2,0.2473134
mp-28038,NbTeBr3,0.65753394
mp-28040,Hf(BH4)4,0.122706
mp-28041,Pb9(Br5O2)2,0.003712143
mp-28043,Tl3AgI5,0.8965283
mp-28044,TmCl3,0.23807697
mp-28048,KTlBr4,0.84207034
mp-28052,B9H11C2,0.6799704
mp-28062,Sb2F7,0.88068837
mp-28064,SbS8Cl3,0.038428828
mp-28070,Rb2TeI6,0.65409184
mp-28074,RbPaF6,0.9341683
mp-28079,Na2Mn2S3,0.8877296
mp-28084,Rb2PdBr6,0.08184356
mp-28085,KAs2F7,0.71051615
mp-28087,Pb4IF7,0.8347103
mp-28089,P4Se3I2,0.006976878
mp-28090,Si2H2S3,0.002573932
mp-28091,In2(TeO3)3,0.007296686
mp-28092,B20H26O,0.46691403
mp-28094,RbDy2Cl7,0.88345945
mp-28095,Au2Se2O7,0.09048119
mp-28096,SCl,0.029706707
mp-28102,Ba3Te4O11,0.9807968
mp-28107,Na4Ge2Te5,0.06930281
mp-28108,Na4SnTe4,0.71467173
mp-28109,SbAsO3,0.5278753
mp-28111,K3NO3,0.022425994
mp-28112,In5Cl9,0.30053
mp-28113,WSF4,0.419257
mp-28117,VCl3,0.46925405
mp-28118,AlSbI6,0.84692144
mp-28122,LiGdCl4,0.9027782
mp-28123,H7NF4,0.95403355
mp-28124,H8NF5,0.9307535
mp-28126,K2GeTe4,0.569505
mp-28128,SCl2,0.22110067
mp-28129,Ba(SbS2)2,0.026393984
mp-28131,C(Se2Br)2,0.01014312
mp-28134,Ba2As2S5,0.92510927
mp-28135,NbXeF11,0.96762276
mp-28136,Hg2IO,0.034312014
mp-28137,Co(ClO4)2,0.23301102
mp-28138,Ni(ClO4)2,0.09719032
mp-28143,H8S5N2,0.27452996
mp-28144,SiBi2O5,0.98537827
mp-28145,Rb2PdCl6,0.13625473
mp-28146,LiGa5O8,0.947084
mp-28151,Ho3Ni19B10,0.94631475
mp-28153,Ca(AuF6)2,0.660825
mp-28155,LaNb5O14,0.99418056
mp-28156,NaGdCl4,0.9591543
mp-28157,P(HO)3,0.023469396
mp-28159,As(BrF2)3,0.21197918
mp-28161,Na3P6N11,0.7394008
mp-28162,V2NiO6,0.9645635
mp-28163,K2PdF4,0.9285913
mp-28167,Th6CoBr15,0.6347644
mp-28168,Th6CBr14,0.7084597
mp-28175,Pd(SeCl3)2,0.24224837
mp-28177,NaSbCl6,0.791469
mp-28185,TaClF8,0.44692507
mp-28189,FeSeCl7,0.38107628
mp-28194,BiClF8,0.14579743
mp-28195,SiAg2O3,0.9829123
mp-28196,KH9O5,0.93178284
mp-28198,RbInI4,0.95064217
mp-28202,K3NO4,0.1118595
mp-28205,Na3ReO5,0.9827176
mp-28207,V2S2O11,0.81644475
mp-28208,ZrFeCl6,0.6135076
mp-28216,Lu6Ge4O17,0.9884487
mp-28218,TlCdCl3,0.90497875
mp-28219,TlCdBr3,0.93406206
mp-28220,HfFeCl6,0.76112217
mp-28224,Hg2AsCl2,0.7733689
mp-28226,MnCr2O4,0.48070827
mp-28228,Ag7Te4,0.6143977
mp-28234,CaAl12O19,0.89498115
mp-28241,ZrI2,0.7173382
mp-28244,TlBO2,0.6823081
mp-28247,K2PtI6,0.51574683
mp-28251,Ta2Zn3O8,0.9933385
mp-28252,Ba5(GaS4)2,0.004313447
mp-28253,LiBiO2,0.8158161
mp-28256,V2Se9,0.06969212
mp-28257,SOF2,0.006299258
mp-28260,WBr4O,0.70779884
mp-28262,Na5MnO4,0.79291654
mp-28263,KH3O2,0.8676269
mp-28264,RbH3O2,0.9341581
mp-28268,PtI3,0.2276811
mp-28273,K3CuO2,0.69777954
mp-28274,Ba3In2F12,0.98095506
mp-28275,Rb2PrCl5,0.97348166
mp-28276,K2PrBr5,0.98771113
mp-28277,K2PrI5,0.97518003
mp-28278,Na2GeSe3,0.93582237
mp-28279,Gd2NCl3,0.56598395
mp-28280,K5V3O10,0.93593496
mp-28286,Na3Sb5F18,0.5962682
mp-28289,SiH3F,0.033752967
mp-28290,CdTeO3,0.9805581
mp-28291,Ge(SF6)2,0.4989365
mp-28293,SnPCl9,0.7969657
mp-28295,CsIO3,0.81871164
mp-28296,Ba3GaSb3,0.46675548
mp-28299,USe2O7,0.9472055
mp-28303,Na3SiSe4,0.3053691
mp-28315,Rb4CdBr6,0.5314351
mp-28316,K3LiSi4,0.050274454
mp-28317,NaCu5S3,0.9060611
mp-28318,HgTeO3,0.9494474
mp-28319,PtI2,0.041976586
mp-28321,Sc7CI12,0.8973017
mp-28326,LiGaBr4,0.5658339
mp-28327,LiGaBr3,0.30177563
mp-28328,RbI3,0.5979866
mp-28329,TlI3,0.6030122
mp-28330,TeAuCl7,0.51813173
mp-28331,V2Zn4O9,0.96735865
mp-28332,CsTlI4,0.9740528
mp-28337,V4As2O13,0.97147185
mp-28338,Mn2O7,0.059720725
mp-28341,LiGaCl4,0.903197
mp-28344,Zr6CI14,0.7044383
mp-28345,Zr6CI12,0.7716854
mp-28346,SrSe2O5,0.96230024
mp-28348,Ba2As2Se5,0.9164971
mp-28349,H2NO2,0.80026305
mp-28351,Dy2GeO5,0.98739237
mp-28355,Na4Ge2Se5,0.5140122
mp-28356,U6Cu2S13,0.7877442
mp-28358,NbAlCl8,0.9054701
mp-28360,Na3CrCl6,0.9395275
mp-28361,Al2CdCl8,0.88375807
mp-28364,Rb2CdO2,0.79648954
mp-28365,Na3AuO2,0.023358695
mp-28366,Gd2B5,0.26793805
mp-28368,TlAuCl4,0.28222498
mp-28371,K2Zn3O4,0.45827067
mp-28372,AuSeCl7,0.3928814
mp-28375,Ta2AgF12,0.92694134
mp-28376,CuAuF5,0.3238962
mp-28378,HfFeSi2,0.38725144
mp-28380,Rb3TlO3,0.7204892
mp-28381,Cs3InO3,0.8499545
mp-28382,K4ZnO3,0.8319673
mp-28385,Sc5(Re2Si3)4,0.009400517
mp-28387,PAuCl8,0.055416673
mp-28390,CS3N4,0.32387543
mp-28391,SiCl4,0.6434077
mp-28393,P3Se4I,0.013297615
mp-28394,Tl2PSe3,0.9564531
mp-28397,Sr4Bi6Se13,0.8133436
mp-28399,H2CS3,0.035746895
mp-28402,Zn(Bi3O5)4,0.007439555
mp-28403,Ba2WO5,0.99417084
mp-28405,S(ClO)2,0.033163156
mp-28406,SCl2O,0.023608234
mp-28407,SBr2O,0.003739831
mp-28408,KTcCl3,0.003842592
mp-28412,Ho2Ni12P7,0.972147
mp-28414,Nd2GeO5,0.9866223
mp-28416,Ce3Sn7,0.6171795
mp-28419,K2TeSe3,0.08238502
mp-28420,SrH4O3,0.8353819
mp-28421,Cs2HgI4,0.930835
mp-28426,B2PCl2,0.001806152
mp-28429,Na2PrO3,0.08950099
mp-28430,Na2TbO3,0.054346703
mp-28431,Sb(IF3)2,0.752026
mp-28432,Tl3Cd2I7,0.9183105
mp-28433,RbClO4,0.30580777
mp-28435,KFeCl4,0.95810896
mp-28439,KSc2F7,0.98486865
mp-28442,TlAs5S8,0.922923
mp-28444,Fe3(SiO4)2,0.000422756
mp-28449,CsTbF5,0.6325328
mp-28450,Li4P2O7,0.92421484
mp-28452,Fe3W3N,0.005612927
mp-28453,CsAuI3,0.49021035
mp-28454,Sm(Mo4O7)2,0.43403938
mp-28455,Hg2P2O7,0.9806055
mp-28456,Sn15Os3O14,0.005632733
mp-28460,Br2O,0.03215919
mp-28464,Re3(TeI)7,0.014820178
mp-28471,Li3AsS3,0.86293566
mp-28472,Er10Ru10C19,0.6977255
mp-28473,CClF3,0.2827919
mp-28474,S7(N3O4)2,0.028610073
mp-28475,H2Pb3O4,0.8823898
mp-28476,SrBiSe3,0.25131497
mp-28477,Sr(ClO3)2,0.37051857
mp-28478,NaTe3,0.107251376
mp-28481,Ti(ClO4)4,0.13460763
mp-28483,WBr6,0.84781545
mp-28484,TlMo6O17,0.90378815
mp-28485,Sb5IO7,0.21243495
mp-28486,Cs2Ni3S4,0.45689073
mp-28488,CuPtF6,0.43968365
mp-28495,ZrBr2,0.8496057
mp-28496,K2UCl5,0.8505033
mp-28499,Al10Ge2O19,0.88221633
mp-28501,K2(NbCl3)3,0.040005323
mp-28503,Al10Si2O19,0.93364394
mp-28507,La8Nb7S22,0.40772524
mp-28510,Li3BiO3,0.29285204
mp-28511,Zr2P,0.024225045
mp-28512,Ba(ClO3)2,0.6022368
mp-28513,Pb(ClO3)2,0.03607353
mp-28514,Ba(BrO3)2,0.5333823
mp-28516,LuMnGe2,0.87292975
mp-28517,Tl6SeI4,0.8681521
mp-28518,Tl6SBr4,0.2894974
mp-28520,Rb2SnTe5,0.6034334
mp-28522,Gd2CBr,0.41448203
mp-28525,Mn15(Br3O10)2,0.002647501
mp-28529,KInBr3,0.74642855
mp-28532,CrInBr3,0.119212285
mp-28535,Ca2Se3O8,0.98199743
mp-28536,BaSe2O5,0.94322634
mp-28537,As2PbO4,0.8889392
mp-28538,SiH3I,0.47572428
mp-28539,Rb3Mo15Se17,0.80842936
mp-28541,Bi2P4O13,0.97090054
mp-28542,Na3ErCl6,0.90561193
mp-28545,RbLiO,0.5442165
mp-28546,Eu4Cl6O,0.3743507
mp-28548,Li8GeO6,0.594225
mp-28549,Li8SiO6,0.59227467
mp-28550,Hf2Ag3F14,0.5696705
mp-28551,H8CN6,0.43009368
mp-28555,RbSF5,0.4304294
mp-28556,Na3CuO3,0.2027383
mp-28557,Ag2PdCl4,0.21946879
mp-28562,RbAsSe2,0.9685337
mp-28563,CsAsSe2,0.96928596
mp-28564,Rb4PbBr6,0.7038056
mp-28566,NaTiSe4,0.06880658
mp-28568,Rb3CuO2,0.3845501
mp-28569,NaInBr4,0.73349416
mp-28570,NaInI4,0.90347207
mp-28572,LaBr2,0.23540536
mp-28575,W(S4Cl3)2,0.007969116
mp-28577,RbBrF4,0.44916588
mp-28579,Hg3(TeI)2,0.09062412
mp-28580,Y2NCl3,0.35136208
mp-28584,Tl2CuI3,0.8633994
mp-28585,Nb3ICl6,0.6581593
mp-28586,AgXeF9,0.88236594
mp-28587,BaH8O5,0.5220592
mp-28590,Hg4As2I3,0.89901215
mp-28591,Na4HgP2,0.16170593
mp-28592,Li7Br3O2,0.57623816
mp-28597,Na5InTe4,0.69383144
mp-28599,Na4Br2O,0.18829876
mp-28600,Rb2FeF5,0.9842867
mp-28601,NbBr5,0.5130963
mp-28606,K3AuSe13,0.13240393
mp-28607,UReB3,0.35194394
mp-28611,ThTa2O7,0.98439723
mp-28619,VSeO4,0.84510744
mp-28620,Zr3SO9,0.32063085
mp-28623,Li4Ge5O12,0.79851365
mp-28631,Nd(Mo4O7)2,0.40968448
mp-28634,KI3F16,0.3807107
mp-28636,Os2(CO)7,0.004726556
mp-28638,Gd2CCl,0.2533219
mp-28639,Tl2GeTe5,0.67000645
mp-28641,ThB2O5,0.97759306
mp-28642,Ba3AlF9,0.98486274
mp-28643,H9CN9,0.060178954
mp-28647,AsBr5F6,0.007724161
mp-28649,NaTi8O13,0.6447691
mp-28651,Cs2IrCl6,0.9777736
mp-28653,NdTa3O9,0.98852926
mp-28658,Na2CdCl4,0.9580566
mp-28662,Tl2SnTe3,0.9330209
mp-28663,Mg14Si5O24,0.83231574
mp-28668,B9H11N4,0.69258314
mp-28669,Mn(SeO3)2,0.65710014
mp-28671,ZrTe2Br5,0.16809732
mp-28672,Zr2TeBr12,0.13954604
mp-28675,Ba2Nb15O32,0.61313933
mp-28676,S2O5F2,0.1857012
mp-28679,NaGaBr4,0.36226976
mp-28680,KGaBr4,0.9869543
mp-28684,Sb7Se8F35,0.20943853
mp-28686,Ni(H2N)2,0.105003834
mp-28687,U2Cu4As5,0.2424411
mp-28692,Cs2CuF6,0.5061638
mp-28696,K3FeO4,0.2727892
mp-28698,Na4IrO4,0.65695846
mp-28700,Fe2Pb3F12,0.9688589
mp-28701,CsSbS6,0.54009867
mp-28704,Cr4As3,0.25309876
mp-28707,PrNb5O14,0.9926803
mp-28708,In3(PO4)2,0.006672826
mp-28710,BaGe2S5,0.9636403
mp-28711,Sb2S2O,0.11251646
mp-28713,Na2Te2O5,0.8082594
mp-28714,Dy(AlCl4)3,0.13584757
mp-28716,Na2CrCl4,0.83110714
mp-28717,Cu6As4S9,0.874947
mp-28719,Ba(AuF4)2,0.60737395
mp-28721,Pt(SCl4)2,0.3206314
mp-28724,Gd2CI,0.54563123
mp-28726,KYF4,0.9628964
mp-28728,K6Sn3As5,0.64251393
mp-28729,Ag25(BiO6)3,0.002857909
mp-28730,In7Cl9,0.22627777
mp-28731,V6C5,0.06441031
mp-28741,CuSe3Br,0.06727326
mp-28744,Y4OsBr4,0.683933
mp-28745,Nb2Te6I,0.74142516
mp-28754,Nb3GeTe6,0.32288274
mp-28755,GdCBr,0.35644102
mp-28757,Nd(AlBr4)3,0.7263691
mp-28758,KPd2F5,0.8556018
mp-28759,Al7(TlS4)3,0.000188018
mp-28760,KRbS,0.56400704
mp-28761,Sr7Mn4O15,0.94979805
mp-28765,CBr3F,0.082053974
mp-28768,Na4SnSe4,0.62707967
mp-28769,K(SnSe2)2,0.8485534
mp-28771,Sr2FeN2,0.97479284
mp-28772,SbSCl9,0.25240308
mp-28773,Na4Ga2S5,0.91871506
mp-28774,KSnF3,0.9009635
mp-28776,K2UBr5,0.97414213
mp-28778,KScF4,0.98157966
mp-28781,PrZr3F15,0.9574856
mp-28788,Ba9(AuO6)2,0.040549118
mp-28789,Na4Cu2S3,0.4477634
