mat_id,av_drop,max_drop,min_drop
mp-35,0.9863648165214258,0.9863648165214258,0.9863648165214258
mp-43,0.7285911202267314,0.82668803510144,0.6503321135281689
mp-172,0.7035341937470578,0.9286134017068467,0.4972128932393988
mp-202,-1.0,-1.0,-1.0
mp-226,0.9801380276166256,0.9809963563072002,0.9794168765192907
mp-287,0.985743537742828,0.9988380542675811,0.9791053585040158
mp-299,0.994309511809019,0.9978697647541126,0.989614248486197
mp-308,0.7894318253440521,0.9402740450956506,0.6385896055924536
mp-310,0.370785995240431,0.6224506863522318,0.11912130412863016
mp-337,-1.0,-1.0,-1.0
mp-355,-1.0,-1.0,-1.0
mp-356,0.9747104792014133,0.9750019963668715,0.9744108745721585
mp-392,0.9713307992273561,0.9713307992273561,0.9713307992273561
mp-397,0.995494673289886,0.9974004875726672,0.9935888590071048
mp-411,0.9792969609333304,0.989336592848249,0.9692573290184117
mp-449,0.9862485521160735,0.9865155457585623,0.9859815584735849
mp-569,0.6116701786987976,0.7331551107238514,0.4901852466737438
mp-597,0.9749649404037798,0.9786170846496757,0.9731152141070296
mp-606,0.9651449264214841,0.9651449264214841,0.9651449264214841
mp-614,0.9960298371632311,0.9962651418731651,0.9958170728920483
mp-639,0.6006924579830808,0.9315998807575906,-0.04369666432207957
mp-644,0.9610013707748823,0.9610013707748823,0.9610013707748823
mp-654,0.9997545263224573,1.0244178575492755,0.9872887403827051
mp-666,0.9732686296758927,0.9732686296758927,0.9732686296758927
mp-681,0.9911459540294646,0.9923413231438581,0.989950584915071
mp-698,0.8630017067212515,0.9759767675300898,0.6390288108203768
mp-723,0.975295225329234,0.9757521265900196,0.9748383240684482
mp-748,0.9966517622519403,0.9970903523961673,0.9962131721077133
mp-764,0.9684271097957646,0.9749673287722266,0.9618868908193028
mp-774,0.9933922349736698,0.9985266406902902,0.98884496172475
mp-775,0.9704490048254474,0.970759127240013,0.9701847276202309
mp-787,0.959735028657541,0.959735028657541,0.959735028657541
mp-807,0.979637187600465,0.9796623387167915,0.9796120364841384
mp-809,0.9731591866635041,0.9777414491050201,0.968576924221988
mp-821,0.9128812510791386,0.9785019018891161,0.8472606002691612
mp-843,0.9889654770774458,0.9890969802307585,0.9888302516345917
mp-853,0.45198949164590596,0.6966576209516159,-0.029698520808688074
mp-863,0.9639029751860313,0.9647410212114005,0.9630649291606621
mp-880,0.9898878855691216,0.9928506095376459,0.9882410532957766
mp-881,0.9791983211683087,0.9792777522612642,0.9791145859464758
mp-943,0.7505624612529201,0.7686699628177396,0.7212523561003245
mp-964,-1.0,-1.0,-1.0
mp-973,0.819151573869578,0.9572279084519377,0.6810752392872184
mp-978,0.6806988528043817,0.9776894967391836,0.17193530673825616
mp-995,0.9889155429659212,0.9905814441101,0.9872496418217425
mp-1015,0.9898438295356711,0.990031894463333,0.9896557646080091
mp-1016,0.9836465220297842,0.9836465220297842,0.9836465220297842
mp-1023,0.9755000745754883,0.980467268077091,0.9728597947097007
mp-1043,0.51774708093816,0.9294616624032124,0.10603249947310776
mp-1051,0.994017361310747,0.994939590346796,0.9930951322746979
mp-1075,0.6659519078828067,0.7739143487560147,0.5579894670095986
mp-1107,0.8584083061295712,1.0164998812063546,0.7003167310527878
mp-1111,0.9849200594346805,0.9850691152659673,0.9847710036033938
mp-1179,0.4508403264868259,0.6951517756198298,-0.030489454647621657
mp-1200,0.4138321103080521,0.6389166256165497,0.18874759499955457
mp-1237,0.5657705594703342,0.6354087862271393,0.4961323327135292
mp-1261,0.9941596712353675,0.9941876793458094,0.9941315817889217
mp-1311,0.994296368501514,0.9989964579791654,0.9895962790238628
mp-1314,-1.0,-1.0,-1.0
mp-1355,-1.0,-1.0,-1.0
mp-1383,0.7788007207963876,0.8518534566298114,0.705747984962964
mp-1384,0.990639274932908,1.106180047049351,0.8750985028164651
mp-1389,-1.0,-1.0,-1.0
mp-1426,0.9908629366692624,0.9926372769885664,0.987407013231334
mp-1428,0.9938130702178345,0.9943949689893675,0.9930176864302871
mp-1429,0.9727399343418923,0.9774485433069307,0.968031325376854
mp-1436,0.6889448617422422,0.6895515616739463,0.6883381618105382
mp-1455,0.9777464257773953,0.9780520936693571,0.9772551404952076
mp-1473,0.9853999549461578,0.9871764085192556,0.9836235013730602
mp-1477,1.0053513257981617,1.777998941464756,0.5103064007945729
mp-1478,0.5845780215280659,0.5845780215280659,0.5845780215280659
mp-1506,0.6644699783243795,0.9225644132495605,0.4395468625456001
mp-1510,-1.0,-1.0,-1.0
mp-1513,0.9843570945611024,0.995377511754794,0.9733366773674107
mp-1521,1.046055367774917,1.0469161085734207,1.0443972109178863
mp-1553,0.4520703910692891,0.6958414346637474,-0.029940756878188517
mp-1556,0.9865579743725608,0.9865588749780668,0.9865570737670546
mp-1567,-1.0,-1.0,-1.0
mp-1619,1.0813638564612111,1.3842143192818965,0.9297499315831633
mp-1658,0.997381615409134,0.997381615409134,0.997381615409134
mp-1673,0.7518352679201072,0.9787753722188803,0.592956435475176
mp-1679,0.9955607533539907,0.9957779258023305,0.9953435809056509
mp-1714,0.9863587239941315,0.9899036196847277,0.9843524946606309
mp-1716,0.9902852017591443,0.9942074520153977,0.983564270037879
mp-1721,0.9888122618260823,0.9888122618260823,0.9888122618260823
mp-1724,0.9897349157517059,0.9913393808448744,0.9881304506585376
mp-1726,0.997580543932731,0.997580543932731,0.997580543932731
mp-1729,0.9918750412433508,0.9937957661281511,0.9899543163585506
mp-1731,0.9946004661745901,1.020232967596945,0.9689679647522351
mp-1759,0.9958221051375333,0.9958221051375333,0.9958221051375333
mp-1760,0.9649394998101128,0.9649394998101128,0.9649394998101128
mp-1777,0.9957859846332139,0.9957859846332139,0.9957859846332139
mp-1806,0.9981091884495018,0.998950544335718,0.9972678325632857
mp-1808,0.9797560351448947,0.9826712481590232,0.9741502420715136
mp-1824,0.4528933035896334,0.7036717910266567,-0.03389127675399992
mp-1852,0.894449550135159,0.9877514904122752,0.8011476098580429
mp-1854,0.5920926330349492,0.622896952672767,0.5617607968797709
mp-1908,0.9755648838231273,0.9791635603540845,0.9729291953408566
mp-1928,0.9545618454364041,0.9560081134510086,0.9531155774217996
mp-1967,1.0553878860561758,1.1000438365768614,1.0311514626230853
mp-1992,0.9669882147606194,0.9669882147606194,0.9669882147606194
mp-2018,0.9874793068403221,0.9876480020961218,0.9873106115845225
mp-2033,0.4374307517276943,0.48824679368587753,0.3866147097695111
mp-2042,0.9940247018240373,0.9949144474479239,0.9931349562001509
mp-2056,0.5016721261265442,0.5966227242122766,0.35169626482624383
mp-2058,0.9914992168766185,0.9930162564031941,0.9893845121769032
mp-2066,0.9881800476725524,0.9888215519964323,0.9875385433486725
mp-2084,0.8419203849898461,0.9425719985081995,0.7780406398227261
mp-2086,0.9822978669941556,0.9823087818903183,0.9822869520979929
mp-2137,-1.0,-1.0,-1.0
mp-2146,-1.0,-1.0,-1.0
mp-2152,0.47289903884528683,0.6886393461656783,0.2571587315248953
mp-2216,-1.0,-1.0,-1.0
mp-2288,0.9846370632393864,0.9846455292966657,0.9846285971821069
mp-2295,0.9847171773271947,0.9848318217910689,0.984593728946077
mp-2296,-1.0,-1.0,-1.0
mp-2317,0.4701610487568103,0.6886114174932689,0.25171068002035174
mp-2361,0.9489526594436051,0.9513869291799887,0.9465183897072215
mp-2370,0.7333780158136772,0.90692844686499,0.5603020791503964
mp-2409,0.5841365374522335,0.7795541804570552,0.4166622724192995
mp-2436,0.9917746350179361,0.9954434790082682,0.9899125806824136
mp-2454,0.3723153084580917,0.5871758620372352,0.1574547548789482
mp-2496,-1.0,-1.0,-1.0
mp-2503,0.9868490625318663,0.991463698873215,0.9801656848467417
mp-2512,0.9591034279871256,0.9649104532857027,0.9532964026885485
mp-2523,0.9778218919664156,0.9779161327513413,0.9777282827144083
mp-2531,0.9698566775921292,0.9716322606073245,0.9680810945769339
mp-2548,0.9831879610309833,0.9832052015556687,0.9831707205062978
mp-2551,0.4147129679139997,0.6406009211643686,0.18882501466363072
mp-2562,0.8110279065080723,0.9108834734440037,0.7111723395721411
