mat_id,drop_values
mp-853,[0.92332089 0.77062264 0.54911308]
mp-863,[0.96513255 0.96125853]
mp-878,[-0.05976998  2.17743566  1.15423506]
mp-879,[0.97249439]
mp-880,[0.98857199 0.99285061 0.98824105]
mp-881,[0.97920263 0.97927775 0.97911459]
mp-909,[0.84353352 0.64423645 0.86930207]
mp-943,[0.70974755 0.76402875 0.77147504]
mp-951,[0.99011445 0.96955701]
mp-956,[0.8945185]
mp-964,[0.96354185 0.60273683 0.13768298]
mp-973,[0.95926415 0.7494005 ]
mp-975,[0.97628368 0.9770869  0.91076872]
mp-976,[1.03829621 1.09484181 0.8859725 ]
mp-978,[0.89035887 0.98300327 0.22173765]
mp-980,[0.96077778 0.91526991]
mp-986,[0.95801314 0.95807515 0.95812933]
mp-995,[0.98721063 0.99040448]
mp-1015,[0.9899743  0.98956412]
mp-1016,[0.98371311]
mp-1023,[0.98063735 0.9728797  0.97254463]
mp-1029,[0.99926572 0.99520287]
mp-1031,[0.99276853 0.99273444 0.99270005]
mp-1043,[0.91308949 0.39708799]
mp-1045,[0.99835656 0.99764381 0.99781141]
mp-1051,[0.99098367 0.99661796]
mp-1056,[0.99713652]
mp-1062,[0.96281824 0.96286603 0.96290602]
mp-1074,[-1]
mp-1075,[0.57098439 0.78395238]
mp-1085,[0.56620575 0.85330377]
mp-1096,[0.96430082 0.96517016]
mp-1107,[1.01835473 0.53657304]
mp-1111,[-1]
mp-1112,[0.67885683 0.86348106]
mp-1147,[0.93445061 0.99505525]
mp-1163,[0.92594274 0.91760352]
mp-1179,[0.92091732 0.76921144 0.55102803]
mp-1200,[0.4753531  0.73742395]
mp-1217,[-1]
mp-1237,[0.69153006 0.61335251]
mp-1261,[0.99418768 0.99415975 0.99413158]
mp-1273,[-1]
mp-1311,[0.99898362 0.98861923]
mp-1314,[-1]
mp-1323,[-1]
mp-1355,[-1]
mp-1382,[0.97070061]
mp-1383,[0.97445213 0.95993877]
mp-1384,[1.08428657 0.87737888]
mp-1385,[0.94341394]
mp-1389,[-1]
mp-1397,[2.86228942 0.9893474  0.19751975]
mp-1409,[0.991534   0.98986537]
mp-1419,[0.99630521 0.99855755 0.99849339]
mp-1422,[0.9757594  0.88824558]
mp-1426,[0.9927085  0.99263986 0.98732587]
mp-1427,[0.99738536]
mp-1428,[0.99428164 0.99311433 0.99409637]
mp-1429,[0.9776376  0.96736371]
mp-1436,[0.69464788 0.75127458]
mp-1455,[0.97746515 0.97860281 0.97877319]
mp-1468,[-1]
mp-1469,[-1]
mp-1473,[0.98452056 0.98406299]
mp-1477,[1.86342284 0.42349921 0.72381808]
mp-1478,[-0.13375789]
mp-1506,[0.71613273 0.93416386 0.615895  ]
mp-1510,[-1]
mp-1513,[0.97343148 0.99545587]
mp-1518,[0.94350815 0.94338458 0.94325435]
mp-1521,[1.04439721 1.04889747 1.04877457]
mp-1525,[0.97171934 0.97077904]
mp-1553,[0.92222442 0.76969553 0.55022665]
mp-1556,[0.98655887 0.98655707]
mp-1559,[ 0.1099452  -0.74953168 -0.85724787]
mp-1567,[-1]
mp-1568,[-1]
mp-1581,[1.26206141 0.98594021 0.72066285]
mp-1582,[0.99263702 0.79498935 0.97420843]
mp-1588,[0.9913876  0.98972666 0.9966071 ]
mp-1597,[0.94183964 0.94247588]
mp-1619,[1.43478986 0.93172842 0.93224014]
mp-1654,[0.87249646 0.73571445]
mp-1655,[0.93097192 0.93872055]
mp-1657,[0.4533897  0.40909952 0.64891706]
mp-1658,[0.99693584]
mp-1666,[0.97120279 0.94866182 0.9425675 ]
mp-1673,[0.61818202 0.9775252  0.61358751]
mp-1679,[0.99535053 0.98948217]
mp-1707,[0.99666992 0.79992949 0.74408758]
mp-1714,[0.98421529 0.98933316 0.98368623]
mp-1716,[0.98523379 0.99455945 0.99368676]
mp-1721,[0.98257875]
mp-1724,[0.991343   0.98792798]
mp-1726,[0.99878689]
mp-1729,[-0.0760715   0.76491102]
mp-1731,[1.02566836 0.96830144]
mp-1745,[0.88353319 0.7703075 ]
mp-1747,[0.97264978 0.9723053 ]
mp-1754,[0.97218913 0.97218201 0.87713655]
mp-1759,[0.97582231]
mp-1760,[0.9987817]
mp-1767,[0.99659558]
mp-1777,[0.99715509]
mp-1798,[0.95579058 0.95969667]
mp-1804,[0.22056263 0.4777563  0.49624295]
mp-1806,[0.99892607 0.99744798]
mp-1808,[0.97415057 0.98267068 0.98244616]
mp-1824,[0.56783047 0.91159849 0.77495859]
mp-1840,[0.99718803 0.98488297 0.99113727]
mp-1849,[0.97136058 0.94288364]
mp-1852,[0.80127497 0.98771804]
mp-1854,[0.95331213 0.95256217 0.95196958]
mp-1875,[0.45740253 0.98367914 0.35355704]
mp-1888,[-1]
mp-1897,[0.96937696 0.9664864 ]
mp-1898,[0.39646357 0.8417309 ]
mp-1908,[0.97282539 0.97307313 0.97739171]
mp-1910,[0.97223852 0.91539494 0.91472765]
mp-1911,[0.96775067 0.96773617 0.96771439]
mp-1928,[0.95312423 0.9552156 ]
mp-1959,[0.96925068 0.96862414]
mp-1967,[1.02543761 0.99864192 1.06623891]
mp-1974,[0.5469456  0.72092683 0.66738917]
mp-1990,[-0.27775258]
mp-1992,[0.96693704]
mp-1999,[0.98845468 0.89804249]
mp-2018,[0.9887636  0.98838415]
mp-2033,[0.48679506 0.4428215 ]
mp-2042,[0.99313494 0.99491445]
mp-2056,[0.55876708 0.59912891 0.35169626]
mp-2058,[0.98979152 0.99321958 0.99204241]
mp-2066,[0.98753854 0.98882155]
mp-2084,[0.8866448  1.03627491 0.48284568]
mp-2086,[0.98230878 0.98228695]
mp-2088,[0.59259802 0.89016523]
mp-2092,[0.95288058 0.95272696 0.95257301]
mp-2098,[0.57373428 0.87042701]
mp-2104,[0.96239816 0.96207776]
mp-2109,[0.89227511 0.97064439]
mp-2137,[-1]
mp-2146,[-1]
mp-2149,[0.82109626 0.9359529 ]
mp-2152,[0.55877901 0.78561454]
mp-2154,[0.96499224 0.96420304]
mp-2173,[0.99813253 0.99952229 0.99782938]
mp-2184,[0.97673761 0.97513926]
mp-2209,[0.96896249 0.93940675]
mp-2216,[-1]
mp-2232,[0.99299908 0.99649409 0.99305395]
mp-2234,[ 0.90829936  1.39875159 -0.05611135]
mp-2236,[0.87095147 0.96766533 0.86417317]
mp-2254,[0.99821581 0.98250926 0.99201078]
mp-2269,[0.96859071 0.96803263]
mp-2275,[0.44827161 0.95955513 0.84240719]
mp-2279,[0.98306941 0.98301898 0.98296797]
mp-2288,[0.98464553 0.9846286 ]
mp-2289,[0.966552   0.95764133]
mp-2292,[0.99845023]
mp-2295,[0.85660986 0.57044841 0.32043703]
mp-2296,[-1]
mp-2317,[0.56966987 0.77923284]
mp-2345,[0.99764179 0.99670565 0.99674479]
mp-2361,[0.95197839 0.94626804]
mp-2370,[0.92877972 0.64476135 0.57254095]
mp-2409,[0.85429827 0.42318312 0.53886413]
mp-2413,[0.94299173 0.95781728 0.95772502]
mp-2414,[0.9995672  0.99984562 0.99977976]
mp-2416,[0.99070159 0.99833408 0.99689783]
mp-2423,[0.95547378 0.95505528]
mp-2436,[0.99000305 0.98994866 0.9953888 ]
mp-2447,[-1]
mp-2452,[0.98230066 0.92021093]
mp-2454,[0.16832322 0.64624467]
mp-2496,[-1]
mp-2497,[0.99175951 0.99172565 0.99169152]
mp-2503,[0.99146302 0.98171461 0.98781196]
mp-2512,[0.96513854 0.95286422 0.96963137]
mp-2514,[0.98241723]
mp-2523,[0.97791613 0.97782126 0.97772828]
mp-2531,[0.9679161  0.99211057]
mp-2548,[0.9832052  0.98317072]
mp-2551,[0.47401301 0.73890336]
mp-2562,[0.70811918 0.90778996]
mp-2563,[0.9678578  0.96739283]
mp-2565,[-1]
mp-2566,[0.98556677 0.98553686]
mp-2571,[0.99820088]
mp-2584,[0.99133235 0.99273641]
mp-2588,[0.98440454 0.97769112]
mp-2622,[0.95398355]
mp-2625,[0.94461038]
mp-2629,[0.99267739 0.82788094 0.96796996]
mp-2632,[0.99083792 0.99761068 0.99797256]
mp-2636,[0.99252232 0.99248724 0.99245189]
mp-2650,[-1]
mp-2651,[0.99909461 0.99578825]
mp-2652,[0.9976731  0.99661783 0.99669634]
mp-2675,[0.99463275 0.98758557]
mp-2689,[-1]
mp-2707,[0.41177135 0.366465   0.61170252]
mp-2716,[0.97203734 0.97702226 0.97232275]
mp-2717,[0.21963066 0.71033959]
mp-2721,[1.07283409 0.76974613]
mp-2729,[0.9924886]
mp-2748,[0.9666847  0.96676395 0.96702542]
mp-2750,[0.9990549  0.99471484]
mp-2753,[0.84852568 0.79653631 0.97448521]
mp-2754,[0.91214262 0.91903043]
mp-2756,[0.96882135 0.96876181 0.96870008]
mp-2759,[0.98714567 0.99426541]
mp-2764,[0.99524812 0.99362108]
mp-2779,[0.99331424 0.9937171 ]
mp-2780,[0.99392356 0.99732834]
mp-2794,[0.9858025  0.98657443]
mp-2801,[0.63869061 0.64101674]
mp-2804,[0.92756028]
mp-2827,[0.68672831 0.87382693 0.47016492]
mp-2832,[0.99643736 0.99617884]
mp-2837,[0.49842603 0.89569071 0.61551943]
mp-2838,[0.41560222 0.3949255  0.37664999]
mp-2839,[0.95475864]
mp-2840,[0.96540393 0.9696525 ]
mp-2848,[0.97538706]
mp-2849,[0.96870389 0.98132993 0.98163319]
mp-2856,[0.8252489  0.49348924 0.22016261]
mp-2863,[0.95696881 0.95646945]
mp-2868,[0.93733925]
mp-2878,[0.98947302 0.99585496 0.9924673 ]
mp-2879,[0.99461922 0.98921723 0.98694952]
mp-2882,[0.99922221 0.99874133 0.99868634]
mp-2883,[0.98394991 0.99616585]
mp-2884,[0.68109435 0.83188977]
mp-2885,[0.97728671 0.99745137]
mp-2892,[0.99293801 0.99532748 0.99073295]
mp-2895,[0.99561686 0.993738   0.99486869]
mp-2903,[0.93374658 1.00072157]
mp-2910,[0.9987147  0.99239696 0.99321908]
mp-2911,[0.93625217 0.92352045 0.94820647]
mp-2923,[0.99081244]
mp-2928,[0.99824499 0.99894934]
mp-2931,[0.99361826 0.99028452]
mp-2939,[0.99027214]
mp-2943,[0.99788477 0.99535329]
mp-2948,[1.02989131 0.92572526]
mp-2951,[-1]
mp-2955,[0.99797386 0.99511286 0.99629547]
mp-2956,[0.9689294  0.97438713 0.97716445]
mp-2965,[0.93647179]
mp-2968,[0.9825462  0.74737274]
mp-2970,[0.99892552 0.98866414]
mp-2971,[0.87943685 0.91902558]
mp-2973,[0.99772315]
mp-2980,[0.99587875 0.9930881 ]
mp-2981,[-1]
mp-2983,[-1]
mp-2995,[0.99744958 0.98528112]
mp-3006,[0.99704601 0.97913367]
mp-3010,[0.99668253 0.9991204 ]
mp-3017,[1.03178169 0.9984027  0.99840532]
mp-3031,[1.01524593 0.99378129 0.98927321]
mp-3032,[0.99910221 0.99899069 0.99893403]
mp-3033,[0.99615135 0.9959979  0.99943931]
mp-3035,[0.92830977 0.96166276]
mp-3037,[0.9265025  0.92673804 1.16190194]
mp-3042,[0.99883796 0.99882759]
mp-3045,[0.98871429 0.98211719]
mp-3048,[0.98358086 0.81942836]
mp-3050,[0.99370234]
mp-3051,[0.99307719 0.99549765 0.99514777]
mp-3071,[0.99351929 0.98953714]
mp-3073,[0.99552515 0.9924493 ]
mp-3074,[0.99714801 0.99972957]
mp-3075,[0.98935931 0.99016065 1.17045782]
mp-3079,[0.99164771 0.97511487]
mp-3080,[0.99663689 0.99884486 0.99649954]
mp-3082,[0.99964363 0.99865306 0.9961849 ]
mp-3084,[0.99502841 0.99602996 0.99310325]
mp-3094,[0.99130451 0.99923145 0.99837649]
mp-3107,[0.86813511 0.3208194  0.30290896]
mp-3109,[0.84580473]
mp-3114,[-1]
mp-3118,[0.5521465  0.87918305 0.89401728]
mp-3120,[0.99912472 0.99862068 0.99860025]
mp-3138,[2.0331501  1.54994764]
mp-3142,[0.9973979  0.99750922 0.99792222]
mp-3143,[0.98914892 0.99529057]
mp-3154,[0.99760149 0.99837809 0.99741324]
mp-3164,[0.99620368 0.99557924 0.99489664]
mp-3172,[0.995144]
mp-3180,[0.99181864 0.99943059 0.99061737]
mp-3193,[0.99887069 0.99844084 0.99074244]
mp-3202,[0.99299649 0.99128791]
mp-3217,[0.94728279 0.9474541  1.09144115]
mp-3219,[0.98754124 0.99827742]
mp-3222,[0.99049197 0.9903791  0.93450877]
mp-3237,[0.99107644 0.85204733 0.87199001]
mp-3249,[0.99234914 0.99154632]
mp-3252,[0.99483583 0.9949042  0.99500485]
mp-3257,[0.98631522]
mp-3258,[0.99319754 0.99319004]
mp-3263,[0.95224311 0.95209013 1.07170849]
mp-3269,[0.99573695]
mp-3273,[0.99948424 0.99980057]
mp-3281,[0.99861437 0.98285592]
mp-3283,[0.99914608 0.99539568 0.9992243 ]
mp-3284,[0.92337032 0.84379446]
mp-3285,[0.99780411 0.99777672]
mp-3286,[0.96891208 0.96887677 0.95506365]
mp-3288,[0.89376134 0.8293828 ]
mp-3289,[0.50639072 0.00972497]
mp-3297,[-1]
mp-3303,[0.95561107]
mp-3311,[0.99213995 0.99776859 0.99416586]
mp-3312,[4.09030524 0.84003702 1.92329875]
mp-3319,[0.98449253 0.9986641 ]
mp-3325,[0.94296452]
mp-3333,[0.98940085 0.99424724]
mp-3334,[0.99580813 0.98606492]
mp-3335,[0.99561662 0.98433408]
mp-3337,[0.9910135  0.99086001 0.99065212]
mp-3338,[0.9921331  0.99772814 0.99380465]
mp-3344,[0.9554323  0.95667341 0.99243848]
mp-3370,[0.98779023 0.99601371]
mp-3372,[0.99816422 0.99850606 0.99780302]
mp-3374,[-1]
mp-3375,[0.98849167 0.99329631]
mp-3378,[-1]
mp-3384,[0.99329272]
mp-3397,[0.99545702 0.99564362]
mp-3400,[0.98665122 0.98433681]
mp-3402,[0.91586222 0.91616224 1.15879947]
mp-3404,[0.99902988 0.99923154]
mp-3405,[0.99964318 0.9816801 ]
mp-3406,[0.94484579]
mp-3408,[0.90144384 0.9012469  0.90262511]
mp-3412,[0.98937299]
mp-3414,[-1]
mp-3416,[0.99594795 0.99814138 0.99586488]
mp-3417,[0.9961878  0.9975974  0.98321992]
mp-3419,[0.99931825]
mp-3430,[0.98580328 0.98635162]
mp-3437,[0.93384473 0.95786445]
mp-3446,[0.99454481 0.99028785 0.9902694 ]
mp-3453,[0.98680036 0.98520767]
mp-3457,[0.91150573 0.80769774 0.99577224]
mp-3468,[0.99800065 0.998885   0.9874523 ]
mp-3470,[0.99364312 0.99476017 0.98669344]
mp-3472,[0.99831104 0.99871144 0.99493022]
mp-3476,[0.99779576 0.99874866 0.99908822]
mp-3488,[0.94083033 0.99815311 0.99786529]
mp-3494,[0.93915847 0.93830668 0.97295198]
mp-3499,[0.97627454 0.97533809]
mp-3501,[0.98957072 0.99469524 0.99195596]
mp-3502,[0.99338921 0.99864892]
mp-3516,[0.99462379 0.98227802 0.92262006]
mp-3520,[0.99652522 0.99636722]
mp-3523,[0.99487229 0.99127717 0.9900633 ]
mp-3529,[0.98878286 0.98141024 1.15627534]
mp-3530,[0.99946466 0.99931641 0.99958107]
mp-3531,[0.99626474 0.99232289 0.99591119]
mp-3535,[0.9671578  0.99368324]
mp-3538,[-1]
mp-3540,[0.9945063  0.99241424]
mp-3541,[0.96959396 0.9677745 ]
mp-3545,[0.92263348]
mp-3552,[0.99857377 0.99861006 0.99883124]
mp-3557,[0.99436633 0.99083769]
mp-3563,[0.99656724 0.99106647]
mp-3564,[0.99650542 0.98566281]
mp-3566,[0.93058444 0.93129714 0.93129637]
mp-3569,[0.99003374]
mp-3575,[0.99771232 0.99445854 0.99197031]
mp-3579,[0.65032995]
mp-3581,[-1]
mp-3583,[0.97824543 0.7924884 ]
mp-3584,[0.99368804 0.99814919]
mp-3589,[0.93737235]
mp-3592,[0.97268781]
mp-3594,[0.94718172 0.90197448 0.94982484]
mp-3598,[0.99620288 0.99645529]
mp-3601,[0.85880853 0.99202985 0.99198033]
mp-3603,[0.94578251 0.90895383 0.91399905]
mp-3618,[0.98252157 0.85603567]
mp-3622,[0.99214087 0.98891384 0.99633673]
mp-3626,[0.96231719 0.99167582 0.99366024]
mp-3627,[0.98517444 0.95797977 0.98921373]
mp-3629,[-1]
mp-3633,[-1]
mp-3638,[0.99874441 0.99977579 0.99937613]
mp-3640,[0.99034984 0.99078946 0.99054937]
mp-3652,[0.99046641 0.99025096 0.94757168]
mp-3660,[0.99741055 0.99653855 0.99624356]
mp-3663,[0.97211821 0.99622329 0.99622574]
mp-3667,[0.99704039]
mp-3669,[-1]
mp-3671,[0.98696228 0.99629924 0.99102406]
mp-3680,[0.99057488 0.98821984 0.98784621]
mp-3688,[0.99579007 0.98995078]
mp-3689,[0.97807098 0.96465966]
mp-3694,[-1]
mp-3696,[0.99417101]
mp-3700,[0.85374628 0.82365223 0.99357966]
mp-3704,[0.98554198 0.98647626]
mp-3706,[1.00452747 0.97613961 0.98764236]
mp-3708,[0.99850311 0.99899206 0.98673737]
mp-3719,[0.99145877 0.9838844  1.15714528]
mp-3727,[0.98038648 0.99600304 0.99605432]
mp-3731,[0.21013612 0.66767526]
mp-3735,[0.98832662 0.98003958 0.99011467]
mp-3758,[0.98700189]
mp-3759,[0.99473812 0.99049058]
mp-3768,[0.99839676 0.99818487]
mp-3771,[0.98814203 0.99155762]
mp-3775,[0.99874826 0.99911606]
mp-3778,[0.99220823 0.99945291]
mp-3779,[0.78108617 0.93408407]
mp-3782,[0.99851154]
mp-3787,[-1]
mp-3788,[0.99711752 0.99749285 0.99042201]
mp-3789,[0.98680344 0.99966772 0.99437418]
mp-3790,[-1]
mp-3792,[0.98899043 0.98161715 0.98562564]
mp-3797,[10.88409407  0.84005598  0.8288987 ]
mp-3799,[0.56046215 0.50365893 0.67339024]
mp-3816,[0.97416974]
mp-3817,[-1]
mp-3821,[0.99697746 0.99747163]
mp-3826,[0.94548483]
mp-3827,[0.51181746 0.6223388  0.92743934]
mp-3828,[0.59790018 0.9585604 ]
mp-3831,[0.99351504 0.99802552]
mp-3848,[0.99929662 0.99545179 0.99807216]
mp-3859,[0.99538049 0.9957701  0.99608686]
mp-3867,[0.97899043 0.96546818]
mp-3868,[0.99666527]
mp-3870,[0.99141249 0.91431743]
mp-3879,[-1]
mp-3880,[0.95891444 0.77997617]
mp-3884,[0.99651571 0.9895358 ]
mp-3890,[0.98727541 0.98699677 0.99280611]
mp-3891,[0.99553834 0.98938787]
mp-3897,[-1]
mp-3901,[0.99751669 0.99060636 0.99427252]
mp-3910,[0.93802262 0.95038644]
mp-3917,[0.99740311 0.9841965  0.99632461]
mp-3919,[0.9982239]
mp-3922,[0.77490312 0.94536448]
mp-3925,[0.93185901 0.81301781]
mp-3928,[0.99746154 0.99856576]
mp-3930,[0.99820522 0.99820309 0.99820238]
mp-3941,[0.99524166 0.99521648 0.99739032]
mp-3943,[0.99267949 0.99675949]
mp-3949,[-1]
mp-3952,[0.99576429 0.9944321  0.99004849]
mp-3954,[1.10965226 0.99340857]
mp-3955,[0.99785948 0.99810745]
mp-3956,[0.9572608  0.90861593 0.91635769]
mp-3962,[0.99465519 0.99832479]
mp-3963,[0.99912719 0.99680042 0.99699178]
mp-3967,[0.99836169 0.99723994 0.99547904]
mp-3970,[0.83263218 0.98792634 0.91308418]
mp-3972,[1.06774645 0.85889216]
mp-3975,[0.99954464 0.99955734 0.99949002]
mp-3977,[0.99698229 0.99843659 0.99742861]
mp-3978,[0.99673324 0.99576012]
mp-3980,[0.99298611 0.98793736]
mp-3996,[0.99571595 0.99887182]
mp-4002,[0.28539657 0.39496273 0.96061182]
mp-4016,[0.97302837 1.05584657 0.96334813]
mp-4019,[0.97135055 0.99434784 0.99249968]
mp-4035,[0.99948653]
mp-4047,[0.99949774 0.99933626]
mp-4048,[0.99736898 0.99733343 0.99732419]
mp-4049,[0.98918166 0.99545314 0.99565273]
mp-4050,[0.98962949]
mp-4052,[0.98798327 0.96813158]
mp-4057,[0.99910504 0.99917332 0.99925939]
mp-4066,[0.99755035 0.99565082 0.99332741]
mp-4068,[0.97624508 0.99393418]
mp-4077,[-1]
mp-4086,[0.99667231 0.9836765 ]
mp-4090,[0.93792117]
mp-4091,[0.96556099 0.96584346 0.96392988]
mp-4092,[0.99567704 0.99858467]
mp-4093,[0.9184218 0.9773998]
mp-4096,[0.93882272]
mp-4100,[0.96744833 0.96718606 0.96722759]
mp-4103,[0.99485489]
mp-4107,[0.97380479 0.96582063]
mp-4112,[0.99753534 0.99729299 0.99704428]
mp-4117,[0.93671344 0.9603744  0.83075511]
mp-4122,[0.99691701 0.99891583]
mp-4135,[0.99821771 0.99811716]
mp-4136,[0.99238942 0.94486369]
mp-4138,[0.99920765 0.99747936 0.99746457]
mp-4139,[0.98550101 0.99683256]
mp-4150,[0.99283084 1.02267351]
mp-4157,[0.9972983  0.99735385 0.9977835 ]
mp-4163,[0.98419534 0.9849949 ]
mp-4164,[0.96929001 0.98095986 0.99115792]
mp-4169,[0.99307475]
mp-4180,[0.99410657 0.99326428]
mp-4185,[-1]
mp-4190,[0.98792604 0.99244041]
mp-4194,[0.96685048 0.79072574]
mp-4199,[0.97996023 0.98677641 0.99041697]
mp-4202,[0.99550469 0.99945413]
mp-4206,[0.96044337 0.96038333 1.11368942]
mp-4207,[0.96816088 1.12864702 0.96840635]
mp-4214,[0.98810528 0.9899823  0.98879931]
mp-4219,[1.1165606  0.97141079]
mp-4223,[-1]
mp-4236,[0.90194599 0.7877303 ]
mp-4238,[-1]
mp-4240,[0.97487175 0.99587578]
mp-4242,[0.94041656]
mp-4252,[0.97320321 0.98894118]
mp-4264,[0.99332021 0.99797072 0.996925  ]
mp-4266,[0.99819294 0.99749228 0.9977623 ]
mp-4271,[0.99740767]
mp-4274,[0.99744213 0.99728254 0.99695764]
mp-4279,[0.99774164 0.99626876 0.9812855 ]
mp-4287,[-1]
mp-4297,[0.95552128]
mp-4298,[0.9882321  0.98439332]
mp-4307,[0.96763132 0.98690087]
mp-4309,[1.20794852 0.97631711 0.96164188]
mp-4320,[0.99969831 0.99953694 0.99800822]
mp-4325,[0.99804074 0.99831967 0.99745173]
mp-4338,[0.99431776 0.99879229]
mp-4350,[0.99379302 0.9887053  0.99584659]
mp-4351,[0.99429437 0.98966728]
mp-4360,[0.99028563 0.9974718 ]
mp-4361,[-1]
mp-4374,[0.95803163 0.957807   1.07893955]
mp-4376,[0.99822662 0.99834993 0.99514638]
mp-4377,[0.99898132 0.9969219 ]
mp-4383,[0.98891341 0.98889458 0.98790052]
mp-4393,[-1]
mp-4394,[0.9825831  0.99646142]
mp-4396,[0.99806674 0.99845609 0.99763089]
mp-4408,[0.98651751 0.99594907]
mp-4409,[0.71388896 0.9562174 ]
mp-4417,[0.99981815 0.99921687]
mp-4421,[0.99142955 0.99172567 0.98784515]
mp-4423,[0.97871603 0.99609461]
mp-4428,[0.99475164 0.99855864 0.99824829]
mp-4429,[0.98929512 0.98166097 0.99720497]
mp-4433,[0.96350697 0.93309716]
mp-4434,[0.98056689 0.98922509 0.98500145]
mp-4438,[0.98762517 0.99346598 0.99147004]
mp-4449,[0.99857245 0.99483264 0.99405318]
mp-4450,[0.95313174 0.95285375 1.06985268]
mp-4454,[0.97166441 0.98131857]
mp-4459,[0.98995807 0.98835239 0.98908653]
mp-4474,[0.99851239 0.98760456]
mp-4481,[0.99776022 0.98913895 0.99640804]
mp-4482,[0.80371615 0.40253371]
mp-4492,[0.97285892 0.97233096]
mp-4502,[0.99096997 0.99037166 0.99032765]
mp-4527,[0.99385904 0.99416253]
mp-4529,[0.99846621 0.99770643 0.99696968]
mp-4534,[0.99853767 0.99724545 0.99715772]
mp-4537,[0.93689463]
mp-4544,[-1]
mp-4561,[0.97060798 0.94298954]
mp-4571,[-1]
mp-4575,[0.9966072  0.81684041 0.86093104]
mp-4577,[0.99601428]
mp-4578,[0.83107764 0.44362207 4.25300735]
mp-4589,[0.99372031 0.99822046]
mp-4590,[0.74430706 0.97079363]
mp-4591,[0.99714777 0.98371887 0.99903195]
mp-4597,[0.98010357]
mp-4598,[0.99345434 0.99039201 0.99587011]
mp-4602,[-1]
mp-4603,[0.97750141 0.96666292]
mp-4604,[0.99115133 0.9905508  0.98961139]
mp-4606,[0.9301086]
mp-4608,[0.99825668 0.99870236 0.99846465]
mp-4618,[0.99822828 0.99866628 0.99754911]
