,score
mp-778168,0.83797454
mp-778178,0.478777618
mp-778230,0.906269296
mp-778241,0.916420534
mp-778242,0.670952283
mp-778244,0.967468917
mp-778245,0.921714385
mp-778247,0.993943326
mp-778250,0.830966531
mp-778251,0.97265409
mp-778258,0.879919846
mp-778259,0.760021624
mp-778260,0.960268708
mp-778261,0.983619927
mp-778265,0.995795221
mp-778268,0.584592635
mp-778271,0.966895355
mp-778272,0.946527223
mp-778274,0.989439139
mp-778284,0.959098838
mp-778297,0.962956445
mp-778317,0.611320499
mp-778325,0.996224898
mp-778326,0.605177086
mp-778347,0.957964055
mp-778355,0.978629133
mp-778369,0.98335523
mp-778375,0.941924077
mp-778376,0.99519354
mp-778377,0.874619059
mp-778169,0.982972426
mp-778174,0.987769057
mp-778180,1.11926523
mp-778182,0.970587926
mp-778184,0.363274316
mp-778200,0.928083913
mp-778202,0.986765144
mp-778203,0.946096631
mp-778204,0.756016409
mp-778205,0.945118974
mp-778206,0.993473671
mp-778207,0.969047239
mp-778208,0.916961091
mp-778215,0.948819095
mp-778219,0.966252624
mp-778220,0.970418049
mp-778222,0.582965768
mp-778223,0.914917364
mp-778225,0.986890132
mp-778229,0.942604274
mp-778379,0.966886609
mp-778380,0.996618158
mp-778382,0.854673002
mp-778385,0.85752002
mp-778388,0.539815939
mp-778430,0.977254312
mp-778503,0.656778193
mp-778504,0.948659985
mp-778506,0.987558739
mp-778509,0.983206507
mp-778510,0.956137556
mp-778512,0.974412713
mp-778517,0.647788405
mp-778532,0.986695538
mp-778593,0.919368839
mp-778603,0.699841864
mp-778604,0.986423948
mp-778605,0.983466321
mp-778614,0.947277079
mp-778617,0.962004982
mp-778622,0.941486304
mp-778623,0.910247472
mp-778633,0.811394406
mp-778661,0.981589643
mp-778664,0.989443265
mp-778670,0.985309749
mp-778671,0.994413219
mp-778672,0.987341917
mp-778673,0.995691592
mp-778389,0.86562296
mp-778393,0.947741276
mp-778397,0.823907857
mp-778398,0.97526072
mp-778419,0.45108371
mp-778450,0.967314738
mp-778458,0.911781787
mp-778467,0.970278317
mp-778473,0.709884177
mp-778476,0.382834917
mp-778477,0.988084676
mp-778478,0.994493647
mp-778480,0.978581562
mp-778481,0.894442671
mp-778482,0.957936826
mp-778484,0.992609487
mp-778485,0.979534463
mp-778489,0.974757657
mp-778490,0.939935614
mp-778493,0.46821484
mp-778494,0.959146632
mp-778495,0.994085935
mp-778498,0.984380313
mp-778675,0.980771967
mp-778680,0.986217576
mp-778697,0.599440625
mp-778698,0.994801519
mp-778751,0.980044953
mp-778752,0.966778246
mp-778754,0.986814076
mp-778755,0.96084659
mp-778756,0.87870981
mp-778758,0.790418812
mp-778772,0.994817649
mp-778791,0.982963163
mp-778793,0.963988216
mp-778794,0.900232632
mp-778795,0.987369568
mp-778800,1.028961241
mp-778801,0.964388964
mp-778808,0.851570934
mp-778811,0.990284512
mp-778814,0.977446837
mp-778815,0.964201228
mp-778816,0.47037116
mp-778821,0.969234712
mp-778822,0.923440982
mp-778827,0.991434786
mp-778830,0.982500691
mp-778832,0.985859953
mp-778844,0.958133058
mp-778859,0.990764631
mp-778861,0.916414986
mp-778865,0.988531191
mp-778866,0.858294423
mp-778872,0.973596534
mp-778703,0.958997813
mp-778721,0.989066327
mp-778723,0.966884723
mp-778728,0.994316365
mp-778731,0.757450098
mp-778734,0.968299412
mp-778739,0.98045928
mp-778743,0.993929122
mp-778744,0.987990925
mp-778748,0.833642415
mp-778749,1.10785916
mp-778873,0.665821952
mp-778877,0.957423308
mp-778884,0.919350345
mp-778891,0.947680477
mp-778949,0.617387499
mp-779025,0.993938547
mp-779026,0.866233848
mp-779031,0.626913685
mp-779046,0.994014753
mp-779047,0.983341641
mp-779048,0.946849184
mp-779051,0.995552864
mp-779053,0.974109243
mp-779054,0.982748438
mp-779055,0.976944712
mp-779056,0.961635125
mp-779058,0.991820649
mp-779059,0.993457735
mp-779062,0.9149232
mp-779064,0.93665825
mp-779065,0.981454562
mp-779066,0.871656115
mp-779070,0.952096566
mp-779071,0.990576228
mp-779072,0.855347091
mp-779073,0.94859708
mp-779074,0.938664976
mp-779077,0.995781012
mp-779078,0.982175251
mp-779079,0.660477418
mp-779084,0.987606943
mp-778901,0.991726603
mp-778924,0.887998333
mp-778925,0.76694275
mp-778931,0.962217697
mp-778973,0.987333213
mp-778976,0.987806544
mp-778991,0.864827015
mp-778994,0.98526709
mp-778997,0.990292859
mp-779001,0.596152321
mp-779003,0.986843777
mp-779006,0.468442417
mp-779008,0.982808445
mp-779011,0.958547275
mp-779013,0.832517419
mp-779014,0.87894592
mp-779015,0.980686543
mp-779017,0.991502821
mp-779018,0.799667482
mp-779020,0.849539291
mp-779022,0.993339428
mp-779023,0.988075462
mp-779085,0.970362866
mp-779087,0.925654218
mp-779090,0.916783708
mp-779092,0.994491252
mp-779096,0.700205062
mp-779161,0.67522159
mp-779307,0.992007977
mp-779308,0.502922583
mp-779309,0.989499174
mp-779312,0.45223397
mp-779316,0.980952744
mp-779317,0.985238188
mp-779318,0.985753619
mp-779328,0.685719965
mp-779329,1.11603249
mp-779332,0.796891788
mp-779333,0.993571325
mp-779337,0.988636362
mp-779340,0.771061079
mp-779347,0.978641379
mp-779351,0.940230716
mp-779352,0.990086451
mp-779355,0.958660581
mp-779358,0.983703868
mp-779360,0.885137397
mp-779101,0.992010305
mp-779105,0.942591107
mp-779125,0.871741815
mp-779142,0.988528908
mp-779147,0.892549499
mp-779156,0.612600092
mp-779162,0.951841963
mp-779165,0.79004212
mp-779166,0.841705475
mp-779200,0.776780225
mp-779209,0.988535517
mp-779227,0.990215961
mp-779228,0.956144828
mp-779241,0.994637646
mp-779249,0.97932505
mp-779250,0.992203694
mp-779257,0.841655635
mp-779260,0.902279478
mp-779269,0.896909096
mp-779274,0.986767379
mp-779276,0.971693282
mp-779289,0.968783264
mp-779294,0.6524758
mp-779305,0.987225593
mp-779361,0.85892283
mp-779362,0.870767939
mp-779363,0.983188946
mp-779457,0.901379447
mp-779462,0.88531947
mp-779463,0.935984875
mp-779465,0.893773085
mp-779471,0.878918638
mp-779472,0.979975175
mp-779474,0.974550041
mp-779482,0.951560631
mp-779485,0.994924708
mp-779491,0.990529248
mp-779498,0.412935609
mp-779502,0.622890374
mp-779515,0.977966452
mp-779518,0.962351605
mp-779519,0.809275165
mp-779520,0.992803202
mp-779525,0.990051401
mp-779526,0.933386707
mp-779533,0.98890428
mp-779539,0.991127534
mp-779545,0.948560435
mp-779551,0.863166433
mp-779552,0.620043126
mp-779571,0.991449517
mp-779579,0.994500832
mp-779582,0.930930927
mp-779587,0.948560435
mp-779588,0.983938469
mp-779589,0.490036356
mp-779364,0.905964424
mp-779365,0.83620179
mp-779386,0.9863949
mp-779404,0.974261281
mp-779413,0.850083675
mp-779420,0.879613123
mp-779424,0.877762659
mp-779427,0.945959565
mp-779428,0.971679097
mp-779432,0.978160638
mp-779434,0.947986362
mp-779443,0.831255742
mp-779444,0.773429744
mp-779449,0.987738471
mp-779453,0.587708266
mp-779455,0.924586962
mp-779592,0.969010567
mp-779593,0.992638549
mp-779602,0.542473227
mp-779609,0.98255818
mp-779627,0.966916386
mp-779650,0.967956975
mp-779765,0.903648491
mp-779773,0.95800725
mp-779783,0.974991521
mp-779784,0.581808712
mp-779789,0.969404918
mp-779820,0.974873286
mp-779833,0.822408629
mp-779837,0.931296232
mp-779846,0.984241001
mp-779863,0.987112897
mp-779864,0.923732607
mp-779877,0.966416307
mp-779878,0.977970702
mp-779883,0.863008098
mp-779884,0.829469276
mp-779887,0.972636357
mp-779888,0.384304357
mp-779889,0.993378579
mp-779890,0.383424612
mp-779891,0.468093625
mp-779893,0.875053635
mp-779894,0.98151749
mp-779895,0.947976672
mp-779897,0.913790989
mp-779899,0.943974513
mp-779900,0.96737671
mp-779902,0.817341305
mp-779903,0.57398675
mp-779630,0.983684536
mp-779637,0.968227414
mp-779641,0.993902614
mp-779643,0.926662262
mp-779654,0.967981666
mp-779690,0.375922813
mp-779698,0.971531766
mp-779703,0.627559009
mp-779712,0.99522724
mp-779719,0.969325977
mp-779720,0.944819733
mp-779729,0.982484296
mp-779737,0.934864089
mp-779738,0.841264636
mp-779739,0.965207155
mp-779742,0.934795404
mp-779751,0.967571919
mp-779752,0.993111391
mp-779754,0.984381376
mp-779756,0.986193904
mp-779759,0.764174455
mp-779763,0.994595825
mp-779904,0.586193601
mp-779905,0.38243833
mp-779906,0.984578669
mp-779907,0.82828551
mp-779909,0.980244918
mp-779913,0.978899516
mp-779975,0.952096105
mp-780105,0.935970683
mp-780106,0.984401759
mp-780107,0.958037962
mp-780108,0.891941408
mp-780110,0.994224405
mp-780113,0.84885684
mp-780114,0.944205758
mp-780121,0.983978042
mp-780125,0.942483204
mp-780127,0.987023497
mp-780128,0.970283948
mp-780129,0.960843312
mp-780130,0.66831256
mp-780131,0.906991378
mp-780134,0.948081569
mp-780137,0.849288799
mp-780142,0.989136506
mp-780147,0.670718307
mp-780149,0.986237399
mp-780154,0.980805664
mp-780156,0.990607967
mp-779916,0.947238814
mp-779920,0.864916826
mp-779973,0.951989533
mp-779974,0.981023217
mp-779979,0.629085408
mp-779980,0.713149432
mp-779982,0.713711141
mp-779987,0.99407579
mp-779989,0.869715219
mp-780003,0.92837831
mp-780010,0.996665857
mp-780043,0.992000201
mp-780049,0.775473265
mp-780053,0.921525997
mp-780060,0.972713061
mp-780061,0.86621326
mp-780075,0.861009761
mp-780087,0.988578992
mp-780089,0.74933202
mp-780095,0.970998426
mp-780097,0.981486097
mp-780099,0.449977748
mp-780157,0.852338087
mp-780159,0.892254881
mp-780162,0.946892262
mp-780164,0.996978101
mp-780171,0.973650443
mp-780197,0.979991224
mp-780198,0.409244898
mp-780200,0.992841989
mp-780204,0.987712187
mp-780206,0.681002995
mp-780207,0.959991773
mp-780216,0.969185104
mp-780217,0.985686417
mp-780218,0.683189224
mp-780226,0.987699484
mp-780229,0.669760301
mp-780230,0.992875303
mp-780231,0.929026969
mp-780232,0.992395766
mp-780237,0.96473392
mp-780239,0.994071405
mp-780240,0.958994067
mp-780243,0.92380867
mp-780255,0.979937868
mp-780258,0.967245675
mp-780259,0.995284932
mp-780274,0.935184434
mp-780282,0.991544486
mp-780283,0.981589014
mp-780288,0.781112737
mp-780292,0.871838529
mp-780294,0.382538497
mp-780297,0.383435416
mp-780298,0.955430054
mp-780300,0.977439092
mp-780301,0.973358781
mp-780313,0.973105833
mp-780172,0.931063276
mp-780175,0.992253548
mp-780178,0.948915123
mp-780179,0.58083414
mp-780181,0.919897955
mp-780184,0.986928066
mp-780188,0.610322472
mp-780191,0.996304687
mp-780192,0.969873583
mp-780193,0.995218902
mp-780195,0.856370957
mp-780196,0.941921203
mp-780314,0.995561454
mp-780315,0.966889185
mp-780316,0.970197918
mp-780319,0.971959605
mp-780320,0.993457533
mp-780322,0.823948386
mp-780401,0.97510002
mp-780402,0.984175809
mp-780403,0.900610841
mp-780404,0.9180191
mp-780405,0.89300269
mp-780407,0.967141598
mp-780410,0.994400435
mp-780412,0.942948089
mp-780413,0.562344467
mp-780414,0.950569041
mp-780415,0.947680477
mp-780419,0.98104899
mp-780421,0.961441719
mp-780423,0.986958849
mp-780424,0.984255573
mp-780426,0.98138701
mp-780430,0.948560435
mp-780431,0.620878516
mp-780433,0.96649237
mp-780436,0.992875069
mp-780439,0.841474289
mp-780440,0.965935183
mp-780441,0.538845062
mp-780448,0.993737849
mp-780457,0.98970961
mp-780462,0.996973429
mp-780465,0.983769538
mp-780466,0.983137349
mp-780321,0.968332716
mp-780324,0.833123408
mp-780327,0.645343268
mp-780330,0.996618158
mp-780331,0.966081476
mp-780333,0.801227787
mp-780336,0.94414159
mp-780342,0.87405961
mp-780361,0.856129597
mp-780362,0.978750043
mp-780370,0.965708363
mp-780392,0.989203355
mp-780393,0.968680058
mp-780394,0.993847275
mp-780395,0.656970027
mp-780396,0.98658993
mp-780397,0.978934727
mp-780398,0.97804986
mp-780399,0.669786819
mp-780468,0.979995858
mp-780470,0.987789541
mp-780471,0.279521337
mp-780473,0.98051413
mp-780474,0.928515311
mp-780480,0.768136274
mp-780488,0.99318163
mp-780561,0.968573931
mp-780565,0.836385131
mp-780566,0.936974739
mp-780572,0.660084999
mp-780573,0.951206522
mp-780578,0.983804681
mp-780579,0.827386264
mp-780580,0.950981777
mp-780583,0.961458458
mp-780614,0.945132363
mp-780616,0.821243263
mp-780618,0.966367907
mp-780620,0.993048619
mp-780624,0.936500291
mp-780625,0.922948973
mp-780628,0.96995564
mp-780483,0.989780952
mp-780485,0.941481405
mp-780486,0.946806143
mp-780487,0.949300831
mp-780489,0.990228373
mp-780490,0.973787827
mp-780491,0.85458995
mp-780492,0.943537484
mp-780493,0.975773362
mp-780494,0.97163277
mp-780497,0.989445315
mp-780499,0.982046917
mp-780508,0.570191427
mp-780510,0.967147107
mp-780519,0.933470294
mp-780525,0.982006159
mp-780526,0.982384173
mp-780528,0.98138701
mp-780530,0.992583401
mp-780531,0.984350173
mp-780532,0.985692681
mp-780534,0.802735015
mp-780629,0.986993597
mp-780630,0.857206612
mp-780636,0.841487665
mp-780654,1.040778273
mp-780712,0.825919461
mp-780720,0.906006377
mp-780721,0.876046518
mp-780724,0.996488827
mp-780727,0.966449446
mp-780729,0.962161445
mp-780733,0.96986696
mp-780734,0.944804711
mp-780735,0.973127494
mp-780736,0.971806075
mp-780738,0.98558939
mp-780739,0.993797107
mp-780740,0.963024159
mp-780760,0.978731935
mp-780763,0.99308336
mp-780764,0.98085936
mp-780766,0.987400981
mp-780767,0.754828273
mp-780773,0.978508172
mp-780786,0.96921672
mp-780788,0.674869426
mp-780798,0.98759223
mp-780799,0.951828446
mp-780801,0.98953611
mp-780808,0.966576444
mp-780849,0.965735967
mp-780854,0.99055323
mp-780855,0.993189719
mp-780658,0.941419979
mp-780662,0.98558939
mp-780665,0.344606946
mp-780666,0.990654855
mp-780676,0.981743048
mp-780681,0.92218964
mp-780684,0.929168021
mp-780690,0.955923954
mp-780695,0.994229202
mp-780696,0.776429817
mp-780699,0.604361483
mp-780700,0.99121149
mp-780701,0.617355334
mp-780702,0.528060523
mp-780706,0.969097639
mp-780707,0.976762896
mp-780709,0.972548554
mp-780710,0.96024345
mp-780856,0.906865516
mp-780858,0.962872423
mp-780859,0.603616853
mp-780860,0.995058853
mp-780861,0.894085294
mp-780872,0.932085702
mp-781011,0.886289054
mp-781012,0.982597715
mp-781013,0.74270692
mp-781014,0.348196843
mp-781015,0.967976838
mp-781016,0.7778095
mp-781048,0.969625439
mp-781050,0.991078891
mp-781051,0.968564022
mp-781054,0.995933022
mp-781055,0.563737082
mp-781077,0.983062294
mp-781078,0.916595116
mp-781080,0.955249898
mp-781081,0.623782877
mp-781106,0.994056345
mp-781108,0.933086536
mp-781494,0.950563956
mp-781495,0.920090701
mp-781503,0.9859721
mp-781505,0.971636058
mp-781591,0.927854608
mp-781593,0.95066544
mp-781594,0.994274393
mp-780863,0.788187253
mp-780865,0.946847057
mp-780868,0.984045905
mp-780869,0.966458056
mp-780870,0.954310397
mp-780875,0.94172055
mp-780876,0.965273822
mp-780877,0.982714957
mp-780878,0.976423832
mp-780879,0.993510906
mp-780880,0.982645782
mp-780883,0.981241562
mp-780886,0.838284205
mp-780891,0.9831376
mp-780892,0.993713201
mp-780894,0.96706205
mp-780896,0.985432523
mp-780897,0.728275331
mp-780898,0.865689389
mp-780940,0.994505683
mp-780977,0.994902597
mp-780978,0.887545215
mp-781009,0.966394706
mp-781596,0.972173968
mp-781603,0.972436191
mp-781604,0.993374603
mp-781606,0.785424737
mp-781611,0.993747917
mp-781613,0.786637192
mp-781683,0.93498082
mp-782001,0.937385203
mp-782005,0.96681991
mp-782009,0.421020971
mp-782047,0.443395403
mp-782053,0.491954754
mp-782065,0.985435699
mp-782631,0.940869861
mp-782634,0.94870356
mp-782635,0.978733914
mp-782637,0.984911253
mp-782638,0.994601519
mp-782639,0.89924355
mp-782640,0.938691812
mp-782641,0.674327099
mp-782642,0.950561705
mp-782643,0.986955802
mp-782644,0.981556862
mp-782645,0.995027117
mp-782646,0.921790464
mp-782647,0.965395175
mp-782649,0.985375113
mp-782650,0.960841374
mp-782652,0.922297339
mp-782655,0.985099563
mp-781614,0.885036865
mp-781622,0.821351302
mp-781628,0.992409601
mp-781646,0.777133843
mp-781671,0.971794496
mp-781677,0.993775806
mp-781681,0.818150664
mp-781682,0.993557234
mp-781684,0.861985673
mp-781691,0.971291258
mp-781738,0.795225013
mp-781753,0.943827644
mp-781754,0.975109805
mp-781757,0.99046479
mp-781772,0.995692146
mp-781788,0.92711254
mp-781789,0.905542129
mp-781825,0.995184583
mp-781828,0.974397733
mp-781864,0.520689998
mp-781880,0.520827164
mp-781897,0.979321155
mp-781954,0.915229233
mp-781961,0.993203812
mp-781976,0.977741277
mp-781997,0.97960617
mp-782656,0.978823026
mp-782657,0.568236176
mp-782660,0.982415432
mp-782662,0.963708683
mp-782663,0.97662097
mp-782664,0.836695728
mp-818262,0.883288006
mp-782666,0.995875886
mp-782667,0.984065535
mp-782668,0.55627744
mp-782669,0.965933926
mp-782725,0.896361671
mp-782821,0.980002091
mp-783903,0.899655746
mp-783904,0.982425794
mp-783908,0.966503353
mp-787524,0.989956072
mp-787625,0.992642287
mp-790062,0.880119577
mp-790064,0.952976748
mp-792807,0.94910916
mp-792972,0.617144195
mp-793763,0.948691819
mp-793779,0.914649509
mp-795607,0.968722192
mp-795621,0.991160991
mp-796324,0.842989204
mp-796336,0.82760257
mp-796339,0.995846709
mp-796340,0.747106942
mp-796383,0.924557243
mp-804341,0.987620317
mp-818263,0.847391423
mp-818265,0.975076944
mp-818266,0.845364941
mp-818268,0.949930071
mp-818272,0.994132194
mp-818286,0.787164317
mp-818312,0.948791119
mp-818314,0.947976672
mp-818373,0.996120277
mp-818408,0.796258063
mp-818418,0.932775661
mp-818429,0.94910916
mp-818432,0.665350535
mp-818519,0.893643928
mp-818536,0.993779006
mp-818569,0.587497779
mp-818571,0.836152782
mp-818573,0.87078537
mp-818575,0.992595154
mp-818579,0.908128811
mp-818581,0.880876002
mp-817993,0.910570033
mp-818205,0.854470689
mp-818255,0.916917216
mp-818592,0.947976672
mp-818598,0.837499471
mp-818600,0.85677044
mp-818613,0.992345253
mp-818615,0.98404678
mp-818626,0.822841808
mp-826025,0.795125314
mp-818675,0.947976672
mp-818683,0.69081631
mp-818685,0.965953103
mp-818711,0.972573762
mp-818716,0.992015699
mp-818725,0.895835004
mp-827710,0.98558939
mp-828605,0.914222094
mp-828822,0.798616768
mp-829746,0.947629436
mp-829913,0.988491271
mp-829947,0.94888378
mp-831046,0.986874859
mp-831055,0.367772877
mp-831073,0.991420944
mp-831074,0.982517716
mp-831077,0.321746071
mp-831152,0.947661085
mp-831158,0.978382798
mp-831162,1.041008871
mp-831163,0.996833647
mp-831182,0.899232977
mp-831246,0.983798582
mp-831248,0.977018103
mp-831255,0.966510194
mp-831258,0.979089241
mp-831261,0.9891542
mp-831263,0.993336138
mp-831264,0.980219852
mp-831268,0.982425794
mp-831269,0.780985148
mp-831270,0.95172648
mp-836207,0.976685412
mp-836221,0.991594868
mp-821363,0.834506993
mp-821432,0.865277164
mp-825375,0.967289469
mp-825406,0.975685274
mp-825626,0.900472794
mp-825726,0.834507956
mp-826017,0.840625556
mp-836407,0.9844125
mp-837859,0.96322133
mp-839723,0.988392198
mp-849071,0.983488536
mp-849081,0.896630079
mp-849263,0.984699927
mp-849316,0.909680053
mp-849319,0.519616129
mp-849324,0.825230064
mp-849325,0.877642392
mp-849327,0.991830806
mp-849331,0.940299047
mp-849333,0.981693418
mp-849337,0.993340863
mp-849339,0.952426157
mp-849340,0.98600447
mp-849342,0.99091433
mp-849345,0.985498746
mp-849346,0.964501741
mp-849351,0.994904666
mp-849356,0.930150908
mp-849362,0.985710873
mp-849083,0.82648794
mp-849084,0.960180005
mp-849221,0.774909022
mp-849222,0.676480994
mp-849223,0.984468073
mp-849229,0.988511334
mp-849230,0.638652392
mp-849239,0.991586808
mp-849243,0.990696628
mp-849245,0.667452487
mp-849251,0.600798125
mp-849257,0.987509327
mp-849260,0.943324981
mp-849262,0.995603727
mp-849265,0.895218978
mp-849268,0.961058538
mp-849269,0.968410909
mp-849272,0.987476669
mp-849275,0.993095465
mp-849278,0.969567124
mp-849283,0.987409592
mp-849285,0.948481652
mp-849286,0.987034319
mp-849287,0.897916258
mp-849290,0.884486321
mp-849292,0.888348413
mp-849293,0.954987572
mp-849298,0.867406984
mp-849299,0.993965501
mp-849301,0.979619528
mp-849307,0.988260288
mp-849311,0.760834471
mp-849366,0.758694499
mp-849371,0.95208383
mp-849374,0.996715486
mp-849378,0.966944524
mp-849379,0.99541395
mp-849463,0.696083086
mp-849528,0.570293462
mp-849537,0.625446765
mp-849538,0.976675338
mp-849539,0.982425794
mp-849540,0.994065786
mp-849541,0.954666987
mp-849542,0.923245072
mp-849544,0.584196515
mp-849547,0.985797799
mp-849556,0.546809963
mp-849381,0.98905178
mp-849387,0.994250791
mp-849390,0.991048964
mp-849391,0.979189704
mp-849392,0.994597192
mp-849409,0.991020499
mp-849413,0.996768653
mp-849416,0.990376338
mp-849418,0.879152495
mp-849420,0.989051797
mp-849424,0.91322616
mp-849429,0.945536792
mp-849432,0.962869992
mp-849433,0.942125489
mp-849441,0.840653087
mp-849449,0.973939887
mp-849451,0.967922957
mp-849464,0.558245382
mp-849466,0.979615131
mp-849467,0.874672191
mp-849472,0.971629281
mp-849473,0.984607954
mp-849474,0.922407134
mp-849476,0.872903237
mp-849483,0.988487688
mp-849495,0.988123259
mp-849498,0.965579316
mp-849505,0.65680698
mp-849507,0.920749404
mp-849508,0.939599389
mp-849511,0.974890171
mp-849513,0.983954848
mp-849514,0.989525181
mp-849517,0.990940982
mp-849520,0.985748207
mp-849558,0.979615541
mp-849570,0.609210986
mp-849572,0.995074047
mp-849612,0.846913634
mp-849710,0.954842881
mp-849712,0.892816386
mp-849718,0.878408323
mp-849720,0.963120384
mp-849730,0.982585908
mp-849732,0.982514021
mp-849733,0.566351184
mp-849735,0.995625345
mp-849736,0.974983646
mp-849740,1.019590004
mp-849742,0.95140405
mp-849747,1.04589576
mp-849751,0.983467205
mp-849752,0.968317079
mp-849757,0.986812252
mp-849760,0.582842043
mp-849761,0.995218361
mp-849768,0.974440814
mp-849770,0.768586818
mp-849772,0.912778091
mp-849775,0.980113729
mp-849589,0.996348595
mp-849590,0.967836741
mp-849603,0.984116409
mp-849604,0.521140169
mp-849606,0.978244554
mp-849617,0.9049185
mp-849619,0.858420584
mp-849620,0.965823383
mp-849622,0.965549487
mp-849629,1.144291628
mp-849632,0.982985231
mp-849637,0.974147347
mp-849639,0.511278143
mp-849641,0.943061879
mp-849656,0.971891277
mp-849667,0.907460777
mp-849670,0.979811244
mp-849682,0.991361064
mp-849689,0.856509809
mp-849701,0.994822278
mp-849704,0.968168349
mp-849708,0.543116107
mp-849709,0.913388576
mp-849776,0.988441956
mp-849780,0.918886226
mp-849783,0.991279247
mp-849786,0.864283719
mp-849796,0.847891689
mp-850026,0.969544587
mp-850225,0.800057529
mp-850227,0.983755278
mp-850229,0.945735324
mp-850230,0.989056696
mp-850255,0.774581689
mp-850275,0.991826912
mp-850280,0.954885647
mp-850281,0.856742916
mp-850283,0.985636381
mp-850285,0.982972287
mp-850287,0.749089683
mp-850288,0.912825542
mp-850289,0.964680103
mp-850305,0.965211978
mp-850329,0.887368781
mp-850340,0.612527826
mp-850362,0.976483765
mp-850363,0.98944791
mp-850364,0.895608199
mp-850365,0.983173607
mp-849797,0.968648885
mp-849798,0.977944376
mp-849800,0.989856551
mp-849802,0.915821774
mp-849803,0.891409772
mp-849889,0.774133218
mp-849937,0.95964864
mp-849953,0.554678054
mp-849985,0.569176419
mp-849998,0.663133782
mp-850016,0.985686417
mp-850032,0.952913421
mp-850062,0.991088
mp-850135,0.923245072
mp-850186,0.846014795
mp-850187,0.974440814
mp-850192,0.959490332
mp-850193,0.989685665
mp-850195,0.630182817
mp-850197,1.094004985
mp-850203,0.845945093
mp-850205,0.882754171
mp-850206,0.959942331
mp-850207,0.974100265
mp-850208,0.892803353
mp-850211,0.989023771
mp-850212,0.976669808
mp-850220,0.78356421
mp-850221,0.982425794
mp-850367,0.963140858
mp-850371,0.412994583
mp-850378,0.992157401
mp-850393,0.922841942
mp-850395,0.995124636
mp-850445,0.439588283
mp-850750,0.33574819
mp-850757,0.928907197
mp-850779,0.774693095
mp-850780,0.648505982
mp-850782,0.982168904
mp-850784,0.982138879
mp-850788,0.981076709
mp-850794,0.981707275
mp-850796,0.995465812
mp-850803,0.963764133
mp-850808,0.946096016
mp-850814,0.994645764
mp-850834,0.88689924
mp-850864,0.771519433
mp-850867,0.912314116
mp-850868,0.992868831
mp-850396,0.905012305
mp-850399,0.958757903
mp-850400,0.967286137
mp-850401,0.992605364
mp-850405,0.679576368
mp-850407,0.87153101
mp-850409,0.988850803
mp-850410,0.978860416
mp-850412,0.948715775
mp-850414,0.857341552
mp-850422,0.995475506
mp-850428,0.611734838
mp-850441,0.967927082
mp-850464,0.988198849
mp-850485,0.89621281
mp-850511,0.982649384
mp-850516,0.98659359
mp-850529,0.985091583
mp-850530,0.917155844
mp-850532,0.992047141
mp-850533,0.931950406
mp-850536,0.949645703
mp-850537,0.928959479
mp-850538,0.653902878
mp-850580,0.587056028
mp-850669,0.984155905
mp-850739,0.952106242
mp-850742,0.957217881
mp-850743,0.97009094
mp-850744,0.952706833
mp-850746,0.842499655
mp-850876,0.98737333
mp-850880,0.993248418
mp-850883,0.991993888
mp-850884,0.953242039
mp-850944,0.984808165
mp-850995,0.988574389
mp-850998,0.955408964
mp-851029,0.576718165
mp-851033,0.984967725
mp-851082,0.589256139
mp-851089,0.875046084
mp-851090,0.931713591
mp-850889,0.743860847
mp-850894,0.974397733
mp-850898,0.920030082
mp-850899,0.986446277
mp-850902,0.652064736
mp-850904,0.586959821
mp-850905,0.994849062
mp-850908,0.98845167
mp-850913,0.951593348
mp-850922,0.779214514
mp-850923,0.948661569
mp-850924,0.988317264
mp-850930,0.821477884
mp-850932,0.981846307
mp-850933,0.988979498
mp-850934,0.994177795
mp-850935,0.990465772
mp-850939,0.984148853
mp-850947,0.953621736
mp-850951,0.995234264
mp-850954,0.995120415
mp-850955,0.995888396
mp-850956,0.465872243
mp-850958,0.933465202
mp-850959,0.985165068
mp-850961,0.980586867
mp-850962,0.970948858
mp-850970,0.995567494
mp-850975,0.988360317
mp-850978,0.991065697
mp-850982,0.979571643
mp-850984,0.96985245
mp-850985,0.935839891
mp-850988,0.982794209
mp-850989,0.942928224
mp-850993,0.806524737
mp-851092,0.948676886
mp-851095,0.970819529
mp-851109,0.492139888
mp-851110,0.502211825
mp-857344,0.982833115
mp-857354,0.955107384
mp-859099,0.916420534
mp-859100,0.988455579
mp-859110,0.994938079
mp-859118,0.991256524
mp-859119,0.98625454
mp-859121,0.995124135
mp-859129,0.642096138
mp-859133,0.583258532
mp-859135,0.920570142
mp-859186,0.992680414
mp-859789,0.992310222
mp-860537,0.904217276
mp-860798,0.926221154
mp-860885,0.961579885
mp-860893,0.996523449
mp-860957,0.9952496
mp-860960,0.932352388
mp-860969,0.757934076
mp-861057,0.942807124
mp-861148,0.915805789
mp-861181,0.759555778
mp-861243,0.931503147
mp-861257,0.979245896
mp-861293,0.945968244
mp-861469,0.984603907
mp-861480,0.961262384
mp-861500,0.946297802
mp-861511,0.776210629
mp-861513,0.685422947
mp-851112,0.512560281
mp-851115,0.876168106
mp-851117,0.672774856
mp-851118,0.977786054
mp-851120,0.831428144
mp-851257,0.985380572
mp-851357,0.798659976
mp-861530,0.9851465
mp-861555,0.954723562
