,score
mp-541491,0.995211479
mp-541493,0.984177696
mp-541495,0.99423767
mp-541504,0.924020102
mp-541508,0.861560873
mp-541510,0.880230042
mp-541512,0.885184413
mp-541513,0.988878018
mp-541520,0.923969472
mp-541522,0.970912728
mp-541537,0.968215722
mp-541538,0.970126117
mp-541557,0.983347957
mp-541566,0.895094298
mp-541568,1.14625569
mp-541569,1.149125643
mp-541574,0.83230103
mp-541578,0.82088618
mp-541581,0.996341888
mp-541587,0.987164237
mp-541593,0.871770566
mp-541595,0.980881919
mp-541601,0.932181088
mp-541611,0.9356071
mp-541612,0.936939996
mp-541626,0.685331815
mp-541627,0.982425794
mp-541628,0.996255686
mp-541629,0.978269039
mp-541640,0.936500048
mp-541646,0.820951892
mp-541654,0.946964822
mp-541656,0.950200041
mp-541661,0.965830672
mp-541662,0.993605899
mp-541668,0.995561602
mp-541677,0.989493135
mp-541682,0.854829963
mp-541684,0.853717604
mp-541689,0.846551112
mp-541692,0.988678443
mp-541694,0.802127056
mp-541695,0.984443388
mp-541707,0.846117726
mp-541712,0.810609087
mp-541715,0.988400033
mp-541720,0.811449075
mp-541721,0.812642523
mp-541722,0.984371628
mp-541734,0.993045541
mp-541738,0.817026775
mp-541742,0.823976304
mp-541745,0.989587106
mp-541747,0.987830408
mp-541756,0.947889721
mp-541758,0.854153171
mp-541765,0.83328555
mp-541766,0.939250935
mp-541774,0.805675075
mp-541777,0.990297004
mp-541788,0.8197578
mp-541789,0.828852722
mp-541790,0.786031425
mp-541794,0.853191577
mp-541810,0.902719833
mp-541811,0.82714786
mp-541813,0.826386812
mp-541814,0.87377651
mp-541819,0.300494521
mp-541826,0.992308065
mp-541827,0.539096473
mp-541830,0.845301053
mp-541832,0.992761432
mp-541846,0.961013807
mp-541848,0.996955313
mp-541851,0.880807477
mp-541852,0.992201129
mp-541853,0.88075332
mp-541854,0.992406624
mp-541856,0.98736927
mp-541857,0.994235272
mp-541859,0.926301528
mp-541863,0.940234466
mp-541867,0.672842842
mp-541868,0.957277435
mp-541875,0.952372785
mp-541877,0.853078122
mp-541894,0.844345087
mp-541895,0.986074389
mp-541897,0.982836843
mp-541899,0.994878803
mp-541900,0.85869395
mp-541908,0.97726082
mp-541910,0.990293468
mp-541913,0.993725894
mp-541914,0.971990624
mp-541917,0.798374128
mp-541918,0.807614725
mp-541928,0.789312549
mp-541929,0.99338988
mp-541931,0.862813115
mp-541932,0.937659085
mp-541933,0.73906047
mp-541938,0.988440599
mp-541940,0.940865581
mp-541946,0.839919975
mp-541950,0.916462751
mp-541956,0.699197372
mp-541958,0.876657177
mp-541966,0.996269752
mp-541971,0.909802926
mp-541975,0.954866324
mp-541990,0.743301769
mp-541991,0.907418956
mp-541995,0.978370318
mp-542001,0.546849491
mp-542012,0.753594815
mp-542013,0.809735289
mp-542018,0.980747648
mp-542019,0.873490915
mp-542027,0.977537132
mp-542028,0.950140361
mp-542029,0.894723059
mp-542034,0.499015773
mp-542041,0.993871927
mp-542058,0.878943486
mp-542064,0.899624628
mp-542069,0.878896986
mp-542070,0.712586408
mp-542079,0.926798643
mp-542085,0.993209327
mp-542096,0.745496469
mp-542099,0.955783542
mp-542100,0.868453444
mp-542114,0.993668473
mp-542115,0.977135936
mp-542117,0.977084177
mp-542120,0.854102517
mp-542121,0.860790031
mp-542123,0.834373773
mp-542129,0.952531916
mp-542130,0.957801173
mp-542133,0.980998484
mp-542136,0.949001985
mp-542143,0.896620289
mp-542148,0.901143329
mp-542150,0.975031177
mp-542151,0.982422447
mp-542152,0.835384356
mp-542154,0.991107265
mp-542157,0.927803923
mp-542158,0.978148307
mp-542168,0.962721443
mp-542177,0.877897777
mp-542180,0.863344069
mp-542181,0.925325229
mp-752571,0.974515129
mp-542185,0.992080618
mp-542188,0.974732288
mp-542199,0.962466824
mp-542200,0.994102469
mp-542201,0.822906427
mp-542207,0.822789599
mp-542208,0.817494257
mp-542214,0.973545311
mp-542219,0.969030852
mp-542220,0.99536864
mp-542222,0.730831041
mp-542232,0.958536152
mp-542233,0.986532629
mp-542237,0.792795086
mp-542264,0.783437043
mp-542266,0.709539671
mp-542269,0.833703887
mp-542271,0.984491162
mp-542280,0.552315457
mp-542281,0.970304224
mp-542284,0.909999344
mp-542286,0.948198434
mp-542289,0.959848642
mp-542293,0.873488735
mp-542297,0.9757176
mp-542298,0.916420534
mp-542300,0.996301234
mp-542313,0.924020102
mp-542316,0.992435392
mp-542328,0.569139032
mp-542331,0.985969979
mp-542332,0.988196973
mp-542342,0.982425793
mp-542374,0.995638345
mp-542382,0.95444575
mp-542385,0.687705185
mp-542389,0.991045079
mp-542390,0.991043632
mp-542391,0.991047443
mp-542392,0.98520281
mp-542417,0.984027335
mp-542420,0.901412612
mp-542428,0.720472302
mp-542435,0.996618158
mp-542437,0.900227704
mp-542445,0.994867465
mp-542449,0.973784024
mp-542458,0.89860233
mp-542459,0.987994271
mp-542461,0.974641664
mp-542464,0.967457506
mp-542465,0.959575894
mp-542469,0.950039583
mp-542475,0.986118327
mp-542484,0.982425793
mp-542488,0.973996582
mp-542501,0.995103253
mp-542503,0.993065941
mp-542512,0.974397733
mp-542514,0.991859926
mp-542522,0.793489037
mp-542533,0.98676054
mp-542535,0.990878352
mp-542541,0.826202541
mp-542553,0.98997729
mp-542554,0.990695659
mp-542557,0.946083777
mp-542563,0.961630821
mp-542567,0.944402369
mp-542568,0.948791119
mp-542570,0.942488237
mp-542583,0.948791119
mp-542584,0.948791119
mp-542598,0.78297931
mp-542605,0.971536692
mp-542606,0.973469598
mp-542609,0.599063095
mp-542611,0.992675101
mp-542613,0.969322676
mp-542614,0.729389536
mp-542621,0.936342728
mp-542627,0.629006322
mp-542629,0.925048073
mp-542633,0.948930492
mp-542635,0.949717439
mp-542637,0.65741406
mp-542638,0.996618158
mp-542642,0.857244107
mp-542654,0.988350231
mp-542662,0.959231739
mp-542664,0.995021592
mp-542666,0.925418195
mp-542671,0.69952187
mp-542676,0.99139376
mp-542678,0.985910945
mp-542694,0.91381174
mp-542697,0.833344539
mp-542699,0.986496683
mp-542700,0.209639328
mp-542709,0.621644943
mp-542718,0.90452392
mp-542727,0.99178375
mp-542729,0.620499483
mp-542730,0.940512867
mp-542733,0.968602283
mp-542734,0.569956774
mp-542738,0.950776784
mp-542739,0.992415479
mp-542742,0.982425794
mp-542745,0.992711022
mp-542749,0.977960517
mp-542752,0.964235681
mp-542757,0.963195376
mp-542765,0.935635097
mp-542767,0.996618158
mp-542777,0.948791119
mp-542779,0.948791119
mp-542781,0.619347839
mp-542785,1.078694055
mp-542803,0.973172274
mp-542806,0.933879976
mp-542810,0.934302618
mp-542814,0.99621204
mp-542817,0.994396912
mp-542819,0.928905687
mp-542824,0.96980974
mp-542828,0.980991479
mp-542829,0.981467121
mp-542830,0.991152667
mp-542831,0.996797834
mp-542832,0.987016543
mp-542833,0.952511838
mp-542840,0.953570042
mp-542843,0.995007527
mp-542850,0.983164879
mp-542856,0.947976672
mp-542858,0.596530536
mp-542864,0.976727219
mp-542869,0.839495379
mp-542879,0.672639192
mp-530409,0.989716036
mp-530933,0.855747195
mp-531459,0.995023652
mp-532768,0.901090421
mp-540064,0.99354034
mp-540391,0.87332156
mp-540575,0.992397842
mp-540632,0.977395032
mp-540691,0.936671322
mp-540759,0.993486896
mp-540818,0.503663975
mp-540883,0.966102376
mp-540943,0.974864619
mp-541001,0.94364003
mp-541108,0.979896725
mp-541175,0.975078231
mp-541275,0.967844766
mp-542882,0.923245072
mp-542888,0.904651326
mp-542891,0.970406405
mp-542902,0.982425794
mp-542903,0.978050102
mp-542909,0.991632075
mp-542910,0.972366057
mp-542912,0.916469618
mp-542919,0.861590475
mp-542934,0.776210629
mp-542935,0.912159792
mp-542942,0.991372062
mp-542943,0.965878519
mp-542944,0.895338436
mp-542967,0.872340284
mp-542972,0.986263782
mp-542974,0.994756446
mp-542976,0.995391402
mp-542979,0.988379377
mp-542995,0.666353135
mp-542996,0.985716823
mp-543017,0.984618691
mp-543028,0.973933144
mp-543029,0.949036442
mp-543031,0.971064133
mp-543032,0.974662323
mp-543034,0.88687552
mp-543040,0.974056346
mp-543046,0.993243447
mp-543051,0.818751582
mp-543052,0.990501116
mp-543056,0.864064303
mp-543079,0.72334911
mp-543090,0.989804713
mp-543103,0.989228372
mp-543110,0.793845167
mp-545348,0.995064497
mp-545387,0.994508406
mp-545404,0.964954348
mp-545469,0.883958861
mp-545479,0.989259002
mp-545506,0.809253539
mp-752605,0.99054564
mp-545525,0.892989854
mp-545630,0.987448593
mp-545646,0.98176516
mp-545746,0.783268604
mp-545769,0.984079429
mp-546007,0.987080982
mp-546125,0.964263659
mp-546190,0.991224463
mp-546320,0.990587462
mp-546321,0.958556467
mp-546339,0.944770225
mp-546551,0.960639875
mp-546561,0.985686417
mp-546643,0.975818212
mp-546684,0.996618179
mp-546707,0.963871933
mp-546711,0.99398015
mp-546798,0.67130953
mp-546936,0.948910629
mp-547029,0.947680477
mp-547094,0.941564495
mp-547792,0.87135229
mp-547898,0.989679633
mp-548170,0.968474278
mp-548609,0.968729756
mp-548658,0.955481079
mp-548753,0.982425794
mp-548824,0.944312852
mp-549687,0.990573241
mp-549697,0.808585217
mp-549869,0.870091045
mp-550300,0.452289669
mp-550314,0.776509041
mp-550468,0.703805219
mp-550474,0.983956055
mp-550564,0.82001011
mp-550566,0.948791119
mp-550679,0.994657973
mp-550745,0.994481257
mp-550763,0.501287614
mp-550886,0.802161823
mp-550895,0.942505076
mp-550925,0.874808198
mp-550959,0.795135966
mp-551086,0.98529192
mp-551131,0.991341703
mp-551135,0.940207277
mp-551203,0.951704992
mp-551214,0.85370249
mp-551244,0.850758961
mp-551267,0.991012978
mp-551269,0.873380915
mp-551437,0.983527753
mp-551675,0.948791119
mp-551690,0.989242637
mp-551736,0.856923208
mp-551760,0.983930234
mp-551806,0.983309736
mp-551826,0.966454671
mp-552113,0.867396919
mp-552176,0.877609538
mp-552177,0.960852481
mp-552260,0.990088745
mp-552307,0.853478095
mp-552537,0.947680477
mp-552552,0.993279573
mp-552623,0.977101135
mp-552663,0.912864383
mp-552802,0.982670065
mp-552966,0.9214915
mp-553374,0.874385378
mp-553878,0.915992502
mp-553883,0.996840635
mp-553884,0.878247477
mp-553891,0.929568929
mp-553895,0.948709151
mp-553896,0.948791119
mp-553897,0.987588889
mp-553903,0.7058912
mp-553912,0.980225002
mp-553914,0.654074218
mp-553918,0.946133445
mp-553919,0.990823042
mp-553921,0.991333904
mp-553923,0.992390969
mp-553924,0.977464933
mp-553925,0.992224218
mp-553926,0.954371635
mp-553930,0.977559539
mp-553932,0.951559451
mp-553934,0.993550866
mp-553938,0.793737036
mp-553945,0.949027837
mp-553947,0.910802151
mp-553948,0.95491807
mp-553950,0.894219314
mp-553953,0.795864056
mp-553958,0.867201924
mp-553960,0.863752752
mp-553962,0.914277141
mp-553965,0.99471891
mp-553968,0.963511093
mp-553969,0.906918162
mp-553971,0.995870281
mp-553974,0.90847879
mp-553980,0.982425794
mp-553981,0.947976672
mp-553988,0.923702063
mp-553990,0.934545445
mp-553993,0.965451226
mp-553996,0.989432272
mp-553997,0.953977081
mp-554003,0.959875176
mp-554005,0.979737559
mp-554006,0.994284292
mp-554009,0.987145539
mp-554012,0.971786517
mp-554014,0.86965623
mp-554015,0.875686676
mp-554018,0.875880599
mp-554022,0.907518595
mp-554025,0.878446159
mp-554034,0.927933599
mp-554037,0.995942914
mp-554038,0.94507995
mp-554041,0.973880387
mp-554053,0.981375678
mp-554056,0.991516063
mp-554057,0.984004589
mp-554063,0.769518374
mp-554066,0.526344762
mp-554071,0.950471841
mp-554076,0.986726371
mp-554081,0.978582683
mp-554082,0.928264014
mp-554084,0.983611628
mp-554094,0.993748228
mp-554096,0.835838057
mp-554098,0.975446526
mp-554101,0.745657319
mp-554108,0.949622617
mp-554110,0.95771901
mp-554116,0.924020102
mp-554119,0.992115786
mp-554120,0.974455365
mp-554123,0.524257244
mp-554129,0.820855244
mp-554136,0.876620509
mp-554138,0.859286433
mp-554139,0.92639389
mp-554140,0.95058398
mp-554141,0.985881572
mp-554142,0.411135053
mp-554145,0.980751331
mp-554148,0.813012505
mp-554150,0.980717938
mp-554152,0.968408683
mp-554155,0.989076967
mp-554160,0.944638168
mp-554163,0.983065532
mp-554164,0.968344565
mp-554168,0.948791119
mp-554174,0.985007504
mp-554175,0.916966163
mp-554183,0.992222212
mp-554184,0.789249382
mp-554185,0.897690735
mp-554186,0.990180181
mp-554187,0.97349738
mp-554190,0.990408246
mp-554195,0.609231059
mp-554199,0.865499518
mp-554200,0.995078575
mp-554203,0.989473926
mp-554211,0.972692294
mp-554213,0.960296016
mp-554216,0.976026687
mp-554218,0.99351926
mp-554219,0.706140792
mp-554223,0.953810484
mp-554226,0.992028366
mp-554228,0.874960305
mp-554229,0.994420394
mp-554240,0.971864697
mp-554242,0.960109628
mp-554252,0.948791119
mp-554255,0.855334419
mp-554258,0.676403804
mp-554259,0.918334058
mp-554263,0.996462399
mp-554264,0.94831147
mp-554265,0.948462531
mp-554266,0.800372177
mp-554267,0.99582988
mp-554269,0.901429208
mp-554272,0.989791598
mp-554273,0.99135319
mp-554275,0.645494989
mp-554279,0.990706065
mp-752639,0.984817202
mp-554280,0.953799104
mp-554282,0.989910399
mp-554286,0.984642411
mp-554289,0.855065279
mp-554294,0.991479362
mp-554298,0.948478108
mp-554311,0.823808039
mp-554313,0.792882279
mp-554320,0.98558939
mp-554326,0.924020102
mp-554328,0.916684241
mp-554329,0.940963314
mp-554334,0.91070941
mp-554335,0.982425794
mp-554336,0.963330136
mp-554337,0.983040694
mp-554339,0.996016198
mp-554340,0.948560435
mp-554342,0.947722607
mp-554344,0.962982757
mp-554346,0.995186261
mp-554351,0.990822824
mp-554354,0.916420534
mp-554359,0.901232522
mp-554361,0.958082719
mp-554363,0.9956221
mp-554364,0.560516673
mp-554371,0.956262744
mp-554376,1.017460472
mp-554377,0.975450941
mp-554379,0.995127439
mp-554382,0.979642221
mp-554383,0.972205845
mp-554390,0.965300018
mp-554395,0.933087638
mp-554401,0.972949925
mp-554402,0.959516347
mp-554408,0.897515467
mp-554412,0.996771607
mp-554420,0.947086306
mp-554423,0.982199362
mp-554430,0.930281773
mp-554432,0.983831217
mp-554433,0.990979967
mp-554435,0.974625529
mp-554440,0.968514906
mp-554445,0.985378689
mp-554446,0.89325662
mp-554453,0.981547034
mp-554459,0.842271848
mp-554463,0.974524452
mp-554472,0.722024113
mp-554475,0.823378959
mp-554481,0.951743242
mp-554482,0.932538712
mp-554483,0.991464696
mp-554485,0.439584824
mp-554491,0.992051733
mp-554495,0.989561202
mp-554498,0.914619484
mp-554501,0.991414968
mp-554505,0.964704329
mp-554507,0.975517843
mp-554508,0.991547559
mp-554515,0.951915049
mp-554518,0.980846863
mp-554526,0.967511541
mp-554527,0.972701821
mp-554529,0.913296396
mp-554533,0.761197326
mp-554539,0.782827214
mp-554540,0.731952417
mp-554541,0.986801111
mp-554542,0.969419735
mp-554543,0.993258205
mp-554546,0.73388897
mp-554548,0.954936519
mp-554549,0.985926355
mp-554554,0.828410814
mp-554559,0.518139887
mp-554568,0.915792267
mp-554570,0.986084245
mp-554572,0.486789026
mp-554581,0.964336912
mp-554583,0.885800734
mp-554584,0.896344927
mp-554590,0.974440814
mp-554591,0.963107768
mp-554592,0.994164909
mp-554600,0.983656048
mp-554602,0.985686417
mp-554603,0.872496998
mp-554605,0.957363615
mp-554606,0.969095716
mp-554610,0.856818125
mp-554614,0.994926275
mp-554615,0.984437296
mp-541451,0.9420328
mp-541553,0.884213782
mp-541643,0.984405683
mp-541732,0.918457138
mp-541818,0.965971565
mp-541883,0.620499483
mp-541947,0.953342248
mp-542054,0.972876392
mp-542140,0.91334129
mp-542210,0.910705695
mp-542299,0.706591303
mp-542443,0.880876002
mp-542545,0.894822151
mp-542632,0.941852196
mp-542728,0.992243809
mp-542807,0.9350859
mp-542881,0.982671707
mp-542988,0.948791119
mp-554625,0.995404997
mp-554626,0.991159328
mp-554638,0.995465812
mp-554643,0.895330724
mp-554645,0.984989536
mp-554646,0.986636597
mp-554648,0.7365388
mp-554650,0.973596103
mp-554651,0.923245072
mp-554656,0.996266087
mp-554657,0.458132386
mp-554659,0.986811902
mp-554663,0.957608429
mp-554665,0.994671623
mp-554676,0.939413111
mp-554685,0.993018821
mp-554689,0.995299171
mp-554699,0.790309578
mp-554701,0.978725608
mp-554702,0.944711091
mp-554704,0.995223722
mp-554705,0.916420534
mp-554706,0.91356699
mp-554710,0.865914914
mp-554711,0.338323659
mp-554718,0.89922197
mp-554719,0.871728244
mp-554722,0.995343338
mp-554724,0.975097661
mp-554732,0.97605449
mp-554736,0.936746044
mp-554737,0.95774975
mp-554741,0.974225423
mp-554745,0.993048625
mp-554747,0.995349283
mp-554748,0.983323623
mp-554749,0.958795959
mp-554754,0.990083856
mp-554755,0.983515805
mp-554762,0.592503534
mp-554765,0.995837994
mp-554766,0.974440814
mp-554767,0.995188376
mp-554769,0.994401459
mp-554770,0.953515022
mp-554773,0.741497702
mp-554774,0.9831288
mp-554777,0.923245072
mp-554778,0.962551811
mp-554781,0.948278778
mp-554782,0.958410365
mp-554783,0.984779362
mp-554784,0.959769033
mp-554786,0.98638274
mp-554787,0.984510984
mp-554788,0.993234125
mp-554791,0.905512076
mp-554793,0.996146009
mp-554801,0.863426725
mp-554803,0.995644849
mp-554805,0.606622091
mp-554810,0.972670038
mp-554812,0.974397733
mp-554817,0.958543684
mp-554819,1.097006158
mp-554822,0.958816761
mp-554823,0.936933317
mp-554826,0.853876226
mp-554835,0.981007147
mp-554837,0.743241359
mp-554838,0.888237951
mp-554839,0.840072425
mp-554840,0.934743407
mp-554842,0.98741751
mp-554845,0.889973344
mp-554847,0.980142836
mp-554852,0.821603234
mp-554853,0.944834421
mp-554854,0.962779338
mp-554855,0.971477852
mp-554856,0.996186094
mp-554863,0.995531995
mp-554866,0.902010865
mp-554868,0.900452363
mp-752681,0.923413426
mp-554869,0.973765991
mp-554873,0.996584767
mp-554874,0.982425794
mp-554879,0.98182001
mp-554882,0.960265165
mp-554885,0.989231604
mp-554886,0.966869375
mp-554888,0.974723451
mp-554894,0.977743587
mp-554899,0.460837429
mp-554900,0.696646681
mp-554901,0.896106991
mp-554903,0.956469033
mp-554911,0.957785061
mp-554913,0.963000982
mp-554918,0.940879784
mp-554919,0.995072194
mp-554928,0.941599237
mp-554929,0.983094215
mp-554930,0.968652336
mp-554935,0.987478017
mp-554944,0.857938447
mp-554947,0.98149916
mp-554948,0.350296668
mp-554949,0.948442524
mp-554952,0.982244858
mp-554957,0.978654827
mp-554959,0.974598585
mp-554966,0.949419104
mp-554977,0.506865243
mp-554979,0.993578386
mp-554980,0.900877919
mp-554988,0.987747502
mp-554990,0.881547408
mp-554994,0.98234322
mp-554996,0.993109597
mp-555000,0.888119443
mp-555002,0.985052166
mp-555003,0.958541175
mp-555005,0.75945867
mp-555007,0.984205762
mp-555010,0.98558939
mp-555013,0.990738244
mp-555018,0.730283414
mp-555021,0.31709867
mp-555022,0.973271131
mp-555023,0.352239221
mp-555028,0.856112337
mp-555034,0.990966875
mp-555048,0.961744883
mp-555050,0.952146457
mp-555056,0.968468227
mp-555063,0.963043076
mp-555067,0.906902209
mp-555068,0.988538115
mp-555070,0.889927125
mp-555071,0.85694382
mp-555074,0.983044378
mp-555076,0.900145781
mp-555078,0.978379572
mp-555080,0.990972026
mp-555081,0.389229926
mp-555083,0.969140613
mp-555084,0.974511009
mp-555087,0.412104137
mp-555088,0.928951273
mp-555090,0.692222573
mp-555092,0.97962407
mp-555093,0.944062227
mp-555094,0.936120018
mp-555095,0.985338681
mp-555097,0.991598661
mp-555099,0.875257397
mp-555100,0.963396688
mp-555104,0.985882748
mp-555105,0.992576828
mp-555108,0.996662024
mp-555110,0.938789014
mp-555114,0.759371842
mp-555116,0.976044716
mp-555117,0.9280831
mp-555118,0.922111999
mp-555119,0.977038333
mp-555120,0.772450658
mp-555127,0.984778679
mp-555131,0.992291038
mp-555132,0.962616882
mp-555133,0.988077786
mp-555137,0.991781601
mp-555140,0.83497676
mp-555154,0.983304791
mp-555155,0.985589068
mp-555156,0.987315832
mp-555159,0.985306974
mp-555172,0.956884582
mp-555178,0.992215995
mp-555179,0.975705481
mp-555188,0.846346899
mp-555191,0.725225329
mp-555194,0.993421415
mp-555198,0.990163306
mp-555199,0.994865357
mp-555202,0.925646644
mp-555203,0.768983314
mp-555206,0.974497057
mp-555207,0.986839611
mp-555211,0.945882839
mp-555217,0.978217789
mp-555218,0.92256995
mp-555219,0.754828273
mp-555227,0.994304457
mp-555229,0.976703154
mp-555231,0.989672511
mp-555232,0.979817829
mp-555234,0.855229679
mp-555237,0.994280722
mp-555242,0.994207254
mp-555245,0.593900087
mp-555246,0.814572373
mp-555247,0.947976672
mp-555250,0.982858245
mp-555252,0.984781092
mp-555253,0.98828565
mp-555257,0.996811072
mp-555259,0.994738871
mp-555266,0.983747751
mp-555268,0.918317343
mp-555269,0.986042664
mp-555271,0.990058727
mp-555272,0.992457801
mp-555273,0.992448433
mp-555283,0.89343442
mp-555284,0.901281897
mp-555286,0.989835387
mp-555287,0.97171323
mp-555288,0.714179472
mp-555292,0.969422067
mp-555299,0.57163726
mp-555300,0.763848575
mp-555302,0.995520224
mp-555305,0.99646704
mp-555314,0.968525185
mp-555318,0.929145578
mp-555321,0.982876648
mp-555322,0.995775483
mp-555325,0.940183025
mp-555331,0.974243616
mp-555333,0.99055963
mp-555335,0.887233685
mp-555338,0.981623238
mp-555340,0.975517843
mp-555342,0.742760402
mp-555343,0.849940808
mp-555344,0.919008498
mp-555349,0.957115383
mp-555354,0.96328635
mp-555355,0.987085765
mp-555356,0.487000183
mp-555358,0.948791119
mp-555363,0.989051511
mp-555364,0.981486869
mp-555373,0.823192643
mp-555385,0.990081915
mp-555387,0.990016437
mp-555388,0.959981806
mp-555390,0.989616296
mp-555393,0.627379029
mp-555394,0.967518574
mp-555396,0.939621226
mp-555399,0.810025017
mp-555403,0.948791079
mp-555407,0.985798914
mp-555408,0.908747669
mp-555414,0.992825704
mp-555417,0.928066556
mp-555418,0.718623291
mp-555421,0.968835642
mp-555424,0.932769922
mp-555435,0.9464889
mp-555438,0.919302447
mp-555442,0.604496924
mp-555443,0.94870523
mp-555447,0.432641145
mp-555451,0.989808046
mp-555457,0.698690465
mp-555458,0.873490915
mp-555462,0.992948535
mp-555463,0.800943808
mp-555470,0.923245072
mp-555471,0.956056675
mp-555476,0.965690386
mp-555477,0.799093047
mp-555481,0.952756203
mp-555482,0.982078607
mp-555484,0.991032964
mp-555487,0.949169723
mp-555488,0.589712492
mp-555490,0.991555145
mp-555494,0.819837039
mp-752714,0.98123209
mp-555498,0.970154749
mp-555507,0.945536792
mp-555508,0.941584369
mp-555509,0.948278821
mp-555512,0.72512008
mp-555513,0.939432537
mp-555514,0.980492008
mp-555515,0.980571704
mp-555517,0.770666127
mp-555519,0.989712637
mp-555521,0.665234404
mp-555522,0.989870739
mp-555524,0.970726334
mp-555526,0.995533098
mp-555527,0.969294124
mp-555528,0.992077107
mp-555534,0.965036954
mp-555537,0.664449231
mp-555540,0.812752178
mp-555546,0.932908911
mp-555548,0.983275566
mp-555552,0.996148375
mp-555554,0.969831793
mp-555558,0.991934057
mp-555560,0.875769109
mp-555561,0.989970398
mp-555562,0.967625008
mp-555563,0.994380969
mp-555568,0.896108561
mp-555569,0.902303596
mp-555570,0.888512883
mp-555575,0.969068381
mp-555576,0.995389773
mp-555580,0.994861732
mp-555582,0.606567853
mp-555585,0.996452427
mp-555586,0.940102029
mp-555587,0.984062311
mp-555596,0.857611317
mp-555597,0.991359156
mp-555598,0.977519093
mp-555604,0.99461238
mp-555605,0.947017699
mp-555608,0.981107616
mp-555609,0.87462266
mp-555621,0.970372972
mp-555625,0.977634889
mp-555626,0.850835043
mp-555629,0.807257994
mp-555631,0.988635481
mp-555641,0.740959687
mp-555644,0.968314008
mp-555646,0.778385438
mp-555650,0.977607957
mp-555656,0.989712637
mp-555661,0.958125183
mp-555669,0.983453512
mp-555676,0.484196893
mp-555679,0.948791112
mp-555682,0.95767123
mp-555687,0.972526924
mp-555691,0.995254523
mp-555692,0.716715377
mp-555698,0.989712637
mp-555700,0.985706283
mp-555704,0.993912129
mp-555710,0.846453591
mp-555711,0.923731809
mp-555716,0.953515022
mp-555717,0.560785455
mp-555720,0.934870001
mp-555721,0.987091425
mp-555726,0.975006001
mp-555728,0.896987863
mp-555729,0.887796216
mp-545756,0.933876297
mp-550547,0.995339159
mp-553025,0.74792923
mp-553927,0.985686417
mp-553984,0.822739229
mp-554048,0.948650343
mp-554121,0.983040694
mp-554181,0.989481602
mp-554235,0.826420318
mp-554288,0.68050175
mp-554353,0.978187574
mp-554421,0.976262906
mp-554497,0.989712637
mp-554552,0.586581535
mp-554622,0.891883903
mp-554700,0.988046409
mp-555731,0.987755551
mp-555736,0.896680588
mp-555740,1.033280363
mp-555741,0.96202765
mp-555742,0.850432887
mp-555747,0.959399183
mp-555752,0.958469945
mp-555755,0.974440814
mp-555759,0.878422725
mp-555764,0.963627037
mp-555770,0.993305227
mp-555776,0.687803756
mp-555784,0.994316847
mp-555785,0.983974966
mp-555786,0.995242341
mp-555790,0.963529494
mp-555791,0.672413912
mp-555794,0.979039198
mp-555799,0.952094629
mp-555800,0.993631203
mp-555805,1.095554389
mp-555808,0.988267475
mp-555812,0.751915881
mp-555818,0.95615144
mp-555821,0.948791119
mp-555823,0.996593037
mp-555825,0.97742438
mp-555830,0.922718493
mp-555833,0.979281265
mp-555835,0.982874869
mp-555837,0.876222702
mp-555839,0.967769252
mp-555840,0.983936539
mp-555842,0.838227503
mp-555843,0.990240905
mp-555844,0.852134289
mp-555845,0.991799339
mp-555846,0.957040594
mp-555851,0.921056214
mp-555852,0.972797096
mp-555856,0.986930341
mp-555857,0.983201321
mp-555860,0.853379258
mp-555861,0.992579443
mp-555865,0.976030204
mp-555867,0.931224189
mp-555868,0.955943368
mp-555873,0.914751449
mp-555880,0.9417807
mp-555884,0.951465633
mp-555885,0.99117476
mp-555888,0.733828135
mp-555896,0.987143809
mp-555898,0.987868471
mp-555899,0.991303231
mp-555903,0.481359571
mp-555904,0.870346113
mp-555911,0.989835852
mp-555913,0.900994035
mp-555914,0.741810535
mp-555915,0.995509032
mp-555918,0.987947673
mp-555919,0.938032249
mp-555920,0.99571591
mp-555929,0.996499622
mp-555930,0.225186068
mp-555932,0.951010057
mp-555933,0.892598091
mp-555939,0.892971321
mp-555940,0.955422462
mp-555941,0.768218564
mp-555942,0.996190037
mp-555945,0.984864126
mp-555948,0.767266854
mp-555949,0.974504708
mp-555953,0.968166202
mp-555955,0.967412354
mp-555958,0.962958901
mp-555960,0.919908257
mp-555961,0.926750768
mp-555962,0.964431348
mp-555967,0.990204401
mp-555970,0.948791119
mp-555971,0.816619051
mp-555972,0.818424204
mp-555973,0.990590153
mp-555974,0.590306017
mp-555975,0.967627605
mp-555976,0.993537
mp-555978,0.94835688
mp-555979,0.995479799
mp-555982,0.989001212
mp-555983,0.816700054
mp-555984,0.907351556
mp-555986,0.989292653
mp-555994,0.943338615
mp-555996,0.970329343
mp-555997,0.979850388
mp-556002,0.951920202
mp-556007,0.879849189
mp-556009,0.510064203
mp-556014,0.924492166
mp-556016,0.986822993
mp-556017,0.96638844
mp-556018,0.993525799
mp-556020,0.559972891
mp-556021,0.841513825
mp-556023,0.827942007
mp-752752,0.994821602
mp-556024,0.908848665
mp-556025,0.807069764
mp-556026,0.98146634
mp-556028,0.980041377
mp-556034,0.876037715
mp-556036,0.863441965
mp-556040,0.970029123
mp-556044,0.845232424
mp-556046,0.98469312
