material_id,score
mp-2454,0.998735560774803
mp-2496,1
mp-2497,0.999999966621399
mp-2503,0.998598469495773
mp-2512,0.999999960660934
mp-2514,0.921620720028877
mp-2523,1
mp-2531,0.99983170747757
mp-2548,1
mp-2551,0.99997398018837
mp-2562,0.606304375827312
mp-2563,0.999999998807907
mp-2565,0.998698738217354
mp-2566,1
mp-2571,0.732104392796755
mp-2584,0.999796072244644
mp-2588,0.985487467050552
mp-2622,1
mp-2625,0.981773654818535
mp-2629,0.862520553767681
mp-2632,0.998314166665077
mp-2636,1
mp-2650,0.999951567649841
mp-2651,0.999642365574837
mp-2652,0.344938610270619
mp-2675,0.679681030213833
mp-2689,0.999999884366989
mp-2707,1
mp-2716,0.986944194436073
mp-2717,0.969065369963646
mp-2721,0.856056025624275
mp-2729,0.999990566968918
mp-2748,0.999999996423721
mp-2750,0.94062116086483
mp-2753,0.999898353219032
mp-2754,1
mp-2756,1
mp-2759,0.99989509344101
mp-2764,0.999998124837875
mp-2779,0.394597723335028
mp-2780,0.893870703577995
mp-2794,0.695468980073929
mp-2801,0.999999938011169
mp-2804,0.999978258609772
mp-2827,0.989572669267654
mp-2832,0.917836535573006
mp-2837,0.999984501600265
mp-2838,0.999999992847443
mp-2839,0.813321385234594
mp-2840,1
mp-2848,1
mp-2849,0.999993116855621
mp-2856,0.117306959964335
mp-2863,1
mp-2868,0.99999955534935
mp-2878,0.0391990614903625
mp-2879,1
mp-2882,0.995653482675552
mp-2883,0.999964582324028
mp-2884,1
mp-2885,0.57531525939703
mp-2892,0.780529027283192
mp-2895,0.871469343304634
mp-2903,1
mp-2910,0.999585781693459
mp-2911,0.99999999165535
mp-2923,0.999387263655663
mp-2928,0.973082527518272
mp-2931,0.520679477490485
mp-2939,0.888636953160167
mp-2943,0.994123622775078
mp-2948,0.126794679760933
mp-2951,0.99594425201416
mp-2955,0.998866769075394
mp-2956,0.162289905436337
mp-2965,0.999960083961487
mp-2968,0.99999817609787
mp-2970,0.999404165148735
mp-2971,0.999487950801849
mp-2973,0.999986234903336
mp-2980,0.999996281862259
mp-2981,0.999966063499451
mp-2983,0.999999998807907
mp-2995,0.999993122816086
mp-3006,0.978983101844788
mp-3010,0.979083727002144
mp-3017,0.999996130466461
mp-3031,0.999947654008865
mp-3032,0.998220158815384
mp-3033,0.975582500696182
mp-3035,0.999961112141609
mp-3037,0.999999620914459
mp-3042,0.99091982960701
mp-3045,0.999850717782974
mp-3048,0.999736520648003
mp-3050,0.999950951337814
mp-3051,0.875565202832222
mp-3071,0.999999686479569
mp-3073,0.999991298317909
mp-3074,0.996400203108787
mp-3075,0.999832184910774
mp-3079,0.423936279863119
mp-3080,0.999984277486801
mp-3082,0.779701240062714
mp-3084,0.99985913336277
mp-3094,0.9999988758564
mp-3107,0.863976942896843
mp-3109,1
mp-3114,0.900289306044579
mp-3118,0.958015180230141
mp-3120,0.98808107316494
mp-3138,0.999989106655121
mp-3142,0.995673203468323
mp-3143,0.99982255756855
mp-3154,0.999963742494583
mp-3164,0.999945755600929
mp-3172,0.999716356396675
mp-3180,0.889580588340759
mp-3193,0.941364885270596
mp-3202,1
mp-3217,0.999984633922577
mp-3219,0.999991142749786
mp-3222,0.997257937192917
mp-3237,0.999044908881187
mp-3249,0.999801231622696
mp-3252,1
mp-3257,1
mp-3258,0.999926921725273
mp-3263,0.981445780396462
mp-3269,0.996914737224579
mp-3273,0.911851235628128
mp-3281,0.284060869216919
mp-3283,0.975278034806252
mp-3284,0.999997228384018
mp-3285,0.756502971500158
mp-3286,0.999999985694885
mp-3288,0.985651635527611
mp-3289,0.999997407197952
mp-3297,0.528430836051702
mp-3303,0.999999998807907
mp-3311,0.911418314576149
mp-3312,1
mp-3319,0.978647259473801
mp-3325,1
mp-3333,1
mp-3334,0.999245917201042
mp-3335,0.993156288266182
mp-3337,0.810570742785931
mp-3338,0.999997271299362
mp-3344,0.999998360872269
mp-3370,0.999918100833893
mp-3372,0.979689487814903
mp-3374,0.866006978154183
mp-3375,1
mp-3378,0.977928919196129
mp-3384,0.999983108043671
mp-3397,0.963684600591659
mp-3400,0.999994119405746
mp-3402,0.9999997651577
mp-3404,0.922466530799866
mp-3405,0.71439508959651
mp-3406,0.999999133348465
mp-3408,0.999987800121307
mp-3412,0.999999467134476
mp-3414,1
mp-3416,0.999346914291382
mp-3417,0.961071523427963
mp-3419,0.999998738765716
mp-3430,0.999815331697464
mp-3437,0.999991037845612
mp-3446,0.814367644488812
mp-3453,0.999996831417084
mp-3457,0.999996399879456
mp-3468,0.999729118943214
mp-3470,0.804332999587059
mp-3472,0.999999972581863
mp-3476,0.999986253380775
mp-3488,0.97884723007679
mp-3494,1
mp-3499,0.999999278783798
mp-3501,0.999998919963837
mp-3502,0.987193477153778
mp-3516,0.990389291644096
mp-3520,0.90420781314373
mp-3523,0.71385873824358
mp-3529,0.999999998807907
mp-3530,0.999803823232651
mp-3531,0.999917874932289
mp-3535,0.999984532594681
mp-3538,0.738055782318115
mp-3540,0.695380027443171
mp-3541,1
mp-3545,0.99988310277462
mp-3552,0.199450059104711
mp-3557,1
mp-3563,0.999948715567589
mp-3564,0.99950005710125
mp-3566,0.999487400054932
mp-3569,0.999999972581863
mp-3575,0.845919155180454
mp-3579,1
mp-3581,0.6690524533391
mp-3583,0.999835644960403
mp-3584,0.999987708926201
mp-3589,0.996824469566345
mp-3592,0.999999988079071
mp-3594,0.971162276864052
mp-3598,0.999990704059601
mp-3601,0.99999973654747
mp-3603,0.618921469151974
mp-3618,0.99373589515686
mp-3622,0.998846395015717
mp-3626,0.999532122015953
mp-3627,0.997499493956566
mp-3629,0.0819622736796737
mp-3633,0.999997644424438
mp-3638,0.874336040914059
mp-3640,0.993982424139976
mp-3652,0.992923358678818
mp-3660,0.876672888994217
mp-3663,0.99993058681488
mp-3667,0.998625599145889
mp-3669,0.601511595323682
mp-3671,0.999437582492828
mp-3680,0.998206057548523
mp-3688,0.999396162629127
mp-3689,0.999988481998444
mp-3694,0.999999939203262
mp-3696,0.982326090335846
mp-3700,0.720617928802967
mp-3704,1
mp-3706,0.999996542930603
mp-3708,0.99898220539093
mp-3719,0.999999998807907
mp-3727,0.987000970840454
mp-3731,0.726412799358368
mp-3735,0.99996911585331
mp-3758,0.999999341964722
mp-3759,0.938628632724285
mp-3768,0.931377973854542
mp-3771,0.873464576303959
mp-3775,0.997008790373802
mp-3778,0.999641269445419
mp-3779,0.981147159337997
mp-3782,0.999982360601425
mp-3787,1
mp-3788,0.999999301433563
mp-3789,0.0344024522177642
mp-3790,0.866685444712639
mp-3792,0.999668279886246
mp-3797,1
mp-3799,0.998510057926178
mp-3816,1
mp-3817,0.998996514081955
mp-3821,0.999999223947525
mp-3826,0.999984419345856
mp-3827,0.999999992847443
mp-3828,0.999996339082718
mp-3831,0.999988993406296
mp-3848,1
mp-3859,0.83700168967247
mp-3867,0.999992079734802
mp-3868,0.999996607899666
mp-3870,0.997079257965088
mp-3879,0.999992042183876
mp-3880,0.972344269156456
mp-3884,0.999568358659744
mp-3890,0.997598152160644
mp-3891,1
mp-3897,0.999999861717224
mp-3901,0.997402591705322
mp-3910,1
mp-3917,0.994172965884209
mp-3919,0.438775508599356
mp-3922,0.973987237811089
mp-3925,0.859178397059441
mp-3928,0.999488943219185
mp-3930,0.995567028522491
mp-3941,0.774306632578373
mp-3943,0.999992765188217
mp-3949,1
mp-3952,0.9723506295681
mp-3954,0.99999995470047
mp-3955,0.989197195768356
mp-3956,0.840237693786621
mp-3962,0.999990785121918
mp-3963,0.469244693163782
mp-3967,0.308278292771429
mp-3970,0.999918081760407
mp-3972,0.957956171035767
mp-3975,0.999974427223206
mp-3977,0.999989266395569
mp-3978,0.996401341557503
mp-3980,0.999999997615814
mp-3996,0.999713029265404
mp-4002,0.909786958694458
mp-4016,0.998921027183533
mp-4019,0.99991718173027
mp-4035,0.999861759543419
mp-4047,0.978926495313644
mp-4048,0.999237072467804
mp-4049,0.999124234318733
mp-4050,0.99999999165535
mp-4052,1
mp-4057,0.998820899128914
mp-4066,1
mp-4068,0.999966416954994
mp-4077,0.292681977527736
mp-4086,0.999995316267014
mp-4090,0.999975543022156
mp-4091,0.999995994567871
mp-4092,0.999984452724457
mp-4093,0.755259627103806
mp-4096,0.999987270832062
mp-4100,0.999154524207115
mp-4103,0.999999920129776
mp-4107,0.824162804186344
mp-4112,0.993366518616676
mp-4117,0.177064708415419
mp-4122,0.999993767738342
mp-4135,0.998701167106628
mp-4136,0.999989187717438
mp-4138,0.647988370731473
mp-4139,0.533897214084864
mp-4150,0.999900977015495
mp-4157,0.999673863053322
mp-4163,0.999814163446426
mp-4164,0.999974988698959
mp-4169,0.996656090021133
mp-4180,0.999899676442146
mp-4185,0.992822929620743
mp-4190,0.998469251990318
mp-4194,0.969539076089859
mp-4199,0.999745627045631
mp-4202,0.999997155666351
mp-4206,1
mp-4207,1
mp-4214,0.997641379833221
mp-4219,1
mp-4223,0.999928742051125
mp-4236,0.999918069839477
mp-4238,0.995788499712944
mp-4240,0.999999997615814
mp-4242,1
mp-4252,0.999969257116318
mp-4264,0.980783659517765
mp-4266,1
mp-4271,0.963568439483642
mp-4274,0.999679158329964
mp-4279,0.999988572597504
mp-4287,0.999982341527939
mp-4297,1
mp-4298,0.999991400837898
mp-4307,0.999739801883698
mp-4309,1
mp-4320,0.896623405516148
mp-4325,0.999385607242584
mp-4338,0.990809029340744
mp-4350,0.999995158910751
mp-4351,0.999999932050705
mp-4360,0.999431124925613
mp-4361,0.999996206760406
mp-4374,0.999999717473984
mp-4376,0.999999560117722
mp-4377,0.994232764244079
mp-4383,0.995683480501175
mp-4393,0.980718704462051
mp-4394,0.999989215731621
mp-4396,0.999989667534828
mp-4408,0.989090436697006
mp-4409,0.9810620200634
mp-4417,0.969282048344612
mp-4421,0.982398887872696
mp-4423,0.999060246348381
mp-4428,0.999826998114586
mp-4429,0.992420520186424
mp-4433,0.999977551102638
mp-4434,0.999629029035568
mp-4438,0.999998766183853
mp-4449,0.989044944643974
mp-4450,0.999934481978416
mp-4454,0.999994673728943
mp-4459,0.999474421143532
mp-4474,0.681210024654865
mp-4481,0.99519071996212
mp-4482,0.997317134141922
mp-4492,0.870225334465504
mp-4502,0.999979062080383
mp-4527,0.648672642111778
mp-4529,0.999971129894257
mp-4534,0.742995782792568
mp-4537,0.999997881650925
mp-4544,0.999999858140945
mp-4561,0.999999972581863
mp-4571,0.9939925801754
mp-4575,0.914353095293045
mp-4577,0.998854236006737
mp-4578,0.999984065294266
mp-4589,0.999986617565155
mp-4590,0.965397366285324
mp-4591,0.993311224579811
mp-4597,0.999054022431374
mp-4598,0.926117985248566
mp-4602,0.988155989050865
mp-4603,0.999988417625427
mp-4604,0.868530190587044
mp-4606,0.999999969005585
mp-4608,0.999999890327454
mp-4618,0.999693216085434
mp-4627,0.856700866222382
mp-4630,0.713198549747467
mp-4634,0.999999595880508
mp-4643,0.846599922180176
mp-4648,0.999999990463257
mp-4649,0.99977342069149
mp-4655,0.999811767339706
mp-4657,0.371932888105512
mp-4659,0.999998284578323
mp-4668,1
mp-4669,0.945312286019325
mp-4672,0.999999841451645
mp-4674,0.882659959197044
mp-4676,0.99999319434166
mp-4690,0.999105790257454
mp-4693,0.999104799032211
mp-4697,0.979500275850296
mp-4710,0.476829077750444
mp-4731,0.999651633501053
mp-4733,0.999936089515686
mp-4735,0.99999952673912
mp-4736,0.999993232488632
mp-4747,0.999867036342621
mp-4752,0.999431591629982
mp-4757,0.999955971837044
mp-4758,0.999899554848671
mp-4759,0.999611966609955
mp-4767,0.999940484166145
mp-4768,0.999998298883438
mp-4769,0.997757084965706
mp-4770,0.999841746091843
mp-4779,0.561270925551653
mp-4782,0.99912212073803
mp-4785,0.999999176263809
mp-4793,0.999999040365219
mp-4794,0.999981690049171
mp-4796,1
mp-4800,0.17449152007699
mp-4802,0.894835410118103
mp-4807,0.999939667582512
mp-4816,0.999999958276749
mp-4817,0.99999969959259
mp-4818,1
mp-4825,0.828999516665935
mp-4829,0.999829363822937
mp-4841,0.999999214410782
mp-4843,0.980712739229202
mp-4851,0.999999229907989
mp-4855,0.031448514215881
mp-4867,0.999982213377952
mp-4870,0.435730647146702
mp-4871,0.999990149736404
mp-4873,0.999985879063606
mp-4875,0.917126399278641
mp-4876,0.999995946884155
mp-4891,0.998998388648033
mp-4895,1
mp-4906,0.998579788804054
mp-4907,0.999997336864471
mp-4917,0.999993568658829
mp-4929,0.999868357181549
mp-4934,0.162425593901426
mp-4937,0.944133278131485
mp-4955,0.932968009114265
mp-4967,0.828166099786758
mp-4971,1
mp-4973,0.998901516199112
mp-4974,0.996118190288544
mp-4975,1
mp-4983,0.999887926578522
mp-4989,0.987147905230522
mp-4995,0.651151476949453
mp-5013,0.994600226283073
mp-5015,0.999999995231628
mp-5024,0.992719177603722
mp-5026,0.745727094709873
mp-5029,0.99473572075367
mp-5032,0.999989982843399
mp-5033,0.996306998729706
mp-5036,0.999999667406082
mp-5038,1
mp-5039,0.984313160181046
mp-5040,0.99984432220459
mp-5046,0.984666128754616
mp-5050,0.999989832043648
mp-5052,0.984955075979233
mp-5055,0.992097183465958
mp-5056,0.965637989044189
mp-5061,0.886250468138605
mp-5065,0.174999354593456
mp-5078,0.999996730089188
mp-5081,0.999998944997788
mp-5094,0.213656837120652
mp-5104,0.999434640407562
mp-5114,0.999999815225601
mp-5116,0.996962503790855
mp-5121,0.999997029304504
mp-5131,1
mp-5141,0.99998124063015
mp-5142,0.975583410859108
mp-5146,0.987566705942154
mp-5151,0.96339445412159
mp-5152,0.997509854435921
mp-5156,0.999998829364777
mp-5158,0.793003479763865
mp-5173,0.999996346235275
mp-5178,0.96314141690731
mp-5182,0.999306393861771
mp-5189,0.999999133348465
mp-5207,0.86972117125988
mp-5214,0.999387996196747
mp-5223,0.999793607592583
mp-5226,0.999998202323913
mp-5241,0.999999666213989
mp-5251,0.11191347294458
mp-5259,0.998921248912811
mp-5268,0.999999814033508
mp-5279,0.999995698928833
mp-5284,0.999991016387939
mp-5285,0.999984248280525
mp-5299,0.99972733438015
mp-5302,0.988633328080177
mp-5306,0.586509369909763
mp-5308,0.893225879669189
mp-5309,0.999999883174896
mp-5318,0.990354877114296
mp-5321,1
mp-5322,0.988984619379044
mp-5323,0.99998863697052
mp-5335,0.9998087900877
mp-5338,0.9424309694767
mp-5363,0.902194076776505
mp-5368,0.950407485365868
mp-5372,0.999999998807907
mp-5381,0.988387684822082
mp-5382,0.987692087292671
mp-5391,0.794880121052265
mp-5392,0.0585495511535555
mp-5401,0.936315833032131
mp-5403,0.996366168260574
mp-5409,0.906943951249123
mp-5416,0.999994025230408
mp-5433,0.996482948064804
mp-5434,0.939252130389214
mp-5436,0.83393168926239
mp-5439,0.999995450973511
mp-5440,0.303406548649073
mp-5444,0.999984958171845
mp-5447,0.977156943678856
mp-5448,0.998991523981094
mp-5449,0.931151062846184
mp-5450,0.996858555674553
mp-5452,0.999999787807464
mp-5455,0.8493998503685
mp-5457,0.999992967844009
mp-5461,0.9881101167202
mp-5472,0.956267312169075
mp-5476,0.998076413273811
mp-5477,0.190220878868131
mp-5478,0.997688013315201
mp-5481,0.992190430760384
mp-5487,0.967961475253105
mp-5492,0.999999406337738
mp-5505,0.999999710321426
mp-5510,0.999999876022339
mp-5516,0.0304808170045726
mp-5525,0.999996359348297
mp-5529,0.941718131005764
mp-5537,0.928383866548538
mp-5544,0.999999421834946
mp-5547,0.284811380170286
mp-5548,0.883053911924362
mp-5556,0.999990434646606
mp-5558,0.998738169670105
mp-5568,0.99998771905899
mp-5572,0.99999605178833
mp-5575,0.937459501028061
mp-5577,1
mp-5584,0.993338800668716
mp-5586,0.521862241793424
mp-5587,0.999999916553497
mp-5588,0.999999936819076
mp-5599,1
mp-5602,0.999296088814735
mp-5603,0.961272733807564
mp-5605,0.999999375343323
mp-5611,0.935221493244171
mp-5616,0.999299931526184
mp-5626,0.999999998807907
mp-5639,0.835118551701307
mp-5641,0.999996690750122
mp-5652,0.983589800596237
mp-5662,0.996931779980659
mp-5683,0.99999286532402
mp-5684,1
mp-5690,0.992566372156143
mp-5704,0.998808864951134
mp-5706,0.99974807202816
mp-5711,0.999914091229439
mp-5724,0.898535322546959
mp-5730,0.998522761464119
mp-5732,0.999879334568977
mp-5734,0.999983920454979
mp-5735,0.932787786722183
mp-5739,0.976546806693077
mp-5749,0.950058673620224
mp-5757,0.999999231100082
mp-5759,0.998783289194107
mp-5766,0.999998637437821
mp-5769,0.701433446779847
mp-5773,0.999843145608902
mp-5779,0.993941376209259
mp-5786,0.999996417760849
mp-5788,0.736766845881939
mp-5794,0.908000583052635
mp-5800,0.999999822378159
mp-5807,0.989390264749527
mp-5816,0.576247220337391
mp-5820,0.999999015331268
mp-5824,0.507515785396099
mp-5830,0.999999895095825
mp-5838,1
mp-5843,0.999954877495766
mp-5858,0.999152535796165
mp-5859,0.758556986451149
mp-5861,0.998252372145653
mp-5864,0.989023952484131
mp-5867,0.989804307222366
mp-5887,1
mp-5889,0.973481371998787
mp-5900,0.999951546788216
mp-5901,0.999906418919563
mp-5908,0.999995529651642
mp-5909,0.0357883104201755
mp-5913,0.99990014731884
mp-5914,0.0212640119265416
mp-5915,0.997259922623634
mp-5924,0.922528086900711
mp-5926,0.999115002155304
mp-5927,1
mp-5950,0.953890770077705
mp-5951,0.999997911453247
mp-5955,0.998480712771416
mp-5957,0.930438737273216
mp-5960,0.983971056938171
mp-5965,0.999999021291733
mp-5972,0.999999898672104
mp-5974,0.999984209537506
mp-5981,1
mp-5990,0.999998444318771
mp-5996,0.998409785628319
mp-6008,0.999994319677353
mp-6013,0.999999490976334
mp-6017,0.999982817173004
mp-6018,0.998908330798149
mp-6019,0.99743138730526
mp-6026,0.614299773946404
mp-6030,0.565547024533153
mp-6031,0.918871085941792
mp-6032,0.999999630451202
mp-6036,0.999860874414444
mp-6040,0.999988776445389
mp-6044,0.986467394828796
mp-6046,0.998353580832481
mp-6049,0.998975908756256
mp-6051,0.997886928319931
mp-6054,0.998708950281143
mp-6057,0.999929285049439
mp-6058,0.999954892992973
mp-6059,0.986167184710503
mp-6062,0.999940112233162
mp-6066,0.998170613050461
mp-6068,0.998219828605652
mp-6073,0.928815272450447
mp-6075,0.99982598900795
mp-6076,0.955849995017052
mp-6077,0.999341630339623
mp-6078,0.999991369247436
mp-6080,0.999999588727951
mp-6081,0.999967499375343
mp-6089,0.999999688863754
mp-6091,0.999999960660934
mp-6094,0.999821149706841
mp-6097,0.01313778937998
mp-6099,0.883040832281113
mp-6101,0.999788906574249
mp-6105,0.984132136702537
mp-6109,0.999167778491974
mp-6112,1
mp-6113,0.693635673969984
mp-6115,1
mp-6121,0.999994049072266
mp-6122,0.999447876214981
mp-6124,0.999872663021088
mp-6125,0.999991979598999
mp-6127,0.999999988079071
mp-6134,0.998101859092712
mp-6137,0.986032748222351
mp-6146,0.925911421179771
mp-6150,0.998811109066009
mp-6152,0.999783337712288
mp-6160,0.977530999779701
mp-6163,0.999701030254364
mp-6164,0.757971489280462
mp-6167,0.99329618036747
mp-6169,0.999643489718437
mp-6172,0.431290581077337
mp-6174,0.741224179118872
mp-6175,0.999999989271164
mp-6179,0.967272455692291
mp-6181,0.97295118868351
mp-6185,0.364781557247043
mp-6186,0.669486335813999
mp-6191,0.936533047556877
mp-6194,0.984293158054352
mp-6198,1
mp-6203,0.999996899366379
mp-6204,0.99933161854744
mp-6208,0.999870645403862
mp-6213,0.999453632235527
mp-6217,0.999302415251732
mp-6224,0.955825147628784
mp-6226,0.999970888495445
mp-6227,0.999996877908707
mp-6233,0.999598276615143
mp-6238,0.997063762545586
mp-6246,0.948987812995911
mp-6247,0.999626339673996
mp-6249,0.984449505805969
mp-6250,0.99916145324707
mp-6252,1
mp-6255,0.999755767583847
mp-6257,0.999931898713112
mp-6258,0.999741566181183
mp-6268,0.999537225961685
mp-6270,0.996910490989685
mp-6274,0.524170218706131
mp-6276,1
mp-6281,0.999963442087173
mp-6289,0.999958244562149
mp-6290,0.999999997615814
mp-6294,0.998524402976036
mp-6296,0.999999915361404
mp-6297,0.999999334812164
mp-6299,0.999998594522476
mp-6300,1
mp-6301,0.999531095027924
mp-6305,0.999251888394356
mp-6310,0.965778303742409
mp-6316,0.997188603281975
mp-6318,0.959973996579647
mp-6319,0.99961950302124
mp-6326,0.460450381785631
mp-6327,0.53758869305253
mp-6330,0.999990944862366
mp-6331,0.762050065100193
mp-6333,0.999999092817306
mp-6340,0.464545623362064
mp-6342,0.999534443020821
mp-6345,0.999596056342125
mp-6358,0.995321950912476
mp-6361,0.996557691693306
mp-6368,0.999988055825233
mp-6388,0.952427464723587
mp-6389,0.998923035860062
mp-6391,0.999991240501404
mp-6394,0.9999638235569
mp-6397,0.999676976799965
mp-6404,1
mp-6414,0.999951963424683
mp-6416,0.997989184260368
mp-6419,0.999984506964683
mp-6424,0.977054423093796
mp-6425,0.634403915368021
mp-6426,0.999631700515747
mp-6433,0.999999408721924
mp-6434,0.999995797872543
mp-6441,0.997166593670845
mp-6442,0.951987766623497
mp-6443,0.999864466786385
mp-6446,0.991491891741753
mp-6449,0.997170887589455
mp-6453,0.903193458914757
mp-6455,0.999994840621948
mp-6456,0.956058892607689
mp-6462,0.99550120472908
mp-6465,0.999011912345886
mp-6467,0.998411735296249
mp-6468,0.995388487577438
mp-6473,0.999442037343979
mp-6475,0.983069857954979
mp-6479,0.999999661445618
mp-6480,0.501427069306374
mp-6481,0.999997177124024
mp-6485,1
mp-6486,0.999997646808624
mp-6488,0.998727783560753
