,MP_index,Cluster_ID,cluster_size,sublattice_element,dbcv_cluster,probabilities
0,mp-7,-1,24875,S,0.8468198764613707,0.0
1,mp-25,63,282,N,0.21217807133755504,0.10416468734899118
2,mp-35,-1,24875,Mn,0.8468198764613707,0.0
3,mp-43,-1,24875,U,0.8468198764613707,0.0
4,mp-83,38,22,S,0.4684637580032451,0.972128756706714
5,mp-118,-1,24875,P,0.8468198764613707,0.0
6,mp-155,168,30,Gd,0.2601296164533244,1.0
7,mp-172,31,43,Nd,0.5380963227958782,0.9454555537772901
8,mp-183,107,493,Ce,0.43919125906243645,0.8817549151006628
9,mp-186,-1,24875,Si,0.8468198764613707,0.0
10,mp-202,-1,24875,Te,0.8468198764613707,0.0
11,mp-210,-1,24875,Ba,0.8468198764613707,0.0
12,mp-216,66,39,O,0.7407267552559651,0.5296505223091732
13,mp-218,66,39,O,0.7407267552559651,1.0
14,mp-223,-1,24875,O,0.8468198764613707,0.0
15,mp-226,-1,24875,Fe,0.8468198764613707,0.0
16,mp-230,-1,24875,O,0.8468198764613707,0.0
17,mp-243,63,282,C,0.21217807133755504,0.11274798564436514
18,mp-254,-1,24875,F,0.8468198764613707,0.0
19,mp-287,-1,24875,U,0.8468198764613707,0.0
20,mp-294,-1,24875,O,0.8468198764613707,0.0
21,mp-299,-1,24875,Mo,0.8468198764613707,0.0
22,mp-306,-1,24875,O,0.8468198764613707,0.0
23,mp-308,-1,24875,U,0.8468198764613707,0.0
24,mp-310,73,15,Np,0.9999999999819483,5.6902461438013085e-09
25,mp-334,-1,24875,F,0.8468198764613707,0.0
26,mp-337,107,493,Pu,0.43919125906243645,0.804641556540653
27,mp-355,-1,24875,Nd,0.8468198764613707,0.0
28,mp-356,11,51,Co,0.6162322023108271,0.9496145725536765
29,mp-368,-1,24875,P,0.8468198764613707,0.0
30,mp-383,-1,24875,Te,0.8468198764613707,0.0
31,mp-387,169,214,Ce,0.3084325766224466,0.8546127360773018
32,mp-392,110,45,U,0.6565088259563391,0.8894473815794511
33,mp-394,144,131,Ce,0.6426876732140571,1.0
34,mp-397,-1,24875,Cd,0.8468198764613707,0.0
35,mp-411,36,28,Co,0.9159316554357084,1.0
36,mp-413,92,37,U,0.6647266102525446,0.8908065864033449
37,mp-449,56,59,Fe,0.6665848550343422,0.8589015594862073
38,mp-457,107,493,Ce,0.43919125906243645,0.6077411505443098
39,mp-466,-1,24875,Nb,0.8468198764613707,0.0
40,mp-468,-1,24875,F,0.8468198764613707,0.0
41,mp-472,74,52,U,0.23782483151432468,1.0
42,mp-473,-1,24875,P,0.8468198764613707,0.0
43,mp-491,110,45,La,0.6565088259563391,1.0
44,mp-502,-1,24875,S,0.8468198764613707,0.0
45,mp-519,172,39,U,0.7992757673678723,0.9228171115560794
46,mp-528,-1,24875,U,0.8468198764613707,0.0
47,mp-531,-1,24875,Si,0.8468198764613707,0.0
48,mp-566,-1,24875,Ce,0.8468198764613707,0.0
49,mp-569,44,33,Co,0.747557307254488,0.5242764935721419
50,mp-582,74,52,Ce,0.23782483151432468,0.9403070137085418
51,mp-588,-1,24875,F,0.8468198764613707,0.0
52,mp-597,-1,24875,Ti,0.8468198764613707,0.0
53,mp-604,-1,24875,O,0.8468198764613707,0.0
54,mp-606,110,45,U,0.6565088259563391,0.775287737858167
55,mp-607,73,15,Ce,0.9999999999819483,1.0
56,mp-612,-1,24875,S,0.8468198764613707,0.0
57,mp-614,63,282,O,0.21217807133755504,0.1060664740786251
58,mp-619,28,50,U,0.556914439293947,0.4477117464162219
59,mp-639,-1,24875,U,0.8468198764613707,0.0
60,mp-641,-1,24875,S,0.8468198764613707,0.0
61,mp-644,-1,24875,Te,0.8468198764613707,0.0
62,mp-654,11,51,Fe,0.6162322023108271,0.4901545872505201
63,mp-666,-1,24875,U,0.8468198764613707,0.0
64,mp-679,66,39,O,0.7407267552559651,1.0
65,mp-681,109,77,Eu,0.30949115031177366,0.7390548228566042
66,mp-690,-1,24875,S,0.8468198764613707,0.0
67,mp-698,-1,24875,U,0.8468198764613707,0.0
68,mp-702,107,493,Ce,0.43919125906243645,0.8302762168210355
69,mp-711,95,57,Ce,0.6343969167889622,0.15921793047838548
70,mp-723,-1,24875,Cr,0.8468198764613707,0.0
71,mp-726,-1,24875,O,0.8468198764613707,0.0
72,mp-733,-1,24875,O,0.8468198764613707,0.0
73,mp-743,19,35,N,0.31065456959716287,0.7850215196579176
74,mp-748,-1,24875,Ti,0.8468198764613707,0.0
75,mp-761,144,131,Ce,0.6426876732140571,1.0
76,mp-764,44,33,Co,0.747557307254488,0.4830000983416965
77,mp-774,44,33,Ni,0.747557307254488,1.0
78,mp-775,32,22,Er,0.7938490023698631,0.5340776349800913
79,mp-787,110,45,U,0.6565088259563391,0.8793293668971821
80,mp-807,172,39,Np,0.7992757673678723,0.18862394200001875
81,mp-809,44,33,Co,0.747557307254488,0.9282092524078458
82,mp-812,66,39,O,0.7407267552559651,1.0
83,mp-821,-1,24875,Nb,0.8468198764613707,0.0
84,mp-843,11,51,Fe,0.6162322023108271,0.5426115683744716
85,mp-844,-1,24875,N,0.8468198764613707,0.0
86,mp-853,44,33,Ni,0.747557307254488,0.7570263600047756
87,mp-863,73,15,Pu,0.9999999999819483,1.0
88,mp-878,-1,24875,S,0.8468198764613707,0.0
89,mp-879,110,45,La,0.6565088259563391,0.7156191882116041
90,mp-880,11,51,Fe,0.6162322023108271,0.5992249939498965
91,mp-881,107,493,Np,0.43919125906243645,0.8202452027132373
92,mp-909,-1,24875,Se,0.8468198764613707,0.0
93,mp-943,-1,24875,Co,0.8468198764613707,0.0
94,mp-951,74,52,Ce,0.23782483151432468,0.8751503866266744
95,mp-956,-1,24875,U,0.8468198764613707,0.0
96,mp-964,-1,24875,Cr,0.8468198764613707,0.0
97,mp-973,-1,24875,U,0.8468198764613707,0.0
98,mp-975,-1,24875,F,0.8468198764613707,0.0
99,mp-976,-1,24875,V,0.8468198764613707,0.0
100,mp-978,-1,24875,Sn,0.8468198764613707,0.0
101,mp-980,145,70,U,0.5787472815678936,0.8098432420814529
102,mp-986,107,493,Ce,0.43919125906243645,0.8457038281147775
103,mp-995,74,52,Eu,0.23782483151432468,1.0
104,mp-1015,115,30,Mn,0.7156525146911119,0.8947578129429632
105,mp-1016,-1,24875,Pu,0.8468198764613707,0.0
106,mp-1023,11,51,Co,0.6162322023108271,0.49637660295803315
107,mp-1029,107,493,F,0.43919125906243645,0.729895391491944
108,mp-1031,107,493,Gd,0.43919125906243645,0.9850452063319083
109,mp-1043,116,113,V,0.9963380692222676,1.0
110,mp-1045,66,39,O,0.7407267552559651,0.7508965748149264
111,mp-1051,36,28,Ni,0.9159316554357084,1.0
112,mp-1056,66,39,O,0.7407267552559651,1.0
113,mp-1062,107,493,Ce,0.43919125906243645,0.8734215152389198
114,mp-1074,-1,24875,Si,0.8468198764613707,0.0
115,mp-1075,44,33,Ni,0.747557307254488,1.0
116,mp-1085,74,52,U,0.23782483151432468,1.0
117,mp-1096,173,107,Ce,0.3528741250256192,1.0
118,mp-1107,90,24,Th,0.6461510003108782,0.983516770402102
119,mp-1111,56,59,Mn,0.6665848550343422,0.9849737891951715
120,mp-1112,74,52,Ce,0.23782483151432468,0.8937698372195539
121,mp-1147,-1,24875,Ti,0.8468198764613707,0.0
122,mp-1163,107,493,U,0.43919125906243645,0.8160288248594634
123,mp-1179,44,33,Ni,0.747557307254488,0.9404172606429827
124,mp-1200,44,33,Co,0.747557307254488,1.0
125,mp-1217,103,35,Si,0.734241603280502,0.41177281199036314
126,mp-1237,28,50,U,0.556914439293947,0.376568076947756
127,mp-1261,107,493,Eu,0.43919125906243645,0.8833660210084561
128,mp-1273,-1,24875,Ge,0.8468198764613707,0.0
129,mp-1311,-1,24875,Cr,0.8468198764613707,0.0
130,mp-1314,-1,24875,Si,0.8468198764613707,0.0
131,mp-1323,-1,24875,F,0.8468198764613707,0.0
132,mp-1355,14,19,Mn,0.8038673311594228,1.0
133,mp-1382,110,45,Ce,0.6565088259563391,1.0
134,mp-1383,74,52,U,0.23782483151432468,0.9128868473288789
135,mp-1384,44,33,Ir,0.747557307254488,1.0
136,mp-1385,-1,24875,Ce,0.8468198764613707,0.0
137,mp-1389,-1,24875,Pu,0.8468198764613707,0.0
138,mp-1397,-1,24875,Te,0.8468198764613707,0.0
139,mp-1409,148,32,Ni,0.5220547437343808,0.9142883346013769
140,mp-1419,-1,24875,N,0.8468198764613707,0.0
141,mp-1422,74,52,Gd,0.23782483151432468,1.0
142,mp-1426,11,51,Fe,0.6162322023108271,0.5584541801610805
143,mp-1427,66,39,O,0.7407267552559651,0.8895233996346144
144,mp-1428,-1,24875,Ni,0.8468198764613707,0.0
145,mp-1429,44,33,Co,0.747557307254488,1.0
146,mp-1436,109,77,Eu,0.30949115031177366,0.996556281485513
147,mp-1455,-1,24875,Mn,0.8468198764613707,0.0
148,mp-1468,-1,24875,S,0.8468198764613707,0.0
149,mp-1469,-1,24875,P,0.8468198764613707,0.0
150,mp-1473,-1,24875,Fe,0.8468198764613707,0.0
151,mp-1477,-1,24875,Si,0.8468198764613707,0.0
152,mp-1478,-1,24875,Cu,0.8468198764613707,0.0
153,mp-1506,31,43,Sm,0.5380963227958782,0.9824571030986915
154,mp-1510,11,51,Fe,0.6162322023108271,0.5451346228445255
155,mp-1513,-1,24875,Co,0.8468198764613707,0.0
156,mp-1518,107,493,Ce,0.43919125906243645,0.9850452063319083
157,mp-1521,-1,24875,Mo,0.8468198764613707,0.0
158,mp-1525,169,214,Ce,0.3084325766224466,0.9160569310576024
159,mp-1553,44,33,Ni,0.747557307254488,0.9028136145115634
160,mp-1556,177,111,Pu,0.8468198764613707,1.0
161,mp-1559,-1,24875,N,0.8468198764613707,0.0
162,mp-1567,44,33,Ni,0.747557307254488,0.9515985950221999
163,mp-1568,-1,24875,P,0.8468198764613707,0.0
164,mp-1581,-1,24875,O,0.8468198764613707,0.0
165,mp-1582,-1,24875,O,0.8468198764613707,0.0
166,mp-1588,-1,24875,C,0.8468198764613707,0.0
167,mp-1597,173,107,U,0.3528741250256192,0.41911917390623044
168,mp-1619,-1,24875,Si,0.8468198764613707,0.0
169,mp-1654,74,52,Ce,0.23782483151432468,0.9498512156056425
170,mp-1655,73,15,U,0.9999999999819483,1.0
171,mp-1657,92,37,U,0.6647266102525446,0.8787010493498583
172,mp-1658,66,39,O,0.7407267552559651,0.2685427333291705
173,mp-1666,-1,24875,S,0.8468198764613707,0.0
174,mp-1673,31,43,Tb,0.5380963227958782,0.9737806931196815
175,mp-1679,-1,24875,Ni,0.8468198764613707,0.0
176,mp-1707,19,35,N,0.31065456959716287,0.7601873797084738
177,mp-1714,33,75,Fe,0.4105440587119761,0.9075319092651246
178,mp-1716,-1,24875,Rh,0.8468198764613707,0.0
179,mp-1721,-1,24875,C,0.8468198764613707,0.0
180,mp-1724,11,51,Fe,0.6162322023108271,0.4884942416150546
181,mp-1726,-1,24875,O,0.8468198764613707,0.0
182,mp-1729,116,113,Fe,0.9963380692222676,1.842284936901396e-09
183,mp-1731,44,33,Co,0.747557307254488,0.622254397949255
184,mp-1745,-1,24875,O,0.8468198764613707,0.0
185,mp-1747,169,214,Te,0.3084325766224466,0.9088594441502607
186,mp-1754,140,34,U,0.7607700215402335,1.0
187,mp-1759,-1,24875,U,0.8468198764613707,0.0
188,mp-1760,-1,24875,U,0.8468198764613707,0.0
189,mp-1767,66,39,O,0.7407267552559651,0.9952817937993405
190,mp-1777,-1,24875,Ge,0.8468198764613707,0.0
191,mp-1798,175,34,Ce,0.23739549490710843,0.9306086815359693
192,mp-1804,168,30,Fe,0.2601296164533244,1.0
193,mp-1806,-1,24875,O,0.8468198764613707,0.0
194,mp-1808,5,40,Ti,0.9766625455747954,1.0
195,mp-1824,44,33,Ni,0.747557307254488,1.0
196,mp-1840,-1,24875,O,0.8468198764613707,0.0
197,mp-1849,-1,24875,Mn,0.8468198764613707,0.0
198,mp-1852,133,63,U,0.15022962345276358,1.0
199,mp-1854,74,52,Eu,0.23782483151432468,0.8415671067440048
200,mp-1875,139,19,F,0.6686088784794362,0.9798580130988457
201,mp-1888,103,35,Ge,0.734241603280502,0.4220328118207105
202,mp-1897,74,52,Pu,0.23782483151432468,0.9164588233571188
203,mp-1898,128,19,Ce,0.6069041449161,1.0
204,mp-1908,31,43,Pr,0.5380963227958782,0.9242789014193566
205,mp-1910,144,131,Ce,0.6426876732140571,1.0
206,mp-1911,107,493,Ce,0.43919125906243645,0.8054643770760836
207,mp-1928,74,52,Pu,0.23782483151432468,0.9325641091858325
208,mp-1959,173,107,Pu,0.3528741250256192,0.854238950242312
209,mp-1967,-1,24875,Ta,0.8468198764613707,0.0
210,mp-1974,28,50,Ce,0.556914439293947,0.5450598530493463
211,mp-1990,-1,24875,As,0.8468198764613707,0.0
212,mp-1992,-1,24875,Pu,0.8468198764613707,0.0
213,mp-1999,132,31,O,0.1812710743330481,1.0
214,mp-2018,15,37,Fe,0.8543718512219437,0.6592239151972921
215,mp-2033,168,30,Ni,0.2601296164533244,1.0
216,mp-2042,36,28,Ni,0.9159316554357084,1.0
217,mp-2056,-1,24875,Ni,0.8468198764613707,0.0
218,mp-2058,-1,24875,Ni,0.8468198764613707,0.0
219,mp-2066,144,131,Eu,0.6426876732140571,1.0
220,mp-2084,-1,24875,Ir,0.8468198764613707,0.0
221,mp-2086,169,214,Pu,0.3084325766224466,0.9143136483745179
222,mp-2088,74,52,Ce,0.23782483151432468,0.9973779294147925
223,mp-2092,107,493,Ce,0.43919125906243645,0.8768585641159347
224,mp-2098,74,52,Ce,0.23782483151432468,0.8965255075628886
225,mp-2104,173,107,U,0.3528741250256192,0.956619519211486
226,mp-2109,74,52,Ce,0.23782483151432468,0.9415016696291436
227,mp-2137,-1,24875,Ni,0.8468198764613707,0.0
228,mp-2146,103,35,Ge,0.734241603280502,0.42139071622343083
229,mp-2149,74,52,Np,0.23782483151432468,0.9265754542095017
230,mp-2152,44,33,Ni,0.747557307254488,1.0
231,mp-2154,175,34,Ce,0.23739549490710843,1.0
232,mp-2173,-1,24875,O,0.8468198764613707,0.0
233,mp-2184,-1,24875,O,0.8468198764613707,0.0
234,mp-2209,145,70,Ce,0.5787472815678936,0.8686790791306465
235,mp-2216,11,51,Co,0.6162322023108271,0.5006238050092083
236,mp-2232,-1,24875,S,0.8468198764613707,0.0
237,mp-2234,-1,24875,S,0.8468198764613707,0.0
238,mp-2236,-1,24875,U,0.8468198764613707,0.0
239,mp-2254,-1,24875,O,0.8468198764613707,0.0
240,mp-2269,170,28,U,0.4562006813953317,0.3668525345059467
241,mp-2275,-1,24875,F,0.8468198764613707,0.0
242,mp-2279,107,493,Pu,0.43919125906243645,0.7458625144651478
243,mp-2288,169,214,Pu,0.3084325766224466,0.8900237516276934
244,mp-2289,100,295,Ce,0.554631052673795,0.49645256336588944
245,mp-2292,66,39,O,0.7407267552559651,0.41183824132860714
246,mp-2295,116,113,Ni,0.9963380692222676,0.20145213778236157
247,mp-2296,-1,24875,Ni,0.8468198764613707,0.0
248,mp-2317,44,33,Ni,0.747557307254488,0.7766406178529699
249,mp-2345,66,39,O,0.7407267552559651,1.0
250,mp-2361,56,59,Hf,0.6665848550343422,0.850354300720961
251,mp-2370,44,33,Ni,0.747557307254488,1.0
252,mp-2409,-1,24875,Ni,0.8468198764613707,0.0
253,mp-2413,149,142,Ce,0.35364983119101157,0.7500184207173461
254,mp-2414,-1,24875,O,0.8468198764613707,0.0
255,mp-2416,-1,24875,F,0.8468198764613707,0.0
256,mp-2423,173,107,U,0.3528741250256192,0.6414529958690472
257,mp-2436,144,131,Eu,0.6426876732140571,1.0
258,mp-2447,-1,24875,Se,0.8468198764613707,0.0
259,mp-2452,-1,24875,O,0.8468198764613707,0.0
260,mp-2454,115,30,Fe,0.7156525146911119,1.0
261,mp-2496,-1,24875,Sn,0.8468198764613707,0.0
262,mp-2497,107,493,Gd,0.43919125906243645,0.7525449885912666
263,mp-2503,-1,24875,Pd,0.8468198764613707,0.0
264,mp-2512,-1,24875,Pd,0.8468198764613707,0.0
265,mp-2514,-1,24875,P,0.8468198764613707,0.0
266,mp-2523,107,493,Pu,0.43919125906243645,0.8521672933352515
267,mp-2531,11,51,Co,0.6162322023108271,0.4994031954769369
268,mp-2548,169,214,Pu,0.3084325766224466,0.8630013599216716
269,mp-2551,44,33,Co,0.747557307254488,1.0
270,mp-2562,168,30,Mn,0.2601296164533244,1.0
271,mp-2563,169,214,Ce,0.3084325766224466,0.8178224468751735
272,mp-2565,-1,24875,S,0.8468198764613707,0.0
273,mp-2566,169,214,Pu,0.3084325766224466,0.9125400078559486
274,mp-2571,63,282,O,0.21217807133755504,0.10746484238774054
275,mp-2584,36,28,Fe,0.9159316554357084,0.7928828269444275
276,mp-2588,36,28,Co,0.9159316554357084,0.9655802938518472
277,mp-2622,110,45,Pa,0.6565088259563391,0.7524169434078123
278,mp-2625,-1,24875,U,0.8468198764613707,0.0
279,mp-2629,-1,24875,Ce,0.8468198764613707,0.0
280,mp-2632,-1,24875,F,0.8468198764613707,0.0
281,mp-2636,107,493,Gd,0.43919125906243645,0.8196602688728691
282,mp-2650,-1,24875,S,0.8468198764613707,0.0
283,mp-2651,-1,24875,F,0.8468198764613707,0.0
284,mp-2652,66,39,O,0.7407267552559651,1.0
285,mp-2675,115,30,Ni,0.7156525146911119,0.9945681849099915
286,mp-2689,44,33,Fe,0.747557307254488,1.0
287,mp-2707,92,37,U,0.6647266102525446,0.8679996107165987
288,mp-2716,-1,24875,Ti,0.8468198764613707,0.0
289,mp-2717,-1,24875,Ni,0.8468198764613707,0.0
290,mp-2721,168,30,Ce,0.2601296164533244,0.9744801606452423
291,mp-2729,-1,24875,Os,0.8468198764613707,0.0
292,mp-2748,172,39,Ce,0.7992757673678723,1.0
293,mp-2750,-1,24875,Cr,0.8468198764613707,0.0
294,mp-2753,-1,24875,S,0.8468198764613707,0.0
295,mp-2754,103,35,Fe,0.734241603280502,0.6170711648818755
296,mp-2756,107,493,Ce,0.43919125906243645,0.7685431137009151
297,mp-2759,14,19,Fe,0.8038673311594228,1.0
298,mp-2764,36,28,Ni,0.9159316554357084,1.0
299,mp-2779,-1,24875,Fe,0.8468198764613707,0.0
300,mp-2780,-1,24875,Fe,0.8468198764613707,0.0
301,mp-2794,-1,24875,Fe,0.8468198764613707,0.0
302,mp-2801,109,77,Ce,0.30949115031177366,0.5996674111202727
303,mp-2804,-1,24875,P,0.8468198764613707,0.0
304,mp-2827,44,33,Co,0.747557307254488,1.0
305,mp-2832,-1,24875,Cr,0.8468198764613707,0.0
306,mp-2837,44,33,Co,0.747557307254488,0.4283669077414837
307,mp-2838,-1,24875,Ni,0.8468198764613707,0.0
308,mp-2839,-1,24875,Ce,0.8468198764613707,0.0
309,mp-2840,74,52,Pu,0.23782483151432468,0.8403447053411177
310,mp-2848,-1,24875,Pu,0.8468198764613707,0.0
311,mp-2849,-1,24875,U,0.8468198764613707,0.0
312,mp-2856,-1,24875,Mn,0.8468198764613707,0.0
313,mp-2863,177,111,Ce,0.8468198764613707,1.0
314,mp-2868,-1,24875,Th,0.8468198764613707,0.0
315,mp-2878,-1,24875,O,0.8468198764613707,0.0
316,mp-2879,156,146,O,0.423239754486608,0.8722069506833972
317,mp-2882,-1,24875,Cu,0.8468198764613707,0.0
318,mp-2883,22,72,O,0.4636673079721,0.6122783658558361
319,mp-2884,-1,24875,Mn,0.8468198764613707,0.0
320,mp-2885,114,16,Mo,0.7588312794507455,1.0
321,mp-2892,82,26,O,0.677413312083344,1.0
322,mp-2895,-1,24875,O,0.8468198764613707,0.0
323,mp-2903,144,131,U,0.6426876732140571,1.0
324,mp-2910,-1,24875,F,0.8468198764613707,0.0
325,mp-2911,-1,24875,P,0.8468198764613707,0.0
326,mp-2923,27,15,Os,0.5726047454729234,1.0
327,mp-2928,-1,24875,Fe,0.8468198764613707,0.0
328,mp-2931,159,17,O,0.3288053664055547,0.9951231278269713
329,mp-2939,-1,24875,O,0.8468198764613707,0.0
330,mp-2943,77,27,F,0.4124945668461916,0.582197414113347
331,mp-2948,-1,24875,N,0.8468198764613707,0.0
332,mp-2951,-1,24875,O,0.8468198764613707,0.0
333,mp-2955,156,146,F,0.423239754486608,1.0
334,mp-2956,-1,24875,Co,0.8468198764613707,0.0
335,mp-2965,100,295,Ce,0.554631052673795,0.4265104711179769
336,mp-2968,-1,24875,Mn,0.8468198764613707,0.0
337,mp-2970,-1,24875,O,0.8468198764613707,0.0
338,mp-2971,-1,24875,U,0.8468198764613707,0.0
339,mp-2973,-1,24875,O,0.8468198764613707,0.0
340,mp-2980,-1,24875,O,0.8468198764613707,0.0
341,mp-2981,-1,24875,Ca,0.8468198764613707,0.0
342,mp-2983,-1,24875,N,0.8468198764613707,0.0
343,mp-2995,-1,24875,Fe,0.8468198764613707,0.0
344,mp-3006,-1,24875,Pd,0.8468198764613707,0.0
345,mp-3010,-1,24875,F,0.8468198764613707,0.0
346,mp-3017,91,48,Co,0.498253146231079,1.0
347,mp-3031,-1,24875,O,0.8468198764613707,0.0
348,mp-3032,-1,24875,F,0.8468198764613707,0.0
349,mp-3033,-1,24875,O,0.8468198764613707,0.0
350,mp-3035,100,295,Ce,0.554631052673795,1.0
351,mp-3037,-1,24875,U,0.8468198764613707,0.0
352,mp-3042,-1,24875,F,0.8468198764613707,0.0
353,mp-3045,7,16,Fe,0.932380883288552,1.0
354,mp-3048,-1,24875,U,0.8468198764613707,0.0
355,mp-3050,75,67,O,0.5187034002185793,1.0
356,mp-3051,-1,24875,O,0.8468198764613707,0.0
357,mp-3071,-1,24875,Ni,0.8468198764613707,0.0
358,mp-3073,-1,24875,O,0.8468198764613707,0.0
359,mp-3074,-1,24875,Ag,0.8468198764613707,0.0
360,mp-3075,-1,24875,S,0.8468198764613707,0.0
361,mp-3079,-1,24875,O,0.8468198764613707,0.0
362,mp-3080,-1,24875,O,0.8468198764613707,0.0
363,mp-3082,-1,24875,O,0.8468198764613707,0.0
364,mp-3084,16,61,Ni,0.7440464581460823,0.6095167884983277
365,mp-3094,-1,24875,O,0.8468198764613707,0.0
366,mp-3107,-1,24875,O,0.8468198764613707,0.0
367,mp-3109,-1,24875,U,0.8468198764613707,0.0
368,mp-3114,-1,24875,O,0.8468198764613707,0.0
369,mp-3118,-1,24875,O,0.8468198764613707,0.0
370,mp-3120,-1,24875,Cu,0.8468198764613707,0.0
371,mp-3138,167,23,Sb,0.43051058879733767,0.972972787517894
372,mp-3142,-1,24875,O,0.8468198764613707,0.0
373,mp-3143,-1,24875,O,0.8468198764613707,0.0
374,mp-3154,-1,24875,O,0.8468198764613707,0.0
375,mp-3164,-1,24875,O,0.8468198764613707,0.0
376,mp-3172,71,14,Ag,0.20899860942536833,1.0
377,mp-3180,-1,24875,O,0.8468198764613707,0.0
378,mp-3193,-1,24875,O,0.8468198764613707,0.0
379,mp-3202,-1,24875,Ni,0.8468198764613707,0.0
380,mp-3217,-1,24875,U,0.8468198764613707,0.0
381,mp-3219,-1,24875,Eu,0.8468198764613707,0.0
382,mp-3222,136,37,Ru,0.7293393145842071,0.7397178170768675
383,mp-3237,-1,24875,Cu,0.8468198764613707,0.0
384,mp-3249,-1,24875,O,0.8468198764613707,0.0
385,mp-3252,-1,24875,O,0.8468198764613707,0.0
386,mp-3257,-1,24875,Se,0.8468198764613707,0.0
387,mp-3258,37,24,Ru,0.290007437869625,1.0
388,mp-3263,-1,24875,U,0.8468198764613707,0.0
389,mp-3269,-1,24875,F,0.8468198764613707,0.0
390,mp-3273,-1,24875,O,0.8468198764613707,0.0
391,mp-3281,-1,24875,O,0.8468198764613707,0.0
392,mp-3283,-1,24875,O,0.8468198764613707,0.0
393,mp-3284,79,25,Ce,0.6682713893293841,1.0
394,mp-3285,-1,24875,O,0.8468198764613707,0.0
395,mp-3286,100,295,Ce,0.554631052673795,0.5976142524940864
396,mp-3288,-1,24875,O,0.8468198764613707,0.0
397,mp-3289,-1,24875,Ni,0.8468198764613707,0.0
398,mp-3297,-1,24875,O,0.8468198764613707,0.0
399,mp-3303,100,295,Ce,0.554631052673795,0.42596475063513667
400,mp-3311,-1,24875,O,0.8468198764613707,0.0
401,mp-3312,-1,24875,Se,0.8468198764613707,0.0
402,mp-3319,116,113,Rh,0.9963380692222676,1.0
403,mp-3325,100,295,Ce,0.554631052673795,1.0
404,mp-3333,100,295,Eu,0.554631052673795,0.998002545423008
405,mp-3334,22,72,O,0.4636673079721,0.6393373682388993
406,mp-3335,22,72,O,0.4636673079721,0.820479594880343
407,mp-3337,9,38,Ni,0.8606092539893175,1.0
408,mp-3338,-1,24875,O,0.8468198764613707,0.0
409,mp-3344,-1,24875,Ce,0.8468198764613707,0.0
410,mp-3370,22,72,O,0.4636673079721,0.5824227502979508
411,mp-3372,119,22,O,0.5877875882877056,0.9456760660021981
412,mp-3374,-1,24875,O,0.8468198764613707,0.0
413,mp-3375,-1,24875,Rh,0.8468198764613707,0.0
414,mp-3378,156,146,O,0.423239754486608,0.714326342895249
415,mp-3384,75,67,O,0.5187034002185793,1.0
416,mp-3397,-1,24875,O,0.8468198764613707,0.0
417,mp-3400,68,43,Mn,0.5298650777982795,0.6131560528239335
418,mp-3402,131,22,U,0.708988752403836,1.0
419,mp-3404,-1,24875,O,0.8468198764613707,0.0
420,mp-3405,2,15,O,0.7542405460990178,1.0
421,mp-3406,100,295,U,0.554631052673795,1.0
422,mp-3408,107,493,Ce,0.43919125906243645,0.0019028466573563594
423,mp-3412,100,295,Eu,0.554631052673795,0.9990044900973748
424,mp-3414,107,493,Ag,0.43919125906243645,0.9629761330522246
425,mp-3416,-1,24875,F,0.8468198764613707,0.0
426,mp-3417,-1,24875,O,0.8468198764613707,0.0
427,mp-3419,-1,24875,F,0.8468198764613707,0.0
428,mp-3430,116,113,Ru,0.9963380692222676,1.0
429,mp-3437,100,295,Ce,0.554631052673795,1.0
430,mp-3446,82,26,O,0.677413312083344,1.0
431,mp-3453,68,43,Mn,0.5298650777982795,0.6571658983531304
432,mp-3457,-1,24875,O,0.8468198764613707,0.0
433,mp-3468,-1,24875,O,0.8468198764613707,0.0
434,mp-3470,-1,24875,O,0.8468198764613707,0.0
435,mp-3472,-1,24875,O,0.8468198764613707,0.0
436,mp-3476,-1,24875,O,0.8468198764613707,0.0
437,mp-3488,-1,24875,O,0.8468198764613707,0.0
438,mp-3494,144,131,Ce,0.6426876732140571,0.9038806504173426
439,mp-3499,107,493,Pd,0.43919125906243645,0.7810205491527302
440,mp-3501,-1,24875,Fe,0.8468198764613707,0.0
441,mp-3502,-1,24875,O,0.8468198764613707,0.0
442,mp-3516,-1,24875,O,0.8468198764613707,0.0
443,mp-3520,-1,24875,O,0.8468198764613707,0.0
444,mp-3523,82,26,O,0.677413312083344,1.0
445,mp-3529,-1,24875,S,0.8468198764613707,0.0
446,mp-3530,-1,24875,F,0.8468198764613707,0.0
447,mp-3531,-1,24875,O,0.8468198764613707,0.0
448,mp-3535,105,153,Ce,0.720180477353827,1.0
449,mp-3538,62,68,O,0.35707825194981935,0.24960403481443383
450,mp-3540,-1,24875,O,0.8468198764613707,0.0
451,mp-3541,79,25,Ce,0.6682713893293841,1.0
452,mp-3545,-1,24875,Ce,0.8468198764613707,0.0
453,mp-3552,-1,24875,O,0.8468198764613707,0.0
454,mp-3557,100,295,Eu,0.554631052673795,0.9981202526003714
455,mp-3563,-1,24875,O,0.8468198764613707,0.0
456,mp-3564,-1,24875,O,0.8468198764613707,0.0
457,mp-3566,100,295,Ce,0.554631052673795,1.0
458,mp-3569,107,493,Os,0.43919125906243645,0.806816088097955
459,mp-3575,-1,24875,O,0.8468198764613707,0.0
460,mp-3579,-1,24875,U,0.8468198764613707,0.0
