,MP_index,Cluster_ID,cluster_size,sublattice_element,dbcv_cluster,probabilities
24468,mp-777541,57,17,Fe,0.6479600806631333,0.9624748701114269
24469,mp-777542,134,140,Fe,0.20563786639491222,0.9949348084686515
24470,mp-777544,-1,24875,Co,0.8468198764613707,0.0
24471,mp-777545,-1,24875,Li,0.8468198764613707,0.0
24472,mp-777547,130,25,V,0.44306215525481457,1.0
24473,mp-777549,-1,24875,Co,0.8468198764613707,0.0
24474,mp-777550,-1,24875,F,0.8468198764613707,0.0
24475,mp-777551,-1,24875,V,0.8468198764613707,0.0
24476,mp-777553,-1,24875,F,0.8468198764613707,0.0
24477,mp-777557,-1,24875,O,0.8468198764613707,0.0
24478,mp-777559,-1,24875,F,0.8468198764613707,0.0
24479,mp-777562,-1,24875,Mn,0.8468198764613707,0.0
24480,mp-777563,-1,24875,N,0.8468198764613707,0.0
24481,mp-777566,-1,24875,V,0.8468198764613707,0.0
24482,mp-777567,-1,24875,F,0.8468198764613707,0.0
24483,mp-777570,154,110,O,0.16856183424040494,0.33672522477586075
24484,mp-777571,-1,24875,O,0.8468198764613707,0.0
24485,mp-777572,-1,24875,Co,0.8468198764613707,0.0
24486,mp-777574,134,140,Fe,0.20563786639491222,0.9949348084686515
24487,mp-777578,-1,24875,O,0.8468198764613707,0.0
24488,mp-777583,-1,24875,Fe,0.8468198764613707,0.0
24489,mp-777585,87,42,Fe,0.7085761539709535,1.0
24490,mp-777587,134,140,Fe,0.20563786639491222,0.9949348084686515
24491,mp-777589,40,20,Mn,0.32806762266353195,1.0
24492,mp-777594,-1,24875,O,0.8468198764613707,0.0
24493,mp-777599,-1,24875,O,0.8468198764613707,0.0
24494,mp-777608,134,140,V,0.20563786639491222,0.8388654180968963
24495,mp-777615,-1,24875,Sb,0.8468198764613707,0.0
24496,mp-777616,-1,24875,O,0.8468198764613707,0.0
